主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,令和3年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
農林水産省,5,2,03,59,雑収入,納付金,雑納付金,国立研究開発法人水産研究・教育機構納付金,120081,0,120081
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,1003798,1223560,-219762
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,3909911,4345202,-435291
農林水産省,5,3,28,01,雑収入,諸収入,東日本大震災復興食料安定供給特別会計受入金,食料安定供給特別会計受入金,10516,1924696,-1914180
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,821565,956148,-134583
農林水産省,5,3,04,04,雑収入,諸収入,公共事業費負担金,治山事業費負担金,3249016,4570140,-1321124
農林水産省,5,3,04,01,雑収入,諸収入,公共事業費負担金,土地改良事業費負担金,31849501,41824735,-9975234
農林水産省,5,3,04,13,雑収入,諸収入,公共事業費負担金,地すべり対策事業費負担金,86293,0,86293
農林水産省,5,3,04,05,雑収入,諸収入,公共事業費負担金,特定漁港漁場整備事業費負担金,4207581,4375008,-167427
農林水産省,5,3,04,06,雑収入,諸収入,公共事業費負担金,農業用施設災害復旧事業費負担金,137489,131536,5953
農林水産省,5,3,04,14,雑収入,諸収入,公共事業費負担金,直轄地すべり防止施設災害復旧費負担金,4252,4252,0
農林水産省,5,3,04,10,雑収入,諸収入,公共事業費負担金,治山災害復旧事業費負担金,33199,33199,0
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16290,16290,0
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,3742,3742,0
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,18095,18095,0
農林水産省,5,3,32,01,雑収入,諸収入,東日本大震災復興公共事業費負担金,土地改良事業費負担金,27908,81126,-53218
農林水産省,5,3,32,06,雑収入,諸収入,東日本大震災復興公共事業費負担金,農業用施設災害復旧事業費負担金,7801,0,7801
農林水産省,5,3,32,02,雑収入,諸収入,東日本大震災復興公共事業費負担金,農地災害復旧事業費負担金,36139,0,36139
農林水産省,5,3,32,04,雑収入,諸収入,東日本大震災復興公共事業費負担金,農業用施設等災害関連事業費負担金,16802,0,16802
農林水産省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,58523,41386,17137
農林水産省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,215,212,3
農林水産省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,116,116,0
農林水産省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,729,729,0
農林水産省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,5186289,4695880,490409
農林水産省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,34864,38690,-3826
農林水産省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,236555,347130,-110575
農林水産省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,18253449,19169078,-915629
農林水産省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,847,840,7
農林水産省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,204659,206059,-1400
農林水産省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,30069,21128,8941
農林水産省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,3,7,-4
農林水産省,5,3,99,04,雑収入,諸収入,雑入,延滞金,44770,42639,2131
農林水産省,5,3,99,99,雑収入,諸収入,雑入,雑収,2108342,2025163,83179
経済産業省,4,2,01,03,政府資産整理収入,回収金等収入,特別会計整理収入,貿易特別会計整理収入,105,105,0
経済産業省,4,2,01,04,政府資産整理収入,回収金等収入,特別会計整理収入,米国対日援助物資等処理特別会計整理収入,12,12,0
経済産業省,4,2,03,25,政府資産整理収入,回収金等収入,貸付金等回収金収入,小規模企業者等設備導入資金貸付金償還金,2172270,2905726,-733456
経済産業省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,55968,55170,798
経済産業省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,183749,178710,5039
経済産業省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,11524,10770,754
経済産業省,5,2,10,01,雑収入,納付金,特定アルコール譲渡者納付金,特定アルコール譲渡者納付金,9274390,9062550,211840
経済産業省,5,2,03,63,雑収入,納付金,雑納付金,独立行政法人製品評価技術基盤機構納付金,12466,0,12466
経済産業省,5,2,03,62,雑収入,納付金,雑納付金,独立行政法人経済産業研究所納付金,0,25219,-25219
経済産業省,5,2,03,18,雑収入,納付金,雑納付金,国立研究開発法人産業技術総合研究所納付金,0,31313,-31313
経済産業省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,348,344,4
経済産業省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,9717,10963,-1246
経済産業省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,4272394,34700516,-30428122
経済産業省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,164581,161475,3106
経済産業省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,7187,6843,344
経済産業省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1898,2564,-666
経済産業省,5,3,99,99,雑収入,諸収入,雑入,雑収,543155,699300,-156145
経済産業省,5,3,21,01,雑収入,諸収入,東日本大震災復興エネルギー対策特別会計受入金,エネルギー対策特別会計受入金,0,72,-72
国土交通省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,50892535,37509039,13383496
国土交通省,4,2,03,35,政府資産整理収入,回収金等収入,貸付金等回収金収入,都市開発資金貸付金償還金,5306526,5583510,-276984
国土交通省,4,2,03,39,政府資産整理収入,回収金等収入,貸付金等回収金収入,有料道路整備資金貸付金償還金,13828988,15335065,-1506077
国土交通省,4,2,03,40,政府資産整理収入,回収金等収入,貸付金等回収金収入,連続立体交差事業資金貸付金償還金,15007,13341,1666
国土交通省,4,2,03,41,政府資産整理収入,回収金等収入,貸付金等回収金収入,埠頭整備等資金貸付金償還金,3229408,3994298,-764890
国土交通省,4,2,03,42,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾開発資金貸付金償還金,124122,215487,-91365
国土交通省,4,2,03,43,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾物流高度化基盤施設整備資金貸付金償還金,12408,24816,-12408
国土交通省,4,2,03,45,政府資産整理収入,回収金等収入,貸付金等回収金収入,特定連絡道路工事資金貸付金償還金,1000,0,1000
国土交通省,4,2,04,01,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,埠頭災害復旧事業資金貸付金償還金,7392,7392,0
国土交通省,4,2,04,02,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,空港機能施設災害復旧事業資金貸付金償還金,209066,209066,0
国土交通省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,0,1088,-1088
国土交通省,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,0,107656,-107656
国土交通省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,250255,238922,11333
国土交通省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,794386,793034,1352
国土交通省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,1776410,1880734,-104324
国土交通省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,5272,5266,6
国土交通省,5,1,01,06,雑収入,国有財産利用収入,国有財産貸付収入,港湾施設貸付料,836736,1040799,-204063
国土交通省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,215846,222601,-6755
国土交通省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,2714306,2987844,-273538
国土交通省,5,1,02,06,雑収入,国有財産利用収入,国有財産使用収入,電子情報処理組織使用料収入,253547,216162,37385
国土交通省,5,1,04,06,雑収入,国有財産利用収入,利子収入,都市開発資金貸付金利子収入,9271,17689,-8418
国土交通省,5,2,11,01,雑収入,納付金,特定タンカー所有者納付金,特定タンカー所有者納付金,105000,196755,-91755
国土交通省,5,2,03,48,雑収入,納付金,雑納付金,独立行政法人海技教育機構納付金,179965,0,179965
国土交通省,5,2,03,24,雑収入,納付金,雑納付金,独立行政法人自動車技術総合機構納付金,53910,0,53910
国土交通省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,5801333,7439419,-1638086
国土交通省,5,3,04,29,雑収入,諸収入,公共事業費負担金,河川等整備事業費負担金,130302320,164008127,-33705807
国土交通省,5,3,04,30,雑収入,諸収入,公共事業費負担金,多目的ダム建設等事業電気事業者等工事費負担金,23067308,25087483,-2020175
国土交通省,5,3,04,27,雑収入,諸収入,公共事業費負担金,道路整備事業費負担金,301668000,306838000,-5170000
国土交通省,5,3,04,25,雑収入,諸収入,公共事業費負担金,港湾整備事業費負担金,58904867,72993290,-14088423
国土交通省,5,3,04,31,雑収入,諸収入,公共事業費負担金,エネルギー・鉄鋼港湾施設工事受益者工事費負担金,295000,215000,80000
国土交通省,5,3,04,11,雑収入,諸収入,公共事業費負担金,国営公園整備事業費負担金,1177837,1466687,-288850
国土交通省,5,3,04,07,雑収入,諸収入,公共事業費負担金,河川等災害復旧事業費負担金,7353942,8073387,-719445
国土交通省,5,3,04,08,雑収入,諸収入,公共事業費負担金,河川等災害関連事業費負担金,1884282,1614833,269449
国土交通省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1838480,1603094,235386
国土交通省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,5047404,6032203,-984799
国土交通省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,1055,1184,-129
国土交通省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,1162,1212,-50
国土交通省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,74732798,64995001,9737797
国土交通省,5,3,07,05,雑収入,諸収入,受託調査試験及役務収入,測量標移転改埋費受入,204,206,-2
国土交通省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,9500,21917,-12417
国土交通省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,471991,1573718,-1101727
国土交通省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,47128433,46580871,547562
国土交通省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2202615,2362246,-159631
国土交通省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,2750,3318,-568
国土交通省,5,3,25,01,雑収入,諸収入,附帯工事費負担金,附帯工事費負担金,17879000,18913000,-1034000
国土交通省,5,3,25,02,雑収入,諸収入,附帯工事費負担金,道路附属物等復旧費負担金,1913000,1909000,4000
国土交通省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,41384,35319,6065
国土交通省,5,3,99,04,雑収入,諸収入,雑入,延滞金,27866,20674,7192
国土交通省,5,3,99,99,雑収入,諸収入,雑入,雑収,11395542,11421812,-26270
環境省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,762423,620209,142214
環境省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,74411,65503,8908
環境省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,13922,14151,-229
環境省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,904522,902579,1943
環境省,5,2,03,66,雑収入,納付金,雑納付金,国立研究開発法人国立環境研究所納付金,274717,0,274717
環境省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,24403,19772,4631
環境省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1221,1981,-760
環境省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,1198070,1048488,149582
環境省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,143,71,72
環境省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,3078,1801,1277
環境省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1860,1863,-3
環境省,5,3,99,99,雑収入,諸収入,雑入,雑収,51476,34728,16748
防衛省,3,2,01,02,官業益金及官業収入,官業収入,病院収入,防衛省病院収入,17575318,17165881,409437
防衛省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,81056,87091,-6035
防衛省,4,2,03,12,政府資産整理収入,回収金等収入,貸付金等回収金収入,自衛隊衛生貸費学生等貸与金償還金,466947,393640,73307
防衛省,4,2,05,01,政府資産整理収入,回収金等収入,事故補償費返還金,在日合衆国軍事故補償費返還金,51888,53656,-1768
防衛省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,977462,994583,-17121
防衛省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1174722,1227600,-52878
防衛省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,4809277,5066048,-256771
防衛省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,128830,0,128830
防衛省,5,1,02,02,雑収入,国有財産利用収入,国有財産使用収入,寄宿料,115,117,-2
防衛省,5,1,02,04,雑収入,国有財産利用収入,国有財産使用収入,飛行場及航空保安施設使用料収入,1401,1481,-80
防衛省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,0,19966,-19966
防衛省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,2011,2260,-249
防衛省,5,2,03,19,雑収入,納付金,雑納付金,独立行政法人駐留軍等労働者労務管理機構納付金,42264,52125,-9861
防衛省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,5488,8106,-2618
防衛省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,22584,16269,6315
防衛省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,3655932,3510010,145922
防衛省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,21238367,16802474,4435893
防衛省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1831006,2128319,-297313
防衛省,5,3,11,05,雑収入,諸収入,物品売払収入,返還物品売払代,145677,158025,-12348
防衛省,5,3,11,06,雑収入,諸収入,物品売払収入,残飯売払代,292,329,-37
防衛省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,39683,34717,4966
防衛省,5,3,99,04,雑収入,諸収入,雑入,延滞金,8644,6486,2158
防衛省,5,3,99,07,雑収入,諸収入,雑入,給食費受入,2213549,2249732,-36183
防衛省,5,3,99,99,雑収入,諸収入,雑入,雑収,968032,1165048,-197016
