主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成27年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
内閣,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2893533,2003802,889731
内閣,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,84,128,-44
内閣,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1829,1796,33
内閣,5,3,99,04,雑収入,諸収入,雑入,延滞金,312,361,-49
内閣,5,3,99,99,雑収入,諸収入,雑入,雑収,103,266,-163
内閣府,3,2,01,01,官業益金及官業収入,官業収入,病院収入,宮内庁病院収入,41374,42130,-756
内閣府,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,243406,1097676,-854270
内閣府,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,9270,9023,247
内閣府,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,431461,313392,118069
内閣府,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,0,11731,-11731
内閣府,4,2,03,13,政府資産整理収入,回収金等収入,貸付金等回収金収入,災害援護資金貸付金償還金,809846,801745,8101
内閣府,4,2,03,32,政府資産整理収入,回収金等収入,貸付金等回収金収入,総合研究開発機構無利子貸付金償還金,3110000,3110000,0
内閣府,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,210152,207724,2428
内閣府,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,86993,91569,-4576
内閣府,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,478548,555123,-76575
内閣府,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,2518,1865,653
内閣府,5,1,02,05,雑収入,国有財産利用収入,国有財産使用収入,公益認定等総合情報システム利用料収入,18842,21920,-3078
内閣府,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,115,135,-20
内閣府,5,2,03,04,雑収入,納付金,雑納付金,公認会計士法違反者納付金,15520,17410,-1890
内閣府,5,2,03,05,雑収入,納付金,雑納付金,価格協定等違反者納付金,30688320,29592930,1095390
内閣府,5,2,03,06,雑収入,納付金,雑納付金,金融商品取引法違反者納付金,172980,727520,-554540
内閣府,5,2,03,17,雑収入,納付金,雑納付金,独立行政法人国立公文書館納付金,4500,0,4500
内閣府,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,128651,130711,-2060
内閣府,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,50,152,-102
内閣府,5,3,08,05,雑収入,諸収入,懲罰及没収金,交通反則者納金,67347717,69838797,-2491080
内閣府,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,91766,125929,-34163
内閣府,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,296048,204443,91605
内閣府,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,3324,3715,-391
内閣府,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,238658,238197,461
内閣府,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,12497,9338,3159
内閣府,5,3,99,04,雑収入,諸収入,雑入,延滞金,18270,7840,10430
内閣府,5,3,99,99,雑収入,諸収入,雑入,雑収,58828,58473,355
内閣府,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,0,2,-2
総務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,45267,44776,491
総務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,59284,59835,-551
総務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,30439,36069,-5630
総務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,35,30,5
総務省,5,2,03,74,雑収入,納付金,雑納付金,独立行政法人統計センター納付金,492019,0,492019
総務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1308155,1412466,-104311
総務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,3103,4159,-1056
総務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2973569,2523893,449676
総務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,10696,14360,-3664
総務省,5,3,15,01,雑収入,諸収入,電波利用料収入,電波利用料収入,70161585,69500000,661585
総務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,5180,5706,-526
総務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,5632,6557,-925
総務省,5,3,99,99,雑収入,諸収入,雑入,雑収,187215,593102,-405887
法務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,179135,170589,8546
法務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,155368,151505,3863
法務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,294946,365070,-70124
法務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1414,241,1173
法務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,45362849,41370131,3992718
法務省,5,3,08,02,雑収入,諸収入,懲罰及没収金,過料,871920,911570,-39650
法務省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,1030782,1381973,-351191
法務省,5,3,08,01,雑収入,諸収入,懲罰及没収金,罰金及科料,47530875,51611991,-4081116
法務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,653274,703843,-50569
法務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,409062,383298,25764
法務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,263495,283719,-20224
法務省,5,3,10,01,雑収入,諸収入,矯正官署作業収入,刑務所作業収入,4368812,4517423,-148611
法務省,5,3,10,02,雑収入,諸収入,矯正官署作業収入,少年院職業指導及職業補導収入,10819,11206,-387
法務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,42466,38264,4202
法務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,18588,6846,11742
法務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,5408,4158,1250
法務省,5,3,99,05,雑収入,諸収入,雑入,期満後収入,224427,191392,33035
法務省,5,3,99,99,雑収入,諸収入,雑入,雑収,254801,261407,-6606
外務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,7165,7182,-17
外務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,57727,57175,552
外務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,469916,412876,57040
外務省,5,1,04,01,雑収入,国有財産利用収入,利子収入,預託金利子収入,9133,9168,-35
外務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,5012753,5002252,10501
外務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2896,3714,-818
外務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,12806543,6302895,6503648
外務省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,939,224,715
外務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,35972,32338,3634
外務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2262,2151,111
外務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,449,546,-97
外務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1085,841,244
外務省,5,3,99,99,雑収入,諸収入,雑入,雑収,96320,89583,6737
財務省,1,1,01,01,租税及印紙収入,租税,所得税,源泉所得税,13701000000,12262000000,1439000000
財務省,1,1,01,02,租税及印紙収入,租税,所得税,申告所得税,2741000000,2528000000,213000000
財務省,1,1,02,01,租税及印紙収入,租税,法人税,法人税,10990000000,10018000000,972000000
財務省,1,1,03,01,租税及印紙収入,租税,相続税,相続税,1761000000,1545000000,216000000
財務省,1,1,20,01,租税及印紙収入,租税,消費税,消費税,17112000000,15339000000,1773000000
財務省,1,1,04,01,租税及印紙収入,租税,酒税,酒税,1308000000,1341000000,-33000000
財務省,1,1,18,01,租税及印紙収入,租税,たばこ税,たばこ税,906000000,922000000,-16000000
財務省,1,1,06,01,租税及印紙収入,租税,揮発油税,揮発油税,2466000000,2545000000,-79000000
財務省,1,1,07,01,租税及印紙収入,租税,石油ガス税,石油ガス税,10000000,10000000,0
財務省,1,1,17,01,租税及印紙収入,租税,航空機燃料税,航空機燃料税,51000000,53000000,-2000000
財務省,1,1,54,02,租税及印紙収入,租税,石油石炭税,石油石炭税,628000000,613000000,15000000
財務省,1,1,23,01,租税及印紙収入,租税,電源開発促進税,電源開発促進税,323000000,327000000,-4000000
財務省,1,1,16,01,租税及印紙収入,租税,自動車重量税,自動車重量税,374000000,387000000,-13000000
財務省,1,1,14,01,租税及印紙収入,租税,関税,関税,1117000000,1045000000,72000000
財務省,1,1,15,01,租税及印紙収入,租税,とん税,とん税,10000000,10000000,0
財務省,1,2,01,01,租税及印紙収入,印紙収入,印紙収入,収入印紙,746000000,763000000,-17000000
財務省,1,2,01,02,租税及印紙収入,印紙収入,印紙収入,現金収入,281000000,293000000,-12000000
財務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,74200000,87000000,-12800000
財務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,296000,189000,107000
財務省,4,1,01,04,政府資産整理収入,国有財産処分収入,国有財産売払収入,工作物売払代,4058,224,3834
財務省,4,1,01,09,政府資産整理収入,国有財産処分収入,国有財産売払収入,証券売払代,11924991,1692000,10232991
財務省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,0,22000,-22000
財務省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,0,11191,-11191
財務省,4,1,03,01,政府資産整理収入,国有財産処分収入,東日本大震災復興国有財産売払収入,土地売払代,31600000,3600000,28000000
財務省,4,1,02,01,政府資産整理収入,国有財産処分収入,特定国有財産売払収入,特定施設売払代,0,308700,-308700
財務省,4,2,01,06,政府資産整理収入,回収金等収入,特別会計整理収入,産業投資特別会計整理収入,13253960,14976595,-1722635
財務省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,64439884,69462060,-5022176
財務省,4,2,50,27,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人国立印刷局出資回収金,42109,42603,-494
財務省,4,2,50,71,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人日本スポーツ振興センター出資回収金,1250000,0,1250000
財務省,4,2,50,18,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人日本貿易振興機構出資回収金,39600,0,39600
財務省,4,2,50,46,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人鉄道建設・運輸施設整備支援機構出資回収金,419,176685,-176266
財務省,4,2,50,20,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人国際協力機構出資回収金,0,319631,-319631
財務省,4,2,50,23,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人農畜産業振興機構出資回収金,0,371650,-371650
財務省,4,2,50,19,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人中小企業基盤整備機構出資回収金,0,34226,-34226
財務省,4,2,03,20,政府資産整理収入,回収金等収入,貸付金等回収金収入,清酒製造業近代化事業基金貸付金償還金,0,6500000,-6500000
財務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,15974313,14958291,1016022
財務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1133924,1312063,-178139
財務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,14693521,16833815,-2140294
財務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,907,907,0
財務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,91918,113627,-21709
財務省,5,1,04,02,雑収入,国有財産利用収入,利子収入,指定預金利子収入,42000,225000,-183000
財務省,5,1,03,01,雑収入,国有財産利用収入,配当金収入,日本銀行配当金収入,2750,2750,0
財務省,5,1,03,03,雑収入,国有財産利用収入,配当金収入,成田国際空港株式会社配当金収入,533311,451916,81395
財務省,5,1,03,05,雑収入,国有財産利用収入,配当金収入,日本郵政株式会社配当金収入,11850000,12879000,-1029000
財務省,5,1,05,01,雑収入,国有財産利用収入,東日本大震災復興配当金収入,日本郵政株式会社配当金収入,948000,0,948000
財務省,5,2,01,01,雑収入,納付金,日本銀行納付金,日本銀行納付金,820500000,638200000,182300000
財務省,5,2,06,01,雑収入,納付金,独立行政法人造幣局納付金,独立行政法人造幣局納付金,4130660,3338324,792336
財務省,5,2,03,07,雑収入,納付金,雑納付金,株式会社国際協力銀行納付金,171100,0,171100
財務省,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,11421024,11927042,-506018
財務省,5,2,03,87,雑収入,納付金,雑納付金,独立行政法人造幣局納付金,141428,0,141428
財務省,5,2,03,88,雑収入,納付金,雑納付金,独立行政法人国立印刷局納付金,2429777,0,2429777
財務省,5,2,03,90,雑収入,納付金,雑納付金,独立行政法人日本万国博覧会記念機構納付金,0,25746,-25746
財務省,5,2,12,02,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人造幣局納付金,169215,0,169215
財務省,5,2,12,03,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人国立印刷局納付金,583715,0,583715
財務省,5,2,12,05,雑収入,納付金,東日本大震災復興雑納付金,株式会社国際協力銀行納付金,0,167580,-167580
財務省,5,2,12,04,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人日本万国博覧会記念機構納付金,0,14671,-14671
財務省,5,3,03,09,雑収入,諸収入,特別会計受入金,外国為替資金特別会計受入金,1428082248,1585166246,-157083998
財務省,5,3,03,26,雑収入,諸収入,特別会計受入金,財政投融資特別会計受入金,230077018,69248,230007770
財務省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,12,12,0
財務省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,1,2,-1
財務省,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,2616534,2616534,0
財務省,5,3,27,01,雑収入,諸収入,東日本大震災復興財政投融資特別会計受入金,財政投融資特別会計受入金,44589,11667,32922
財務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,907295,923424,-16129
財務省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,1425024,1478774,-53750
財務省,5,3,07,07,雑収入,諸収入,受託調査試験及役務収入,地方消費税徴収取扱費受入,11867227,11660947,206280
財務省,5,3,08,04,雑収入,諸収入,懲罰及没収金,国税犯則者納金,110336,129584,-19248
財務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,998220,883576,114644
財務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2201216,1422456,778760
財務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,51246,46540,4706
財務省,5,3,02,01,雑収入,諸収入,文官恩給費特別会計等負担金,文官恩給費特別会計等負担金,1198250,1412151,-213901
財務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,88483,80080,8403
財務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,1112,1108,4
財務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,66621,69023,-2402
財務省,5,3,99,17,雑収入,諸収入,雑入,経過利子受入,42371736,47284944,-4913208
財務省,5,3,99,99,雑収入,諸収入,雑入,雑収,883194,942681,-59487
財務省,5,3,99,61,雑収入,諸収入,雑入,独立行政法人日本万国博覧会記念機構資産承継収入,0,9904169,-9904169
財務省,5,3,26,01,雑収入,諸収入,東日本大震災復興外国為替資金特別会計受入金,外国為替資金特別会計受入金,0,28734,-28734
財務省,6,1,01,01,公債金,公債金,公債金,公債金,6003000000,6002000000,1000000
財務省,6,1,02,01,公債金,公債金,特例公債金,特例公債金,30860000000,35248000000,-4388000000
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,2187687,5360149,-3172462
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,497678,496163,1515
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,9110,9234,-124
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,25688,39989,-14301
文部科学省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,18,18,0
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,20889,21811,-922
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,8759476,10000667,-1241191
文部科学省,5,2,03,91,雑収入,納付金,雑納付金,独立行政法人日本学術振興会納付金,0,2659000,-2659000
文部科学省,5,2,03,26,雑収入,納付金,雑納付金,独立行政法人日本学生支援機構納付金,0,1234929,-1234929
文部科学省,5,2,03,64,雑収入,納付金,雑納付金,独立行政法人海洋研究開発機構納付金,0,28522,-28522
文部科学省,5,2,03,32,雑収入,納付金,雑納付金,独立行政法人国立高等専門学校機構納付金,0,429573,-429573
文部科学省,5,2,03,38,雑収入,納付金,雑納付金,独立行政法人大学評価・学位授与機構納付金,0,60676,-60676
文部科学省,5,2,03,53,雑収入,納付金,雑納付金,独立行政法人国立大学財務・経営センター納付金,0,127107,-127107
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,31206,19174,12032
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2422,2935,-513
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,10381732,9816465,565267
文部科学省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,963,1115,-152
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,9150,11302,-2152
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,6697,6323,374
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,10222,10342,-120
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料等収入,5102005,4981562,120443
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,2588600,2610178,-21578
文部科学省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,0,2,-2
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,739349,1072802,-333453
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,55756,31100,24656
厚生労働省,3,2,02,01,官業益金及官業収入,官業収入,診療所収入,国立保養所診療所収入,3822,3760,62
厚生労働省,4,2,03,09,政府資産整理収入,回収金等収入,貸付金等回収金収入,公衆衛生修学資金貸付金償還金,1128,600,528
厚生労働省,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子父子寡婦福祉資金貸付金償還金,3093629,1616727,1476902
厚生労働省,4,2,03,08,政府資産整理収入,回収金等収入,貸付金等回収金収入,消費生活協同組合資金貸付金償還金,0,1000,-1000
厚生労働省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,0,1055,-1055
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,348000,324073,23927
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,45225,42052,3173
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,81811,85616,-3805
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,377,365,12
厚生労働省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,12,120,-108
厚生労働省,5,1,04,04,雑収入,国有財産利用収入,利子収入,消費生活協同組合資金貸付金利子収入,0,30,-30
厚生労働省,5,2,03,75,雑収入,納付金,雑納付金,国立研究開発法人医薬基盤・健康・栄養研究所納付金,1143792,0,1143792
厚生労働省,5,2,03,02,雑収入,納付金,雑納付金,国立研究開発法人国立がん研究センター納付金,1809683,0,1809683
厚生労働省,5,2,03,57,雑収入,納付金,雑納付金,国立研究開発法人国立成育医療研究センター納付金,1929369,0,1929369
厚生労働省,5,2,03,71,雑収入,納付金,雑納付金,国立研究開発法人国立長寿医療研究センター納付金,1156559,0,1156559
厚生労働省,5,2,12,14,雑収入,納付金,東日本大震災復興雑納付金,国立研究開発法人医薬基盤・健康・栄養研究所納付金,7649,0,7649
厚生労働省,5,2,12,15,雑収入,納付金,東日本大震災復興雑納付金,国立研究開発法人国立がん研究センター納付金,145762,0,145762
厚生労働省,5,2,12,16,雑収入,納付金,東日本大震災復興雑納付金,国立研究開発法人国立循環器病研究センター納付金,26822,0,26822
厚生労働省,5,2,12,17,雑収入,納付金,東日本大震災復興雑納付金,国立研究開発法人国立成育医療研究センター納付金,26497,0,26497
厚生労働省,5,2,12,18,雑収入,納付金,東日本大震災復興雑納付金,国立研究開発法人国立長寿医療研究センター納付金,19558,0,19558
厚生労働省,5,2,12,12,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人医薬品医療機器総合機構納付金,0,644223,-644223
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,25145,10771,14374
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,138120,129120,9000
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,23910,23710,200
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,39155,40566,-1411
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,57515,53888,3627
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,109098,124028,-14930
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,62662,62662,0
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,14487,14897,-410
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,347203674,277274291,69929383
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,93189,88669,4520
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2909,3089,-180
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,19126,10875,8251
厚生労働省,5,3,11,07,雑収入,諸収入,物品売払収入,あへん売払代,2463006,2510267,-47261
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,45908,49822,-3914
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,71,58,13
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,7254,9278,-2024
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,40928,40341,587
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,277238,280175,-2937
厚生労働省,5,3,99,99,雑収入,諸収入,雑入,雑収,1132422,1464623,-332201
