主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成27年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
農林水産省,3,2,03,01,官業益金及官業収入,官業収入,国有林野事業収入,国有林野事業収入,26843024,27716864,-873840
農林水産省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,307514,648326,-340812
農林水産省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,233995,237129,-3134
農林水産省,4,2,03,37,政府資産整理収入,回収金等収入,貸付金等回収金収入,農地保有合理化促進対策資金貸付金償還金,5037519,5487183,-449664
農林水産省,4,2,03,38,政府資産整理収入,回収金等収入,貸付金等回収金収入,就農支援資金貸付金償還金,1435343,1314134,121209
農林水産省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,351378,357450,-6072
農林水産省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,40776,40712,64
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,874747,1065470,-190723
農林水産省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,1843,1567,276
農林水産省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,7276,8256,-980
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,257963000,240859000,17104000
農林水産省,5,2,03,46,雑収入,納付金,雑納付金,独立行政法人農林水産消費安全技術センター納付金,81672,0,81672
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,969871,1084789,-114918
農林水産省,5,2,12,06,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人農畜産業振興機構納付金,0,69020582,-69020582
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,11278417,35618376,-24339959
農林水産省,5,3,28,01,雑収入,諸収入,東日本大震災復興食料安定供給特別会計受入金,食料安定供給特別会計受入金,100022,32832330,-32732308
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,837708,858957,-21249
農林水産省,5,3,04,04,雑収入,諸収入,公共事業費負担金,治山事業費負担金,3043208,2960082,83126
農林水産省,5,3,04,01,雑収入,諸収入,公共事業費負担金,土地改良事業費負担金,63325010,72856653,-9531643
農林水産省,5,3,04,13,雑収入,諸収入,公共事業費負担金,地すべり対策事業費負担金,310132,221878,88254
農林水産省,5,3,04,05,雑収入,諸収入,公共事業費負担金,特定漁港漁場整備事業費負担金,4105352,4069131,36221
農林水産省,5,3,04,06,雑収入,諸収入,公共事業費負担金,農業用施設災害復旧事業費負担金,23793,19602,4191
農林水産省,5,3,04,14,雑収入,諸収入,公共事業費負担金,直轄地すべり防止施設災害復旧費負担金,4252,4252,0
農林水産省,5,3,04,10,雑収入,諸収入,公共事業費負担金,治山災害復旧事業費負担金,32541,32541,0
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16090,16090,0
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,3598,3598,0
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,18097,18097,0
農林水産省,5,3,32,01,雑収入,諸収入,東日本大震災復興公共事業費負担金,土地改良事業費負担金,71698,137050,-65352
農林水産省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,2404,2111,293
農林水産省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,217,221,-4
農林水産省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,113,113,0
農林水産省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,729,810,-81
農林水産省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,2270773,2252369,18404
農林水産省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,28600,22004,6596
農林水産省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,259160,272141,-12981
農林水産省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,43005842,34624937,8380905
農林水産省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,1338,1195,143
農林水産省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,165472,172780,-7308
農林水産省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,23657,18893,4764
農林水産省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,8,9,-1
農林水産省,5,3,99,04,雑収入,諸収入,雑入,延滞金,39513,7084,32429
農林水産省,5,3,99,99,雑収入,諸収入,雑入,雑収,1760424,1766470,-6046
経済産業省,4,2,01,03,政府資産整理収入,回収金等収入,特別会計整理収入,貿易特別会計整理収入,124,136,-12
経済産業省,4,2,01,04,政府資産整理収入,回収金等収入,特別会計整理収入,米国対日援助物資等処理特別会計整理収入,12,12,0
経済産業省,4,2,03,25,政府資産整理収入,回収金等収入,貸付金等回収金収入,小規模企業者等設備導入資金貸付金償還金,4295333,4232171,63162
経済産業省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,39194,38894,300
経済産業省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,175250,152779,22471
経済産業省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,16039,27922,-11883
経済産業省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,0,441,-441
経済産業省,5,2,10,01,雑収入,納付金,特定アルコール譲渡者納付金,特定アルコール譲渡者納付金,9784400,9822650,-38250
経済産業省,5,2,03,18,雑収入,納付金,雑納付金,国立研究開発法人産業技術総合研究所納付金,61409,0,61409
経済産業省,5,2,03,63,雑収入,納付金,雑納付金,独立行政法人製品評価技術基盤機構納付金,149465,0,149465
経済産業省,5,2,03,70,雑収入,納付金,雑納付金,独立行政法人日本貿易振興機構納付金,1215848,0,1215848
経済産業省,5,2,03,16,雑収入,納付金,雑納付金,独立行政法人中小企業基盤整備機構納付金,0,8761332,-8761332
経済産業省,5,2,12,11,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人中小企業基盤整備機構納付金,0,180160,-180160
経済産業省,5,3,21,01,雑収入,諸収入,東日本大震災復興エネルギー対策特別会計受入金,エネルギー対策特別会計受入金,458583,26034,432549
経済産業省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,6435,6107,328
経済産業省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,30344,29580,764
経済産業省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,129370862,9116106,120254756
経済産業省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,226663,165938,60725
経済産業省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,7546,4409,3137
経済産業省,5,3,99,04,雑収入,諸収入,雑入,延滞金,22643,25044,-2401
経済産業省,5,3,99,99,雑収入,諸収入,雑入,雑収,2442916,1426174,1016742
経済産業省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,0,34911150,-34911150
国土交通省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,152647,0,152647
国土交通省,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,491487,133921,357566
国土交通省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,30136168,84034943,-53898775
国土交通省,4,2,03,22,政府資産整理収入,回収金等収入,貸付金等回収金収入,神戸港埠頭公社港湾施設災害復旧事業資金貸付金償還金,2238,218526,-216288
国土交通省,4,2,03,29,政府資産整理収入,回収金等収入,貸付金等回収金収入,成田国際空港株式会社貸付金償還金,1100000,1100000,0
国土交通省,4,2,03,35,政府資産整理収入,回収金等収入,貸付金等回収金収入,都市開発資金貸付金償還金,11874219,13466648,-1592429
国土交通省,4,2,03,39,政府資産整理収入,回収金等収入,貸付金等回収金収入,有料道路整備資金貸付金償還金,24399000,25703000,-1304000
国土交通省,4,2,03,40,政府資産整理収入,回収金等収入,貸付金等回収金収入,連続立体交差事業資金貸付金償還金,5000,1000,4000
国土交通省,4,2,03,41,政府資産整理収入,回収金等収入,貸付金等回収金収入,埠頭整備資金貸付金償還金,3605875,3657133,-51258
国土交通省,4,2,03,42,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾開発資金貸付金償還金,265744,282058,-16314
国土交通省,4,2,03,43,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾物流高度化基盤施設整備資金貸付金償還金,12408,12408,0
国土交通省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,277696,287981,-10285
国土交通省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,691241,736301,-45060
国土交通省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,2081479,2454388,-372909
国土交通省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,5235,5562,-327
国土交通省,5,1,01,06,雑収入,国有財産利用収入,国有財産貸付収入,港湾施設貸付料,890830,744519,146311
国土交通省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,313069,333140,-20071
国土交通省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,1766509,1764058,2451
国土交通省,5,1,02,06,雑収入,国有財産利用収入,国有財産使用収入,電子情報処理組織使用料収入,127350,139628,-12278
国土交通省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,36,765,-729
国土交通省,5,1,04,06,雑収入,国有財産利用収入,利子収入,都市開発資金貸付金利子収入,111309,146499,-35190
国土交通省,5,2,11,01,雑収入,納付金,特定タンカー所有者納付金,特定タンカー所有者納付金,160816,166941,-6125
国土交通省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,3090,3933,-843
国土交通省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,5367384,5049929,317455
国土交通省,5,3,04,29,雑収入,諸収入,公共事業費負担金,河川等整備事業費負担金,120737655,124111433,-3373778
国土交通省,5,3,04,30,雑収入,諸収入,公共事業費負担金,多目的ダム建設等事業電気事業者等工事費負担金,24192370,21121567,3070803
国土交通省,5,3,04,27,雑収入,諸収入,公共事業費負担金,道路整備事業費負担金,291326000,301792000,-10466000
国土交通省,5,3,04,25,雑収入,諸収入,公共事業費負担金,港湾整備事業費負担金,51208774,50177876,1030898
国土交通省,5,3,04,31,雑収入,諸収入,公共事業費負担金,エネルギー・鉄鋼港湾施設工事受益者工事費負担金,886282,985124,-98842
国土交通省,5,3,04,11,雑収入,諸収入,公共事業費負担金,国営公園整備事業費負担金,1543007,1601989,-58982
国土交通省,5,3,04,07,雑収入,諸収入,公共事業費負担金,河川等災害復旧事業費負担金,3643817,3681003,-37186
国土交通省,5,3,04,08,雑収入,諸収入,公共事業費負担金,河川等災害関連事業費負担金,1242224,1283101,-40877
国土交通省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1053431,862277,191154
国土交通省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,5826000,5604000,222000
国土交通省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,577,566,11
国土交通省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,1626,1755,-129
国土交通省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,59383921,69554298,-10170377
国土交通省,5,3,07,05,雑収入,諸収入,受託調査試験及役務収入,測量標移転改埋費受入,704,754,-50
国土交通省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,0,8,-8
国土交通省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,27840,24490,3350
国土交通省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1456297,1100313,355984
国土交通省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,107385687,10919100,96466587
国土交通省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,7185,8900,-1715
国土交通省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2507171,2417902,89269
国土交通省,5,3,25,01,雑収入,諸収入,附帯工事費負担金,附帯工事費負担金,19234709,18008611,1226098
国土交通省,5,3,25,02,雑収入,諸収入,附帯工事費負担金,道路附属物等復旧費負担金,1856000,1935000,-79000
国土交通省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,31908,29312,2596
国土交通省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,7,26,-19
国土交通省,5,3,99,04,雑収入,諸収入,雑入,延滞金,37518,74183,-36665
国土交通省,5,3,99,99,雑収入,諸収入,雑入,雑収,15353774,10581456,4772318
環境省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,516010,465434,50576
環境省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,45571,47179,-1608
環境省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,13202,38102,-24900
環境省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,197317,201592,-4275
環境省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,0,125,-125
環境省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1510,133,1377
環境省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,5781,6722,-941
環境省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2542445,3629252,-1086807
環境省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1337,1179,158
環境省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2369,1849,520
環境省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1322,1322,0
環境省,5,3,99,99,雑収入,諸収入,雑入,雑収,10219,12421,-2202
環境省,5,2,03,14,雑収入,納付金,雑納付金,独立行政法人環境再生保全機構納付金,0,1625927,-1625927
防衛省,3,2,01,02,官業益金及官業収入,官業収入,病院収入,防衛省病院収入,16252999,16530323,-277324
防衛省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,156883,145595,11288
防衛省,4,2,03,12,政府資産整理収入,回収金等収入,貸付金等回収金収入,自衛隊衛生貸費学生等貸与金償還金,346993,393876,-46883
防衛省,4,2,05,01,政府資産整理収入,回収金等収入,事故補償費返還金,在日合衆国軍事故補償費返還金,71003,86211,-15208
防衛省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,829534,808196,21338
防衛省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,607627,572680,34947
防衛省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,7719104,8115877,-396773
防衛省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,2004,2085,-81
防衛省,5,1,02,02,雑収入,国有財産利用収入,国有財産使用収入,寄宿料,126,134,-8
防衛省,5,1,02,04,雑収入,国有財産利用収入,国有財産使用収入,飛行場及航空保安施設使用料収入,1162,1189,-27
防衛省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1788,1887,-99
防衛省,5,2,03,19,雑収入,納付金,雑納付金,独立行政法人駐留軍等労働者労務管理機構納付金,565597,0,565597
防衛省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,5149,3700,1449
防衛省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,379,577,-198
防衛省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,16261,16106,155
防衛省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1454299,2486681,-1032382
防衛省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,11486777,9248640,2238137
防衛省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2882901,2791312,91589
防衛省,5,3,11,05,雑収入,諸収入,物品売払収入,返還物品売払代,127516,119168,8348
防衛省,5,3,11,06,雑収入,諸収入,物品売払収入,残飯売払代,1257,1094,163
防衛省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,35681,30904,4777
防衛省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,28,23,5
防衛省,5,3,99,04,雑収入,諸収入,雑入,延滞金,10471,20933,-10462
防衛省,5,3,99,07,雑収入,諸収入,雑入,給食費受入,2338683,2370357,-31674
防衛省,5,3,99,99,雑収入,諸収入,雑入,雑収,286549,1604550,-1318001
