所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,平成23年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,国立国会図書館業務庁費,5813239,7040852,-1227613
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,図書館資料購入費,869516,942446,-72930
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,立法資料購入費,61054,61054,0
国会,国立国会図書館,021,13,012,2,12,3,09,国立国会図書館,科学技術関係資料費,1093299,1102935,-9636
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,特殊文書関係資料整備費,97796,97796,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,通信専用料,38373,45426,-7053
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,電子計算機等借料,1538037,1254100,283937
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,招へい外国人滞在費,4701,4802,-101
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,各所修繕,80327,84108,-3781
国会,国立国会図書館,021,95,199,2,13,3,09,国立国会図書館,自動車重量税,50,120,-70
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,国家公務員共済組合負担金,1134584,1173856,-39272
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,基礎年金国家公務員共済組合負担金,257319,238969,18350
国会,国立国会図書館,021,95,029,2,13,5,16,国立国会図書館,国有資産所在市町村交付金,4598,4598,0
国会,国立国会図書館,021,95,012,2,72,5,16,国立国会図書館,国際図書館連盟等拠出金,13767,19405,-5638
国会,国立国会図書館,021,95,012,2,12,9,17,国立国会図書館,交際費,640,640,0
国会,国立国会図書館,021,95,012,2,95,9,18,国立国会図書館,賠償償還及払戻金,44,44,0
国会,国立国会図書館,021,95,012,2,95,9,20,国立国会図書館,納入出版物代償金,390249,390249,0
国会,国立国会図書館,022,95,012,1,20,2,08,国立国会図書館施設費,施設施工旅費,709,1975,-1266
国会,国立国会図書館,022,95,012,1,20,3,09,国立国会図書館施設費,施設施工庁費,93051,146709,-53658
国会,国立国会図書館,022,95,012,1,20,4,15,国立国会図書館施設費,施設整備費,378636,1263439,-884803
国会,裁判官訴追委員会,031,95,012,2,11,1,02,裁判官訴追委員会,職員基本給,71657,71750,-93
国会,裁判官訴追委員会,031,95,012,2,11,1,03,裁判官訴追委員会,職員諸手当,32607,34016,-1409
国会,裁判官訴追委員会,031,95,012,2,11,1,04,裁判官訴追委員会,超過勤務手当,4472,5000,-528
国会,裁判官訴追委員会,031,95,012,2,11,1,05,裁判官訴追委員会,非常勤職員手当,5960,5986,-26
国会,裁判官訴追委員会,031,95,089,2,11,1,05,裁判官訴追委員会,子ども手当,850,650,200
国会,裁判官訴追委員会,031,95,089,2,11,1,05,裁判官訴追委員会,児童手当,0,50,-50
国会,裁判官訴追委員会,031,95,012,2,12,9,06,裁判官訴追委員会,諸謝金,15,15,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職務雑費,900,900,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職員旅費,863,934,-71
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,委員旅費,865,865,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,証人等旅費,315,315,0
国会,裁判官訴追委員会,031,95,012,2,12,3,09,裁判官訴追委員会,庁費,5893,6741,-848
国会,裁判官弾劾裁判所,041,95,012,2,11,1,02,裁判官弾劾裁判所,職員基本給,64863,66595,-1732
国会,裁判官弾劾裁判所,041,95,012,2,11,1,03,裁判官弾劾裁判所,職員諸手当,30687,33793,-3106
国会,裁判官弾劾裁判所,041,95,012,2,11,1,04,裁判官弾劾裁判所,超過勤務手当,2979,2994,-15
国会,裁判官弾劾裁判所,041,95,089,2,11,1,05,裁判官弾劾裁判所,子ども手当,1146,650,496
国会,裁判官弾劾裁判所,041,95,089,2,11,1,05,裁判官弾劾裁判所,児童手当,0,60,-60
国会,裁判官弾劾裁判所,041,95,012,2,12,9,06,裁判官弾劾裁判所,諸謝金,159,159,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職務雑費,900,900,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職員旅費,388,388,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,委員旅費,269,269,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,証人等旅費,42,42,0
国会,裁判官弾劾裁判所,041,95,012,2,12,3,09,裁判官弾劾裁判所,庁費,6000,6531,-531
国会,裁判官弾劾裁判所,041,95,199,2,13,3,09,裁判官弾劾裁判所,自動車重量税,30,0,30
裁判所,裁判所,001,95,014,2,11,1,02,最高裁判所,職員基本給,5227504,5187607,39897
裁判所,裁判所,001,95,014,2,11,1,03,最高裁判所,職員諸手当,2429480,2500543,-71063
裁判所,裁判所,001,95,014,2,11,1,04,最高裁判所,超過勤務手当,754279,754180,99
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,委員手当,16991,13013,3978
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,非常勤職員手当,8654,8654,0
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,休職者給与,352542,359484,-6942
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,短時間勤務職員給与,3269,3303,-34
裁判所,裁判所,001,95,014,2,15,1,05,最高裁判所,公務災害補償費,72568,74302,-1734
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,退職手当,17062433,18505131,-1442698
裁判所,裁判所,001,95,089,2,11,1,05,最高裁判所,子ども手当,88012,57733,30279
裁判所,裁判所,001,95,089,2,11,1,05,最高裁判所,児童手当,0,4410,-4410
裁判所,裁判所,001,95,014,2,11,9,06,最高裁判所,司法修習生手当,6545115,6904625,-359510
裁判所,裁判所,001,95,014,2,12,9,06,最高裁判所,諸謝金,298186,304136,-5950
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,職員旅費,715161,684429,30732
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国留学旅費,61216,65476,-4260
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,赴任旅費,540299,557208,-16909
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,委員等旅費,14971,12537,2434
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,司法修習生旅費,220249,248819,-28570
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国人招へい旅費,2113,3301,-1188
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,証人等旅費,12,15,-3
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,庁費,980013,981195,-1182
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,情報処理業務庁費,1280923,1356252,-75329
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判資料整備費,571814,574408,-2594
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,研修費,369557,383091,-13534
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国会図書館支部庁費,44543,44543,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判官等法服費,15263,14791,472
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,招へい外国人滞在費,1043,1003,40
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,各所修繕,853371,871029,-17658
裁判所,裁判所,001,95,199,2,13,3,09,最高裁判所,自動車重量税,635,710,-75
裁判所,裁判所,001,95,014,2,12,5,14,最高裁判所,司法修習生研修委託費,156034,132183,23851
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,国家公務員共済組合負担金,35176467,35870590,-694123
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,基礎年金国家公務員共済組合負担金,7764435,7151683,612752
裁判所,裁判所,001,95,029,2,13,5,16,最高裁判所,国有資産所在市町村交付金,262397,259916,2481
裁判所,裁判所,001,95,014,2,72,5,16,最高裁判所,国際裁判官連合分担金,252,281,-29
裁判所,裁判所,001,95,014,2,12,9,17,最高裁判所,交際費,2363,2730,-367
裁判所,裁判所,001,95,014,2,95,9,18,最高裁判所,賠償償還及払戻金,1969,1969,0
裁判所,裁判所,001,95,014,2,95,9,23,最高裁判所,修習資金貸与金,2406000,2685000,-279000
裁判所,裁判所,002,95,014,2,11,1,02,下級裁判所,職員基本給,124163048,122964050,1198998
裁判所,裁判所,002,95,014,2,11,1,03,下級裁判所,職員諸手当,55245755,56951376,-1705621
裁判所,裁判所,002,95,014,2,11,1,04,下級裁判所,超過勤務手当,3571587,3579394,-7807
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,委員手当,8712041,8805100,-93059
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,非常勤職員手当,110968,110968,0
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,短時間勤務職員給与,13583,13742,-159
裁判所,裁判所,002,95,089,2,11,1,05,下級裁判所,子ども手当,1564478,970892,593586
裁判所,裁判所,002,95,089,2,11,1,05,下級裁判所,児童手当,0,74170,-74170
裁判所,裁判所,002,95,014,2,12,9,06,下級裁判所,諸謝金,61314,61926,-612
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,職員旅費,227012,227048,-36
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,委員等旅費,549064,522412,26652
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,庁費,4303488,4548595,-245107
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,情報処理業務庁費,386516,312542,73974
裁判所,裁判所,002,95,014,2,20,3,09,下級裁判所,法廷等器具整備費,604559,432300,172259
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,土地建物借料,13606,13578,28
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,公共施設等維持管理運営費,354098,377528,-23430
裁判所,裁判所,002,95,199,2,13,3,09,下級裁判所,自動車重量税,6030,4595,1435
裁判所,裁判所,002,95,014,2,12,9,17,下級裁判所,交際費,2945,5120,-2175
裁判所,裁判所,003,95,014,2,11,1,05,検察審査費,委員手当,6994,19339,-12345
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,職員旅費,972,972,0
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,委員等旅費,268,777,-509
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,検察審査員旅費,284625,277043,7582
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,証人等旅費,138,138,0
裁判所,裁判所,003,95,014,2,12,3,09,検察審査費,庁費,66373,79514,-13141
裁判所,裁判所,004,95,014,2,12,9,06,裁判費,諸謝金,2209557,2140958,68599
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,裁判旅費,385158,385158,0
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,執行官旅費,43087,43164,-77
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,委員等旅費,3492276,3126163,366113
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,証人等旅費,155515,159415,-3900
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,裁判庁費,12429743,12412371,17372
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,特別送達料,864832,835370,29462
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,身柄拘束者食糧費,402,402,0
裁判所,裁判所,004,95,014,2,12,5,14,裁判費,少年補導委託費,152291,150900,1391
裁判所,裁判所,004,95,014,2,95,9,18,裁判費,賠償償還及払戻金,654537,597914,56623
裁判所,裁判所,004,95,014,2,95,9,19,裁判費,保証金,10000,10000,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,刑事補償金,310709,310709,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,少年補償金,10592,7857,2735
裁判所,裁判所,005,95,014,1,20,2,08,裁判所施設費,施設施工旅費,76891,75542,1349
裁判所,裁判所,005,95,014,1,20,3,09,裁判所施設費,施設施工庁費,599521,601949,-2428
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,施設整備費,13291685,13142028,149657
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,不動産購入費,777602,777602,0
裁判所,裁判所,010,95,014,2,95,9,99,裁判所予備経費,(裁判所予備経費),8000,8000,0
会計検査院,会計検査院,001,95,016,2,11,1,02,会計検査院,職員基本給,6408976,6453087,-44111
会計検査院,会計検査院,001,95,016,2,11,1,03,会計検査院,職員諸手当,3098106,3207924,-109818
会計検査院,会計検査院,001,95,016,2,11,1,04,会計検査院,超過勤務手当,1006793,1013025,-6232
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,委員手当,2195,2202,-7
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,非常勤職員手当,15456,18504,-3048
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,休職者給与,23992,20235,3757
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,国際機関等派遣職員給与,2970,5335,-2365
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,短時間勤務職員給与,176684,98584,78100
会計検査院,会計検査院,001,95,016,2,15,1,05,会計検査院,公務災害補償費,16864,17190,-326
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,退職手当,1243168,1670446,-427278
会計検査院,会計検査院,001,95,089,2,11,1,05,会計検査院,子ども手当,73086,55055,18031
会計検査院,会計検査院,001,95,089,2,11,1,05,会計検査院,児童手当,0,2825,-2825
会計検査院,会計検査院,001,95,016,2,12,9,06,会計検査院,諸謝金,9051,15126,-6075
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,職員旅費,39741,40002,-261
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,検査旅費,558934,542067,16867
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国留学旅費,7737,7528,209
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,赴任旅費,4887,5283,-396
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,委員等旅費,2655,4690,-2035
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国人招へい旅費,8344,8422,-78
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,庁費,238350,239907,-1557
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,研修所庁費,138629,138175,454
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査情報処理業務庁費,802560,834215,-31655
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,国会図書館支部庁費,1658,1658,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,通信専用料,31022,35759,-4737
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,電子計算機等借料,110093,124519,-14426
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,招へい外国人滞在費,987,987,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,各所修繕,26180,27433,-1253
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査活動費,254647,241520,13127
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,公共施設等維持管理運営費,435319,428102,7217
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,官民区分所有施設維持管理運営費,131058,156130,-25072
会計検査院,会計検査院,001,95,199,2,13,3,09,会計検査院,自動車重量税,255,168,87
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,国家公務員共済組合負担金,1699531,1729829,-30298
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,基礎年金国家公務員共済組合負担金,411897,376907,34990
会計検査院,会計検査院,001,95,029,2,13,5,16,会計検査院,国有資産所在市町村交付金,8825,8865,-40
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織分担金,3991,4330,-339
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織拠出金,4005,4230,-225
会計検査院,会計検査院,001,95,016,2,12,9,17,会計検査院,交際費,783,783,0
会計検査院,会計検査院,001,95,016,2,95,9,18,会計検査院,賠償償還及払戻金,10,10,0
会計検査院,会計検査院,002,95,016,1,20,2,08,会計検査院施設費,施設施工旅費,374,563,-189
会計検査院,会計検査院,002,95,016,1,20,3,09,会計検査院施設費,施設施工庁費,5561,18871,-13310
会計検査院,会計検査院,002,95,016,1,20,4,15,会計検査院施設費,施設整備費,44542,67127,-22585
内閣,内閣官房,001,95,016,2,11,1,02,内閣官房共通費,職員基本給,4177889,4711954,-534065
内閣,内閣官房,001,95,016,2,11,1,03,内閣官房共通費,職員諸手当,1945463,2171815,-226352
内閣,内閣官房,001,95,016,2,11,1,04,内閣官房共通費,超過勤務手当,688994,661428,27566
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,委員手当,19500,25883,-6383
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,非常勤職員手当,529534,531977,-2443
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,休職者給与,14152,5834,8318
