所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,令和6年度要求額,前年度予算額(千円),比較増△減額(千円)
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,赴任旅費,8872,8880,-8
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,委員等旅費,146113,130978,15135
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,外国人招へい旅費,4873,4873,0
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,庁費,2138743,3855506,-1716763
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,情報処理業務庁費,7262388,16732299,-9469911
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,総理大臣官邸業務庁費,2078836,2044776,34060
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,拉致問題対策庁費,597623,609688,-12065
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,電子計算機等借料,603528,609317,-5789
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,土地建物借料,482846,268494,214352
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,各所修繕,41299,25226,16073
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,拉致問題対策情報収集等活動費,600000,600000,0
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,国家安全保障政策活動費,120000,120000,0
内閣,内閣官房,001,95,016,2,12,3,09,内閣官房共通費,国際テロ情報収集等活動費,420000,420000,0
内閣,内閣官房,001,95,199,2,13,3,09,内閣官房共通費,自動車重量税,893,833,60
内閣,内閣官房,001,95,016,2,12,5,14,内閣官房共通費,重要政策基礎調査委託費,94080,1627125,-1533045
内閣,内閣官房,001,95,016,2,12,5,14,内閣官房共通費,情報調査委託費,757954,757954,0
内閣,内閣官房,001,95,016,2,12,5,14,内閣官房共通費,サイバーセキュリティ施策評価事務委託費,35231,474266,-439035
内閣,内閣官房,001,95,016,2,12,5,14,内閣官房共通費,サイバーセキュリティ協議会連絡調整事務委託費,56922,79643,-22721
内閣,内閣官房,001,13,016,2,12,5,14,内閣官房共通費,サイバーセキュリティ研究開発推進委託費,1000000,0,1000000
内閣,内閣官房,001,95,016,2,11,5,16,内閣官房共通費,国家公務員共済組合負担金,2275750,1980512,295238
内閣,内閣官房,001,95,016,2,11,5,16,内閣官房共通費,基礎年金等国家公務員共済組合負担金,519338,500973,18365
内閣,内閣官房,001,95,016,2,11,5,16,内閣官房共通費,育児休業手当金国家公務員共済組合負担金,1647,199,1448
内閣,内閣官房,001,95,016,2,12,9,17,内閣官房共通費,交際費,11841,11841,0
内閣,内閣官房,001,95,016,2,95,9,18,内閣官房共通費,賠償償還及払戻金,200,200,0
内閣,内閣官房,002,95,016,1,20,2,08,内閣官房施設費,施設施工旅費,220,220,0
内閣,内閣官房,002,95,016,1,20,3,09,内閣官房施設費,施設施工庁費,31100,50900,-19800
内閣,内閣官房,002,95,016,1,20,4,15,内閣官房施設費,施設整備費,1587419,1857051,-269632
内閣,内閣官房,003,95,016,2,12,9,06,情報収集衛星業務費,諸謝金,114724,113554,1170
内閣,内閣官房,003,95,016,2,12,2,08,情報収集衛星業務費,職員旅費,70995,73075,-2080
内閣,内閣官房,003,95,016,2,12,2,08,情報収集衛星業務費,外国留学旅費,3246,516,2730
内閣,内閣官房,003,95,016,2,12,2,08,情報収集衛星業務費,委員等旅費,273,332,-59
内閣,内閣官房,003,95,016,2,12,3,09,情報収集衛星業務費,情報収集衛星業務庁費,19126062,9651728,9474334
内閣,内閣官房,003,13,016,2,12,3,09,情報収集衛星業務費,情報収集衛星研究開発調査費,65296,0,65296
内閣,内閣官房,003,95,016,2,12,3,09,情報収集衛星業務費,通信専用料,1352674,1352674,0
内閣,内閣官房,003,95,016,2,12,3,09,情報収集衛星業務費,土地建物借料,23700,23700,0
内閣,内閣官房,003,95,016,2,12,3,09,情報収集衛星業務費,各所修繕,27460,22605,4855
内閣,内閣官房,003,95,199,2,13,3,09,情報収集衛星業務費,自動車重量税,80,120,-40
内閣,内閣官房,003,95,016,2,12,5,14,情報収集衛星業務費,情報収集衛星システム開発等委託費,38758818,77616793,-38857975
内閣,内閣官房,003,13,016,2,12,5,14,情報収集衛星業務費,情報収集衛星システム研究開発委託費,1659298,0,1659298
内閣,内閣官房,004,95,016,1,20,2,08,情報収集衛星施設費,施設施工旅費,3432,3432,0
内閣,内閣官房,004,95,016,1,20,3,09,情報収集衛星施設費,施設施工庁費,48307,195338,-147031
内閣,内閣官房,004,95,016,1,20,4,15,情報収集衛星施設費,施設整備費,995458,952920,42538
内閣,内閣法制局,011,95,016,2,11,1,02,内閣法制局,職員基本給,521572,493570,28002
内閣,内閣法制局,011,95,016,2,11,1,03,内閣法制局,職員諸手当,294309,278374,15935
内閣,内閣法制局,011,95,016,2,11,1,04,内閣法制局,超過勤務手当,75191,72212,2979
内閣,内閣法制局,011,95,089,2,11,1,05,内閣法制局,児童手当,5880,2875,3005
内閣,内閣法制局,011,95,016,2,11,1,05,内閣法制局,短時間勤務職員給与,0,3707,-3707
内閣,内閣法制局,011,95,016,2,12,9,06,内閣法制局,諸謝金,1602,1602,0
内閣,内閣法制局,011,95,016,2,12,2,08,内閣法制局,職員旅費,2174,2173,1
内閣,内閣法制局,011,95,016,2,12,3,09,内閣法制局,庁費,137597,133946,3651
内閣,内閣法制局,011,95,016,2,12,3,09,内閣法制局,国会図書館支部庁費,1479,1479,0
内閣,内閣法制局,011,95,016,2,12,3,09,内閣法制局,情報処理業務庁費,22478,26088,-3610
内閣,内閣法制局,011,95,016,2,12,3,09,内閣法制局,各所修繕,3059,3444,-385
内閣,内閣法制局,011,95,199,2,13,3,09,内閣法制局,自動車重量税,137,127,10
内閣,内閣法制局,011,95,016,2,12,9,17,内閣法制局,交際費,300,300,0
内閣,人事院,021,95,016,2,11,1,02,人事院,職員基本給,3220092,3151730,68362
内閣,人事院,021,95,016,2,11,1,03,人事院,職員諸手当,1737840,1694405,43435
内閣,人事院,021,95,016,2,11,1,04,人事院,超過勤務手当,276859,279904,-3045
内閣,人事院,021,95,016,2,11,1,05,人事院,委員手当,2487,2303,184
内閣,人事院,021,95,016,2,11,1,05,人事院,休職者給与,13788,13664,124
内閣,人事院,021,95,016,2,11,1,05,人事院,短時間勤務職員給与,84189,38619,45570
内閣,人事院,021,95,016,2,15,1,05,人事院,公務災害補償費,909,899,10
内閣,人事院,021,95,016,2,11,1,05,人事院,退職手当,561526,526123,35403
内閣,人事院,021,95,089,2,11,1,05,人事院,児童手当,29475,22670,6805
内閣,人事院,021,95,016,2,11,1,05,人事院,非常勤職員手当,0,7227,-7227
内閣,人事院,021,95,016,2,12,9,06,人事院,諸謝金,92507,90971,1536
内閣,人事院,021,95,016,2,12,2,08,人事院,職員旅費,146073,150705,-4632
内閣,人事院,021,95,016,2,12,2,08,人事院,外国留学旅費,129595,130213,-618
内閣,人事院,021,95,016,2,12,2,08,人事院,赴任旅費,13101,12289,812
内閣,人事院,021,95,016,2,12,2,08,人事院,講師等旅費,7857,7624,233
内閣,人事院,021,95,016,2,12,2,08,人事院,外国人招へい旅費,8833,4989,3844
内閣,人事院,021,95,016,2,12,2,08,人事院,証人等旅費,74,70,4
内閣,人事院,021,95,016,2,12,3,09,人事院,庁費,627120,752261,-125141
内閣,人事院,021,95,016,2,12,3,09,人事院,国会図書館支部庁費,1866,1866,0
内閣,人事院,021,95,016,2,20,3,09,人事院,施設施工庁費,2059,0,2059
内閣,人事院,021,95,016,2,12,3,09,人事院,情報処理業務庁費,17721,17316,405
内閣,人事院,021,95,016,2,12,3,09,人事院,研修所庁費,174304,167311,6993
内閣,人事院,021,95,016,2,12,3,09,人事院,任用試験費,542270,646421,-104151
内閣,人事院,021,95,016,2,12,3,09,人事院,招へい外国人滞在費,2494,1570,924
内閣,人事院,021,95,016,2,12,3,09,人事院,各所修繕,34791,31460,3331
内閣,人事院,021,95,199,2,13,3,09,人事院,自動車重量税,236,85,151
内閣,人事院,021,95,016,2,20,4,15,人事院,施設整備費,13286,55325,-42039
内閣,人事院,021,95,016,2,11,5,16,人事院,国家公務員共済組合負担金,823018,808834,14184
内閣,人事院,021,95,016,2,11,5,16,人事院,基礎年金等国家公務員共済組合負担金,203592,206710,-3118
内閣,人事院,021,95,016,2,11,5,16,人事院,育児休業手当金国家公務員共済組合負担金,1978,150,1828
内閣,人事院,021,95,029,2,13,5,16,人事院,国有資産所在市町村交付金,13569,13612,-43
内閣,人事院,021,95,016,2,72,5,16,人事院,国際人事管理機関連合会分担金,0,69,-69
内閣,人事院,021,95,016,2,12,9,17,人事院,交際費,485,485,0
内閣,人事院,021,95,016,2,95,9,18,人事院,賠償償還及払戻金,20,20,0
内閣府,内閣本府,001,95,016,2,11,1,02,内閣本府共通費,職員基本給,6755078,6435435,319643
内閣府,内閣本府,001,95,016,2,11,1,03,内閣本府共通費,職員諸手当,3623601,3410681,212920
内閣府,内閣本府,001,95,016,2,11,1,04,内閣本府共通費,超過勤務手当,1384998,1285907,99091
内閣府,内閣本府,001,95,016,2,11,1,05,内閣本府共通費,委員手当,183614,180133,3481
内閣府,内閣本府,001,95,016,2,11,1,05,内閣本府共通費,非常勤職員手当,711468,654835,56633
内閣府,内閣本府,001,95,016,2,11,1,05,内閣本府共通費,休職者給与,147908,125280,22628
内閣府,内閣本府,001,95,016,2,11,1,05,内閣本府共通費,国際機関等派遣職員給与,23474,9877,13597
内閣府,内閣本府,001,95,016,2,11,1,05,内閣本府共通費,短時間勤務職員給与,320809,244080,76729
内閣府,内閣本府,001,95,016,2,15,1,05,内閣本府共通費,公務災害補償費,43970,39804,4166
内閣府,内閣本府,001,95,016,2,11,1,05,内閣本府共通費,退職手当,1879653,1970901,-91248
内閣府,内閣本府,001,95,089,2,11,1,05,内閣本府共通費,児童手当,66480,53885,12595
内閣府,内閣本府,001,95,016,2,12,9,06,内閣本府共通費,諸謝金,135430,108710,26720
内閣府,内閣本府,001,95,016,2,95,9,06,内閣本府共通費,みどりの学術賞賞金,2000,2000,0
内閣府,内閣本府,001,95,016,2,95,9,06,内閣本府共通費,褒賞金,15000,15000,0
内閣府,内閣本府,001,95,199,2,60,9,06,内閣本府共通費,拉致被害者等給付金及滞在援助金,321395,308271,13124
内閣府,内閣本府,001,95,016,2,12,2,08,内閣本府共通費,職員旅費,235745,234256,1489
内閣府,内閣本府,001,95,059,2,12,2,08,内閣本府共通費,災害検査旅費,327,327,0
内閣府,内閣本府,001,95,016,2,12,2,08,内閣本府共通費,外国留学旅費,33052,39606,-6554
内閣府,内閣本府,001,95,016,2,12,2,08,内閣本府共通費,赴任旅費,34736,34892,-156
内閣府,内閣本府,001,95,016,2,12,2,08,内閣本府共通費,委員等旅費,122757,131326,-8569
内閣府,内閣本府,001,95,016,2,12,2,08,内閣本府共通費,外国人招へい旅費,9414,8790,624
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,庁費,3024292,2951841,72451
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,国会図書館支部庁費,2720,2720,0
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,情報処理業務庁費,649280,712941,-63661
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,消費者政策業務庁費,45536,45837,-301
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,移転費,56469,35751,20718
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,土地建物借料,577425,575425,2000
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,各所修繕,103403,126342,-22939
内閣府,内閣本府,001,95,016,2,12,3,09,内閣本府共通費,公共施設等維持管理運営費,1443135,1092805,350330
内閣府,内閣本府,001,95,199,2,13,3,09,内閣本府共通費,自動車重量税,1025,910,115
内閣府,内閣本府,001,95,016,2,12,5,14,内閣本府共通費,拉致被害者等生活相談等事務委託費,94770,94770,0
内閣府,内閣本府,001,95,016,2,11,5,16,内閣本府共通費,国家公務員共済組合負担金,4276529,3976316,300213
内閣府,内閣本府,001,95,016,2,11,5,16,内閣本府共通費,基礎年金等国家公務員共済組合負担金,1081303,1067152,14151
内閣府,内閣本府,001,95,016,2,11,5,16,内閣本府共通費,育児休業手当金国家公務員共済組合負担金,12346,939,11407
内閣府,内閣本府,001,95,029,2,13,5,16,内閣本府共通費,国有資産所在市町村交付金,64383,59137,5246
内閣府,内閣本府,001,95,016,2,72,5,16,内閣本府共通費,政府開発援助世界保健機関拠出金,24593,47794,-23201
内閣府,内閣本府,001,95,016,2,12,9,17,内閣本府共通費,交際費,8666,8666,0
内閣府,内閣本府,001,95,016,2,95,9,18,内閣本府共通費,賠償償還及払戻金,1130,1130,0
内閣府,内閣本府,002,95,016,1,20,2,08,内閣本府施設費,施設施工旅費,3186,4036,-850
内閣府,内閣本府,002,95,016,1,20,3,09,内閣本府施設費,施設施工庁費,450654,238845,211809
内閣府,内閣本府,002,95,016,1,20,4,15,内閣本府施設費,施設整備費,4881976,3322394,1559582
内閣府,内閣本府,003,95,016,2,12,9,06,公文書等管理政策費,諸謝金,46705,53547,-6842
内閣府,内閣本府,003,95,016,2,12,2,08,公文書等管理政策費,職員旅費,13773,13776,-3
内閣府,内閣本府,003,95,016,2,12,2,08,公文書等管理政策費,委員等旅費,1430,1430,0
内閣府,内閣本府,003,95,016,2,12,3,09,公文書等管理政策費,庁費,15966,16190,-224
内閣府,内閣本府,003,95,016,2,30,5,16,公文書等管理政策費,公文書等管理機能強化促進補助金,30000,0,30000
内閣府,内閣本府,004,95,191,2,30,5,16,独立行政法人国立公文書館運営費,独立行政法人国立公文書館運営費交付金,2572379,2683083,-110704
内閣府,内閣本府,005,95,016,2,11,1,05,政府広報費,非常勤職員手当,9853,7555,2298
内閣府,内閣本府,005,95,016,2,12,9,06,政府広報費,諸謝金,10805,11040,-235
内閣府,内閣本府,005,95,016,2,12,2,08,政府広報費,職員旅費,7389,7387,2
内閣府,内閣本府,005,95,016,2,12,3,09,政府広報費,啓発広報費,7369992,10475330,-3105338
内閣府,内閣本府,005,95,016,2,72,5,16,政府広報費,国際機関等拠出金,500712,552146,-51434
内閣府,内閣本府,050,95,016,2,12,9,06,アイヌ政策推進費,諸謝金,767,1074,-307
内閣府,内閣本府,050,95,016,2,12,2,08,アイヌ政策推進費,職員旅費,1572,1539,33
内閣府,内閣本府,050,95,199,2,81,5,16,アイヌ政策推進費,アイヌ政策推進交付金,2000000,2000000,0
内閣府,内閣本府,007,95,016,2,11,1,05,経済財政政策費,非常勤職員手当,10231,12334,-2103
内閣府,内閣本府,007,95,016,2,12,9,06,経済財政政策費,諸謝金,7356,7972,-616
内閣府,内閣本府,007,95,016,2,12,2,08,経済財政政策費,職員旅費,55157,55880,-723
内閣府,内閣本府,007,95,016,2,12,2,08,経済財政政策費,委員等旅費,9748,11960,-2212
内閣府,内閣本府,007,95,016,2,12,3,09,経済財政政策費,庁費,32476,31992,484
内閣府,内閣本府,007,95,016,2,12,3,09,経済財政政策費,情報処理業務庁費,57236,51389,5847
内閣府,内閣本府,007,95,016,2,12,3,09,経済財政政策費,経済財政政策運営調査費,13005,14583,-1578
内閣府,内閣本府,007,95,016,2,12,3,09,経済財政政策費,経済新生政策調査費,100764,126608,-25844
内閣府,内閣本府,007,95,016,2,12,3,09,経済財政政策費,民間資金等活用事業調査費,150909,148275,2634
内閣府,内閣本府,007,95,016,2,12,3,09,経済財政政策費,市民活動促進等調査費,25117,26004,-887
内閣府,内閣本府,007,95,016,2,12,3,09,経済財政政策費,景気動向調査費,173662,277960,-104298
内閣府,内閣本府,007,95,016,2,81,5,16,経済財政政策費,民間資金等活用事業調査費補助金,0,204600,-204600
内閣府,内閣本府,007,95,016,2,81,5,16,経済財政政策費,成果連動型民間委託契約方式推進交付金,22833,26000,-3167
内閣府,内閣本府,007,95,016,2,81,5,16,経済財政政策費,地域就職氷河期世代支援加速化交付金,0,2400000,-2400000
内閣府,内閣本府,007,95,016,2,72,5,16,経済財政政策費,経済協力開発機構拠出金,108631,74648,33983
内閣府,内閣本府,009,95,016,2,11,1,05,地方創生支援費,非常勤職員手当,46656,43161,3495
内閣府,内閣本府,009,95,016,2,12,9,06,地方創生支援費,諸謝金,5269,5263,6
内閣府,内閣本府,009,95,016,2,12,2,08,地方創生支援費,職員旅費,8758,4067,4691
