所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,令和6年度要求額,前年度予算額(千円),比較増△減額(千円)
皇室費,皇室費,001,95,011,2,12,9,99,内廷費,(内廷費),324000,324000,0
皇室費,皇室費,002,95,011,2,12,9,06,宮廷費,諸謝金,30113,28763,1350
皇室費,皇室費,002,95,011,2,95,9,07,宮廷費,報償費,298145,298824,-679
皇室費,皇室費,002,95,011,2,12,3,09,宮廷費,宮廷庁費,2205636,2205636,0
皇室費,皇室費,002,95,011,2,20,3,09,宮廷費,施設施工庁費,75307,26687,48620
皇室費,皇室費,002,95,011,2,12,3,09,宮廷費,各所修繕,1436995,1349833,87162
皇室費,皇室費,002,95,011,2,12,3,09,宮廷費,招宴費,96649,88345,8304
皇室費,皇室費,002,95,199,2,13,3,09,宮廷費,自動車重量税,1672,1379,293
皇室費,皇室費,002,95,011,2,12,3,09,宮廷費,情報処理業務庁費,0,29800,-29800
皇室費,皇室費,002,95,011,2,20,4,15,宮廷費,施設整備費,5365206,2050508,3314698
皇室費,皇室費,002,95,011,2,12,9,17,宮廷費,交際費,44088,44088,0
皇室費,皇室費,003,95,011,2,12,9,99,皇族費,(皇族費),263724,260165,3559
国会,衆議院,001,95,012,2,11,1,01,衆議院,議員歳費,10206691,10187275,19416
国会,衆議院,001,95,012,2,11,1,02,衆議院,職員基本給,8846384,8786746,59638
国会,衆議院,001,95,012,2,11,1,03,衆議院,職員諸手当,4604120,4571658,32462
国会,衆議院,001,95,012,2,11,1,04,衆議院,超過勤務手当,1374779,1365831,8948
国会,衆議院,001,95,012,2,11,1,05,衆議院,議員秘書手当,12522203,12085699,436504
国会,衆議院,001,95,012,2,11,1,05,衆議院,非常勤職員手当,291197,279574,11623
国会,衆議院,001,95,012,2,11,1,05,衆議院,休職者給与,67767,41862,25905
国会,衆議院,001,95,012,2,11,1,05,衆議院,短時間勤務職員給与,148956,108114,40842
国会,衆議院,001,95,012,2,15,1,05,衆議院,公務災害補償費,12871,12323,548
国会,衆議院,001,95,012,2,11,1,05,衆議院,退職手当,1484014,1189950,294064
国会,衆議院,001,95,012,2,11,1,05,衆議院,議員秘書退職手当,416888,330324,86564
国会,衆議院,001,95,012,2,15,1,05,衆議院,弔慰金,41408,41408,0
国会,衆議院,001,95,089,2,11,1,05,衆議院,児童手当,79640,70115,9525
国会,衆議院,001,95,012,2,12,9,06,衆議院,諸謝金,6327,6327,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,議員旅費,316429,316429,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,議員調査研究広報滞在費,5580000,5580000,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,議会雑費,4500,17784,-13284
国会,衆議院,001,95,012,2,12,2,08,衆議院,職員旅費,147070,147070,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,赴任旅費,2437,2437,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,委員等旅費,2517,2517,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,証人等旅費,9494,9494,0
国会,衆議院,001,95,012,2,12,3,09,衆議院,庁費,1001790,1044929,-43139
国会,衆議院,001,95,012,2,12,3,09,衆議院,情報処理業務庁費,2139078,2356672,-217594
国会,衆議院,001,95,012,2,12,3,09,衆議院,議員会館管理等運営庁費,3771842,3840914,-69072
国会,衆議院,001,95,012,2,12,3,09,衆議院,議員特殊乗車券等購入費,972714,941887,30827
国会,衆議院,001,95,012,2,12,3,09,衆議院,国会活動啓発費,23026,23026,0
国会,衆議院,001,95,012,2,12,3,09,衆議院,議案類印刷費,354208,370788,-16580
国会,衆議院,001,95,012,2,12,3,09,衆議院,招へい外国人滞在費,73594,73594,0
国会,衆議院,001,95,012,2,12,3,09,衆議院,各所修繕,76640,76640,0
国会,衆議院,001,95,012,2,12,3,09,衆議院,国政調査活動費,358027,359347,-1320
国会,衆議院,001,95,012,2,12,3,09,衆議院,公共施設等維持管理運営費,3747604,3411851,335753
国会,衆議院,001,95,199,2,13,3,09,衆議院,自動車重量税,1822,1696,126
国会,衆議院,001,95,012,2,12,3,09,衆議院,主要国首脳会議開催業務庁費,0,47435,-47435
国会,衆議院,001,95,012,2,12,3,11,衆議院,立法事務費,3627000,3627000,0
国会,衆議院,001,95,012,2,11,5,16,衆議院,国家公務員共済組合負担金,2147242,2163701,-16459
国会,衆議院,001,95,012,2,11,5,16,衆議院,基礎年金等国家公務員共済組合負担金,589007,588599,408
国会,衆議院,001,95,012,2,11,5,16,衆議院,育児休業手当金国家公務員共済組合負担金,4523,345,4178
国会,衆議院,001,95,029,2,13,5,16,衆議院,国有資産所在市町村交付金,574605,511717,62888
国会,衆議院,001,95,012,2,72,5,16,衆議院,列国議会同盟分担金,150308,134655,15653
国会,衆議院,001,95,012,2,12,9,17,衆議院,交際費,59138,59138,0
国会,衆議院,001,95,012,2,95,9,18,衆議院,賠償償還及払戻金,2467,2467,0
国会,衆議院,002,95,012,1,20,2,08,衆議院施設費,施設施工旅費,694,694,0
国会,衆議院,002,95,012,1,20,3,09,衆議院施設費,施設施工庁費,130260,97023,33237
国会,衆議院,002,95,012,1,20,4,15,衆議院施設費,施設整備費,1409271,1573388,-164117
国会,衆議院,002,95,012,1,20,4,15,衆議院施設費,不動産購入費,630704,618988,11716
国会,衆議院,009,95,012,2,95,9,99,衆議院予備経費,(国会予備経費),7000,7000,0
国会,参議院,011,95,012,2,11,1,01,参議院,議員歳費,5452781,5423199,29582
国会,参議院,011,95,012,2,11,1,02,参議院,職員基本給,6561257,6564908,-3651
国会,参議院,011,95,012,2,11,1,03,参議院,職員諸手当,3419292,3428324,-9032
国会,参議院,011,95,012,2,11,1,04,参議院,超過勤務手当,987601,997251,-9650
国会,参議院,011,95,012,2,11,1,05,参議院,議員秘書手当,6710621,6443365,267256
国会,参議院,011,95,012,2,11,1,05,参議院,非常勤職員手当,205588,191654,13934
国会,参議院,011,95,012,2,11,1,05,参議院,休職者給与,50998,43822,7176
国会,参議院,011,95,012,2,11,1,05,参議院,短時間勤務職員給与,89126,60854,28272
国会,参議院,011,95,012,2,15,1,05,参議院,公務災害補償費,7953,2848,5105
国会,参議院,011,95,012,2,11,1,05,参議院,退職手当,1160535,963197,197338
国会,参議院,011,95,012,2,11,1,05,参議院,議員秘書退職手当,204165,208441,-4276
国会,参議院,011,95,012,2,15,1,05,参議院,弔慰金,41408,41408,0
国会,参議院,011,95,089,2,11,1,05,参議院,児童手当,60095,46925,13170
国会,参議院,011,95,012,2,12,9,06,参議院,諸謝金,4517,4517,0
国会,参議院,011,95,012,2,12,2,08,参議院,議員旅費,162619,162619,0
国会,参議院,011,95,012,2,12,2,08,参議院,議員調査研究広報滞在費,2976000,2976000,0
国会,参議院,011,95,012,2,12,2,08,参議院,議会雑費,4500,18768,-14268
国会,参議院,011,95,012,2,12,2,08,参議院,職員旅費,87744,87744,0
国会,参議院,011,95,012,2,12,2,08,参議院,赴任旅費,2133,2133,0
国会,参議院,011,95,012,2,12,2,08,参議院,証人等旅費,10779,10779,0
国会,参議院,011,95,012,2,12,3,09,参議院,庁費,563662,636036,-72374
国会,参議院,011,95,012,2,12,3,09,参議院,情報処理業務庁費,1297078,1233501,63577
国会,参議院,011,95,012,2,12,3,09,参議院,議員会館管理等運営庁費,2899745,2888168,11577
国会,参議院,011,95,012,2,12,3,09,参議院,議員特殊乗車券等購入費,489238,479698,9540
国会,参議院,011,95,012,2,12,3,09,参議院,国会活動啓発費,18850,18850,0
国会,参議院,011,95,012,2,12,3,09,参議院,議案類印刷費,173872,197570,-23698
国会,参議院,011,95,012,2,12,3,09,参議院,招へい外国人滞在費,50870,50870,0
国会,参議院,011,95,012,2,12,3,09,参議院,各所修繕,62767,62767,0
国会,参議院,011,95,012,2,12,3,09,参議院,国政調査活動費,186140,186140,0
国会,参議院,011,95,012,2,12,3,09,参議院,公共施設等維持管理運営費,1965990,1893900,72090
国会,参議院,011,95,199,2,13,3,09,参議院,自動車重量税,934,922,12
国会,参議院,011,95,012,2,12,3,11,参議院,立法事務費,1934400,1934400,0
国会,参議院,011,95,012,2,11,5,16,参議院,国家公務員共済組合負担金,1612737,1588883,23854
国会,参議院,011,95,012,2,11,5,16,参議院,基礎年金等国家公務員共済組合負担金,434792,437540,-2748
国会,参議院,011,95,012,2,11,5,16,参議院,育児休業手当金国家公務員共済組合負担金,5143,262,4881
国会,参議院,011,95,029,2,13,5,16,参議院,国有資産所在市町村交付金,451251,454400,-3149
国会,参議院,011,95,012,2,12,9,17,参議院,交際費,31017,31017,0
国会,参議院,011,95,012,2,95,9,18,参議院,賠償償還及払戻金,2360,2360,0
国会,参議院,012,95,012,1,20,2,08,参議院施設費,施設施工旅費,875,875,0
国会,参議院,012,95,012,1,20,3,09,参議院施設費,施設施工庁費,57594,63434,-5840
国会,参議院,012,95,012,1,20,4,15,参議院施設費,施設整備費,1060631,1054262,6369
国会,参議院,019,95,012,2,95,9,99,参議院予備経費,(国会予備経費),5000,5000,0
国会,国立国会図書館,021,95,012,2,11,1,02,国立国会図書館,職員基本給,4818953,4792217,26736
国会,国立国会図書館,021,95,012,2,11,1,03,国立国会図書館,職員諸手当,2611639,2620044,-8405
国会,国立国会図書館,021,95,012,2,11,1,04,国立国会図書館,超過勤務手当,399280,400563,-1283
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,非常勤職員手当,248780,223284,25496
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,休職者給与,43331,21782,21549
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,国際機関等派遣職員給与,6317,0,6317
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,短時間勤務職員給与,64834,38979,25855
国会,国立国会図書館,021,95,012,2,15,1,05,国立国会図書館,公務災害補償費,4656,1960,2696
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,退職手当,681064,603192,77872
国会,国立国会図書館,021,95,089,2,11,1,05,国立国会図書館,児童手当,25600,23260,2340
国会,国立国会図書館,021,95,012,2,12,9,06,国立国会図書館,諸謝金,21350,21350,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,職員旅費,57692,57692,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,赴任旅費,9400,9400,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,委員等旅費,3186,3186,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,外国人招へい旅費,4921,4921,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,庁費,61162,61162,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,国立国会図書館業務庁費,4845586,9781808,-4936222
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,図書館資料購入費,720667,720667,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,立法資料購入費,63904,63904,0
国会,国立国会図書館,021,13,012,2,12,3,09,国立国会図書館,科学技術関係資料費,1090292,1090292,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,特殊文書関係資料整備費,68783,68783,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,電子計算機等借料,1418535,1530878,-112343
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,招へい外国人滞在費,4557,4557,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,各所修繕,82683,80963,1720
国会,国立国会図書館,021,95,199,2,13,3,09,国立国会図書館,自動車重量税,142,62,80
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,国家公務員共済組合負担金,1119227,1132621,-13394
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,基礎年金等国家公務員共済組合負担金,305972,303067,2905
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,育児休業手当金国家公務員共済組合負担金,3650,415,3235
国会,国立国会図書館,021,95,029,2,13,5,16,国立国会図書館,国有資産所在市町村交付金,2777,2816,-39
国会,国立国会図書館,021,95,012,2,72,5,16,国立国会図書館,国際図書館連盟等拠出金,9981,9213,768
国会,国立国会図書館,021,95,012,2,12,9,17,国立国会図書館,交際費,651,651,0
国会,国立国会図書館,021,95,012,2,95,9,18,国立国会図書館,賠償償還及払戻金,44,44,0
国会,国立国会図書館,021,95,012,2,95,9,20,国立国会図書館,納入出版物代償金,347570,397476,-49906
国会,国立国会図書館,022,95,012,1,20,3,09,国立国会図書館施設費,施設施工庁費,101938,88026,13912
国会,国立国会図書館,022,95,012,1,20,4,15,国立国会図書館施設費,施設整備費,951465,1154320,-202855
国会,裁判官訴追委員会,031,95,012,2,11,1,02,裁判官訴追委員会,職員基本給,75964,69871,6093
国会,裁判官訴追委員会,031,95,012,2,11,1,03,裁判官訴追委員会,職員諸手当,38770,34441,4329
国会,裁判官訴追委員会,031,95,012,2,11,1,04,裁判官訴追委員会,超過勤務手当,4497,4712,-215
国会,裁判官訴追委員会,031,95,012,2,11,1,05,裁判官訴追委員会,非常勤職員手当,9441,8841,600
国会,裁判官訴追委員会,031,95,089,2,11,1,05,裁判官訴追委員会,児童手当,1700,610,1090
国会,裁判官訴追委員会,031,95,012,2,12,9,06,裁判官訴追委員会,諸謝金,100,100,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職員旅費,904,904,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,委員旅費,907,907,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,証人等旅費,330,330,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職務雑費,0,492,-492
国会,裁判官訴追委員会,031,95,012,2,12,3,09,裁判官訴追委員会,庁費,4739,4739,0
国会,裁判官弾劾裁判所,041,95,012,2,11,1,02,裁判官弾劾裁判所,職員基本給,68350,64291,4059
国会,裁判官弾劾裁判所,041,95,012,2,11,1,03,裁判官弾劾裁判所,職員諸手当,38288,35270,3018
国会,裁判官弾劾裁判所,041,95,012,2,11,1,04,裁判官弾劾裁判所,超過勤務手当,2862,3198,-336
国会,裁判官弾劾裁判所,041,95,089,2,11,1,05,裁判官弾劾裁判所,児童手当,780,50,730
国会,裁判官弾劾裁判所,041,95,012,2,12,9,06,裁判官弾劾裁判所,諸謝金,74,74,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職員旅費,219,219,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,委員旅費,281,281,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,証人等旅費,317,317,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職務雑費,0,498,-498
国会,裁判官弾劾裁判所,041,95,012,2,12,3,09,裁判官弾劾裁判所,庁費,5380,6702,-1322
国会,裁判官弾劾裁判所,041,95,199,2,13,3,09,裁判官弾劾裁判所,自動車重量税,20,20,0
裁判所,裁判所,001,95,014,2,11,1,02,最高裁判所,職員基本給,5815604,5514473,301131
裁判所,裁判所,001,95,014,2,11,1,03,最高裁判所,職員諸手当,3064510,2930970,133540
裁判所,裁判所,001,95,014,2,11,1,04,最高裁判所,超過勤務手当,730896,674540,56356
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,委員手当,14937,14858,79
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,非常勤職員手当,64513,47695,16818
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,休職者給与,749423,631596,117827
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,短時間勤務職員給与,1893,0,1893
裁判所,裁判所,001,95,014,2,15,1,05,最高裁判所,公務災害補償費,94173,111945,-17772
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,退職手当,20825972,15755678,5070294
裁判所,裁判所,001,95,089,2,11,1,05,最高裁判所,児童手当,997490,881335,116155
裁判所,裁判所,001,95,014,2,12,9,06,最高裁判所,諸謝金,235850,214802,21048
裁判所,裁判所,001,95,014,2,71,9,06,最高裁判所,修習給付金,3847482,2393879,1453603
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,職員旅費,579434,568465,10969
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国留学旅費,49611,59101,-9490
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,赴任旅費,602671,602671,0
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,委員等旅費,13022,11192,1830
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,司法修習生旅費,128439,91950,36489
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国人招へい旅費,3452,2731,721
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,証人等旅費,12,12,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,庁費,1497678,1256430,241248
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国会図書館支部庁費,46665,46665,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,情報処理業務庁費,2437123,2502541,-65418
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国有財産管理処分庁費,19580,0,19580
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,研修費,413000,422302,-9302
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判資料整備費,475114,486763,-11649
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判官等法服費,10838,6772,4066
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,招へい外国人滞在費,2394,1997,397
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,各所修繕,1265812,1170521,95291
裁判所,裁判所,001,95,199,2,13,3,09,最高裁判所,自動車重量税,791,361,430
裁判所,裁判所,001,95,014,2,12,5,14,最高裁判所,司法修習生研修委託費,117798,75827,41971
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,国家公務員共済組合負担金,31459890,30751923,707967
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,基礎年金等国家公務員共済組合負担金,8093360,8145935,-52575
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,育児休業手当金国家公務員共済組合負担金,99418,12362,87056
裁判所,裁判所,001,95,029,2,13,5,16,最高裁判所,国有資産所在市町村交付金,173462,177621,-4159
裁判所,裁判所,001,95,014,2,72,5,16,最高裁判所,国際裁判官連合分担金,481,459,22
裁判所,裁判所,001,95,014,2,12,9,17,最高裁判所,交際費,1960,2114,-154
裁判所,裁判所,001,95,014,2,95,9,18,最高裁判所,賠償償還及払戻金,6076,52650,-46574
裁判所,裁判所,001,95,014,2,95,9,23,最高裁判所,修習資金貸与金,1226925,803925,423000
裁判所,裁判所,002,95,014,2,11,1,02,下級裁判所,職員基本給,126267251,124910168,1357083
裁判所,裁判所,002,95,014,2,11,1,03,下級裁判所,職員諸手当,62675654,62309474,366180
裁判所,裁判所,002,95,014,2,11,1,04,下級裁判所,超過勤務手当,3131809,3024349,107460
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,委員手当,6744347,6749527,-5180
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,非常勤職員手当,169229,140897,28332
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,短時間勤務職員給与,148338,0,148338
裁判所,裁判所,002,95,014,2,12,9,06,下級裁判所,諸謝金,60665,60736,-71
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,職員旅費,221973,251060,-29087
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,委員等旅費,421272,424412,-3140
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,庁費,5793088,5622756,170332
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,情報処理業務庁費,466664,546266,-79602
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,国有財産管理処分庁費,103087,188119,-85032
裁判所,裁判所,002,95,014,2,20,3,09,下級裁判所,法廷等器具整備費,690436,1337392,-646956
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,土地建物借料,25370,26005,-635
裁判所,裁判所,002,95,199,2,13,3,09,下級裁判所,自動車重量税,1792,1534,258
裁判所,裁判所,002,95,014,2,12,9,17,下級裁判所,交際費,362,505,-143
裁判所,裁判所,003,95,014,2,11,1,05,検察審査費,委員手当,4435,4145,290
裁判所,裁判所,003,95,014,2,12,9,06,検察審査費,諸謝金,434,434,0
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,職員旅費,264,264,0
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,委員等旅費,185,173,12
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,検察審査員旅費,229839,228026,1813
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,証人等旅費,141,142,-1
裁判所,裁判所,003,95,014,2,12,3,09,検察審査費,庁費,45896,47848,-1952
裁判所,裁判所,004,95,014,2,12,9,06,裁判費,諸謝金,2039116,2059409,-20293
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,裁判旅費,277277,277277,0
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,執行官旅費,43858,43858,0
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,委員等旅費,1368086,1365456,2630
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,証人等旅費,182046,179725,2321
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,裁判庁費,18354194,22836797,-4482603
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,特別送達料,682204,621451,60753
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,身柄拘束者食糧費,424,424,0
裁判所,裁判所,004,95,014,2,12,5,14,裁判費,少年補導委託費,140287,140287,0
裁判所,裁判所,004,95,014,2,95,9,18,裁判費,賠償償還及払戻金,289012,289012,0
裁判所,裁判所,004,95,014,2,95,9,19,裁判費,保証金,10000,10000,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,刑事補償金,565701,565701,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,少年補償金,10021,10021,0
裁判所,裁判所,005,95,014,1,20,2,08,裁判所施設費,施設施工旅費,76648,58445,18203
裁判所,裁判所,005,95,014,1,20,3,09,裁判所施設費,施設施工庁費,408224,700111,-291887
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,施設整備費,14153631,15411170,-1257539
裁判所,裁判所,009,95,014,2,95,9,99,裁判所予備経費,(裁判所予備経費),8000,8000,0
会計検査院,会計検査院,001,95,016,2,11,1,02,会計検査院,職員基本給,6242779,6033649,209130
会計検査院,会計検査院,001,95,016,2,11,1,03,会計検査院,職員諸手当,3340100,3225745,114355
会計検査院,会計検査院,001,95,016,2,11,1,04,会計検査院,超過勤務手当,853606,886670,-33064
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,委員手当,1421,1331,90
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,非常勤職員手当,79481,15775,63706
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,休職者給与,21988,22288,-300
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,国際機関等派遣職員給与,7508,49,7459
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,短時間勤務職員給与,176765,94484,82281
会計検査院,会計検査院,001,95,016,2,15,1,05,会計検査院,公務災害補償費,28727,20042,8685
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,退職手当,732182,829107,-96925
会計検査院,会計検査院,001,95,089,2,11,1,05,会計検査院,児童手当,47490,40220,7270
会計検査院,会計検査院,001,95,016,2,12,9,06,会計検査院,諸謝金,6378,6378,0
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,職員旅費,39799,42241,-2442
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,検査旅費,408480,398788,9692
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国留学旅費,8575,7653,922
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,赴任旅費,5526,5127,399
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,委員等旅費,4829,4829,0
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国人招へい旅費,6558,6558,0
会計検査院,会計検査院,001,95,016,1,20,2,08,会計検査院,施設施工旅費,0,389,-389
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,庁費,207926,207926,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,研修所庁費,114802,117838,-3036
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査情報処理業務庁費,446300,753311,-307011
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,国会図書館支部庁費,1535,1535,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,電子計算機等借料,26161,29379,-3218
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,招へい外国人滞在費,1293,1293,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,各所修繕,12005,12385,-380
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査活動費,224930,226354,-1424
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,公共施設等維持管理運営費,727119,684488,42631
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,官民区分所有施設維持管理運営費,518905,475346,43559
会計検査院,会計検査院,001,95,199,2,13,3,09,会計検査院,自動車重量税,60,197,-137
会計検査院,会計検査院,001,95,016,1,20,3,09,会計検査院,施設施工庁費,0,12617,-12617
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,通信専用料,0,840,-840
会計検査院,会計検査院,001,95,016,1,20,4,15,会計検査院,施設整備費,0,146977,-146977
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,国家公務員共済組合負担金,1558901,1487572,71329
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,基礎年金等国家公務員共済組合負担金,412274,413792,-1518
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,育児休業手当金国家公務員共済組合負担金,7355,775,6580
会計検査院,会計検査院,001,95,029,2,13,5,16,会計検査院,国有資産所在市町村交付金,178,188,-10
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織分担金,3731,3591,140
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織拠出金,6255,6165,90
会計検査院,会計検査院,001,95,016,2,12,9,17,会計検査院,交際費,689,689,0
会計検査院,会計検査院,001,95,016,2,95,9,18,会計検査院,賠償償還及払戻金,10,10,0
内閣,内閣官房,001,95,016,2,11,1,02,内閣官房共通費,職員基本給,7383544,6983481,400063
内閣,内閣官房,001,95,016,2,11,1,03,内閣官房共通費,職員諸手当,4072183,3744156,328027
内閣,内閣官房,001,95,016,2,11,1,04,内閣官房共通費,超過勤務手当,1541547,1406845,134702
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,委員手当,39051,17783,21268
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,非常勤職員手当,428426,401977,26449
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,休職者給与,17414,9188,8226
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,短時間勤務職員給与,223821,172777,51044
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,退職手当,955031,995762,-40731
内閣,内閣官房,001,95,089,2,11,1,05,内閣官房共通費,児童手当,77250,58380,18870
内閣,内閣官房,001,95,016,2,12,9,06,内閣官房共通費,諸謝金,1556907,1715425,-158518
内閣,内閣官房,001,95,016,2,95,9,07,内閣官房共通費,報償費,1461652,1461652,0
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,職員旅費,722278,716878,5400
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,外国留学旅費,3504,4556,-1052
