所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,平成29年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
国会,参議院,011,95,012,2,11,1,05,参議院,議員秘書退職手当,189472,882285,-692813
国会,参議院,011,95,012,2,15,1,05,参議院,弔慰金,41408,41440,-32
国会,参議院,011,95,089,2,11,1,05,参議院,児童手当,49460,49635,-175
国会,参議院,011,95,012,2,12,9,06,参議院,諸謝金,5512,5512,0
国会,参議院,011,95,012,2,12,2,08,参議院,議員旅費,161965,161965,0
国会,参議院,011,95,012,2,12,2,08,参議院,議員文書通信交通滞在費,2904000,2969000,-65000
国会,参議院,011,95,012,2,12,2,08,参議院,議会雑費,29700,29700,0
国会,参議院,011,95,012,2,12,2,08,参議院,職員旅費,87445,87445,0
国会,参議院,011,95,012,2,12,2,08,参議院,赴任旅費,2674,2674,0
国会,参議院,011,95,012,2,12,2,08,参議院,証人等旅費,10584,10584,0
国会,参議院,011,95,012,2,12,3,09,参議院,庁費,617899,617420,479
国会,参議院,011,95,012,2,12,3,09,参議院,情報処理業務庁費,1025093,1049863,-24770
国会,参議院,011,95,012,2,12,3,09,参議院,議員会館管理等運営庁費,2544247,2608139,-63892
国会,参議院,011,95,012,2,12,3,09,参議院,議員特殊乗車券等購入費,446243,445539,704
国会,参議院,011,95,012,2,12,3,09,参議院,国会活動啓発費,21576,23566,-1990
国会,参議院,011,95,012,2,12,3,09,参議院,議案類印刷費,470002,487198,-17196
国会,参議院,011,95,012,2,12,3,09,参議院,招へい外国人滞在費,50870,50870,0
国会,参議院,011,95,012,2,12,3,09,参議院,各所修繕,61645,61645,0
国会,参議院,011,95,012,2,12,3,09,参議院,国政調査活動費,223023,249652,-26629
国会,参議院,011,95,012,2,12,3,09,参議院,公共施設等維持管理運営費,1316303,1423639,-107336
国会,参議院,011,95,199,2,13,3,09,参議院,自動車重量税,797,1124,-327
国会,参議院,011,95,012,2,12,3,11,参議院,立法事務費,1887600,1887600,0
国会,参議院,011,95,012,2,11,5,16,参議院,国家公務員共済組合負担金,1771717,1773681,-1964
国会,参議院,011,95,012,2,11,5,16,参議院,基礎年金等国家公務員共済組合負担金,397274,428712,-31438
国会,参議院,011,95,012,2,11,5,16,参議院,育児休業手当金国家公務員共済組合負担金,835,1995,-1160
国会,参議院,011,95,029,2,13,5,16,参議院,国有資産所在市町村交付金,307846,296014,11832
国会,参議院,011,95,012,2,12,9,17,参議院,交際費,30453,30453,0
国会,参議院,011,95,012,2,95,9,18,参議院,賠償償還及払戻金,2360,2360,0
国会,参議院,012,95,012,1,20,2,08,参議院施設費,施設施工旅費,875,875,0
国会,参議院,012,95,012,1,20,3,09,参議院施設費,施設施工庁費,95102,60817,34285
国会,参議院,012,95,012,1,20,4,15,参議院施設費,施設整備費,1393793,1126983,266810
国会,参議院,012,95,012,1,20,4,15,参議院施設費,不動産購入費,4268437,4268437,0
国会,参議院,019,95,012,2,95,9,99,参議院予備経費,(国会予備経費),5000,5000,0
国会,国立国会図書館,021,95,012,2,11,1,02,国立国会図書館,職員基本給,4571080,4554570,16510
国会,国立国会図書館,021,95,012,2,11,1,03,国立国会図書館,職員諸手当,2386261,2341333,44928
国会,国立国会図書館,021,95,012,2,11,1,04,国立国会図書館,超過勤務手当,461518,456012,5506
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,非常勤職員手当,193179,192267,912
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,休職者給与,36600,34976,1624
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,短時間勤務職員給与,56032,65794,-9762
国会,国立国会図書館,021,95,012,2,15,1,05,国立国会図書館,公務災害補償費,2094,1100,994
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,退職手当,436733,561687,-124954
国会,国立国会図書館,021,95,089,2,11,1,05,国立国会図書館,児童手当,27760,27590,170
国会,国立国会図書館,021,95,012,2,12,9,06,国立国会図書館,諸謝金,23733,23733,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,職員旅費,58017,58017,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,赴任旅費,10015,10015,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,委員等旅費,3405,3405,0
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,外国人招へい旅費,5257,5257,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,庁費,55608,43871,11737
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,国立国会図書館業務庁費,4625402,4626255,-853
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,図書館資料購入費,789577,787807,1770
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,立法資料購入費,62795,62795,0
国会,国立国会図書館,021,13,012,2,12,3,09,国立国会図書館,科学技術関係資料費,1093437,1093127,310
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,特殊文書関係資料整備費,67533,67533,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,電子計算機等借料,1194434,1177477,16957
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,招へい外国人滞在費,4575,4575,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,各所修繕,77279,77146,133
国会,国立国会図書館,021,95,199,2,13,3,09,国立国会図書館,自動車重量税,46,179,-133
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,国家公務員共済組合負担金,1163545,1152808,10737
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,基礎年金等国家公務員共済組合負担金,268828,289219,-20391
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,育児休業手当金国家公務員共済組合負担金,0,2178,-2178
国会,国立国会図書館,021,95,029,2,13,5,16,国立国会図書館,国有資産所在市町村交付金,2923,3008,-85
国会,国立国会図書館,021,95,012,2,72,5,16,国立国会図書館,国際図書館連盟等拠出金,14897,15531,-634
国会,国立国会図書館,021,95,012,2,12,9,17,国立国会図書館,交際費,640,640,0
国会,国立国会図書館,021,95,012,2,95,9,18,国立国会図書館,賠償償還及払戻金,44,44,0
国会,国立国会図書館,021,95,012,2,95,9,20,国立国会図書館,納入出版物代償金,390248,390249,-1
国会,国立国会図書館,022,95,012,1,20,2,08,国立国会図書館施設費,施設施工旅費,1475,1475,0
国会,国立国会図書館,022,95,012,1,20,3,09,国立国会図書館施設費,施設施工庁費,48149,52087,-3938
国会,国立国会図書館,022,95,012,1,20,4,15,国立国会図書館施設費,施設整備費,4080080,1372560,2707520
国会,裁判官訴追委員会,031,95,012,2,11,1,02,裁判官訴追委員会,職員基本給,72361,72283,78
国会,裁判官訴追委員会,031,95,012,2,11,1,03,裁判官訴追委員会,職員諸手当,35663,34407,1256
国会,裁判官訴追委員会,031,95,012,2,11,1,04,裁判官訴追委員会,超過勤務手当,4463,4454,9
国会,裁判官訴追委員会,031,95,012,2,11,1,05,裁判官訴追委員会,非常勤職員手当,8271,7642,629
国会,裁判官訴追委員会,031,95,089,2,11,1,05,裁判官訴追委員会,児童手当,1140,1560,-420
国会,裁判官訴追委員会,031,95,012,2,12,9,06,裁判官訴追委員会,諸謝金,100,100,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職務雑費,900,900,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職員旅費,888,888,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,委員旅費,890,890,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,証人等旅費,324,324,0
国会,裁判官訴追委員会,031,95,012,2,12,3,09,裁判官訴追委員会,庁費,4769,4769,0
国会,裁判官弾劾裁判所,041,95,012,2,11,1,02,裁判官弾劾裁判所,職員基本給,66355,66508,-153
国会,裁判官弾劾裁判所,041,95,012,2,11,1,03,裁判官弾劾裁判所,職員諸手当,35898,35112,786
国会,裁判官弾劾裁判所,041,95,012,2,11,1,04,裁判官弾劾裁判所,超過勤務手当,2975,2956,19
国会,裁判官弾劾裁判所,041,95,089,2,11,1,05,裁判官弾劾裁判所,児童手当,480,480,0
国会,裁判官弾劾裁判所,041,95,012,2,12,9,06,裁判官弾劾裁判所,諸謝金,159,159,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職務雑費,900,900,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職員旅費,399,399,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,委員旅費,276,276,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,証人等旅費,43,43,0
国会,裁判官弾劾裁判所,041,95,012,2,12,3,09,裁判官弾劾裁判所,庁費,4912,5205,-293
国会,裁判官弾劾裁判所,041,95,199,2,13,3,09,裁判官弾劾裁判所,自動車重量税,0,25,-25
裁判所,裁判所,001,95,014,2,11,1,02,最高裁判所,職員基本給,5230163,5232541,-2378
裁判所,裁判所,001,95,014,2,11,1,03,最高裁判所,職員諸手当,2660737,2597656,63081
裁判所,裁判所,001,95,014,2,11,1,04,最高裁判所,超過勤務手当,734144,727995,6149
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,委員手当,16482,16592,-110
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,非常勤職員手当,8654,8654,0
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,休職者給与,381265,386859,-5594
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,短時間勤務職員給与,3086,3086,0
裁判所,裁判所,001,95,014,2,15,1,05,最高裁判所,公務災害補償費,97390,102936,-5546
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,退職手当,16241308,15160871,1080437
裁判所,裁判所,001,95,089,2,11,1,05,最高裁判所,児童手当,61600,60185,1415
裁判所,裁判所,001,95,014,2,12,9,06,最高裁判所,諸謝金,249781,261974,-12193
裁判所,裁判所,001,95,014,2,71,9,06,最高裁判所,修習給付金,1152375,0,1152375
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,職員旅費,681470,685733,-4263
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国留学旅費,59583,64838,-5255
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,赴任旅費,545145,543348,1797
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,委員等旅費,10714,10956,-242
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,司法修習生旅費,122304,241666,-119362
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国人招へい旅費,4006,2733,1273
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,証人等旅費,12,12,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,庁費,1180668,1090436,90232
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,情報処理業務庁費,424614,446325,-21711
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判資料整備費,496162,486437,9725
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,研修費,399556,386764,12792
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国会図書館支部庁費,45816,45816,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判官等法服費,5294,5294,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,招へい外国人滞在費,2483,1602,881
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,各所修繕,1036317,984682,51635
裁判所,裁判所,001,95,199,2,13,3,09,最高裁判所,自動車重量税,544,861,-317
裁判所,裁判所,001,95,014,2,12,5,14,最高裁判所,司法修習生研修委託費,99879,112988,-13109
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,国家公務員共済組合負担金,33138276,32792336,345940
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,基礎年金等国家公務員共済組合負担金,7479585,8041413,-561828
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,育児休業手当金国家公務員共済組合負担金,14760,70523,-55763
裁判所,裁判所,001,95,029,2,13,5,16,最高裁判所,国有資産所在市町村交付金,163410,178129,-14719
裁判所,裁判所,001,95,014,2,72,5,16,最高裁判所,国際裁判官連合分担金,274,312,-38
裁判所,裁判所,001,95,014,2,12,9,17,最高裁判所,交際費,2094,2094,0
裁判所,裁判所,001,95,014,2,95,9,18,最高裁判所,賠償償還及払戻金,6076,6076,0
裁判所,裁判所,001,95,014,2,95,9,23,最高裁判所,修習資金貸与金,2872620,4725195,-1852575
裁判所,裁判所,002,95,014,2,11,1,02,下級裁判所,職員基本給,127149281,127429216,-279935
裁判所,裁判所,002,95,014,2,11,1,03,下級裁判所,職員諸手当,61524717,60332683,1192034
裁判所,裁判所,002,95,014,2,11,1,04,下級裁判所,超過勤務手当,3515294,3483885,31409
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,委員手当,7193669,7166092,27577
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,非常勤職員手当,110968,110968,0
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,短時間勤務職員給与,9258,9258,0
裁判所,裁判所,002,95,089,2,11,1,05,下級裁判所,児童手当,1034970,1065605,-30635
裁判所,裁判所,002,95,014,2,12,9,06,下級裁判所,諸謝金,69083,73094,-4011
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,職員旅費,213481,197768,15713
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,委員等旅費,450104,450432,-328
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,庁費,4083458,4175648,-92190
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,情報処理業務庁費,149754,129344,20410
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,国有財産管理処分庁費,166140,84932,81208
裁判所,裁判所,002,95,014,2,20,3,09,下級裁判所,法廷等器具整備費,918556,619239,299317
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,土地建物借料,139414,122208,17206
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,公共施設等維持管理運営費,222500,299299,-76799
裁判所,裁判所,002,95,199,2,13,3,09,下級裁判所,自動車重量税,4750,5451,-701
裁判所,裁判所,002,95,014,2,12,9,17,下級裁判所,交際費,2673,2673,0
裁判所,裁判所,003,95,014,2,11,1,05,検察審査費,委員手当,4237,4513,-276
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,職員旅費,518,518,0
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,委員等旅費,183,195,-12
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,検察審査員旅費,259168,260748,-1580
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,証人等旅費,139,139,0
裁判所,裁判所,003,95,014,2,12,3,09,検察審査費,庁費,54931,53048,1883
裁判所,裁判所,004,95,014,2,12,9,06,裁判費,諸謝金,1970731,2097325,-126594
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,裁判旅費,266517,266517,0
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,執行官旅費,40869,46298,-5429
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,委員等旅費,1794987,1834017,-39030
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,証人等旅費,141272,159669,-18397
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,裁判庁費,13360320,12995950,364370
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,特別送達料,606724,624181,-17457
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,身柄拘束者食糧費,413,413,0
裁判所,裁判所,004,95,014,2,12,5,14,裁判費,少年補導委託費,100144,153965,-53821
裁判所,裁判所,004,95,014,2,95,9,18,裁判費,賠償償還及払戻金,313314,433844,-120530
裁判所,裁判所,004,95,014,2,95,9,19,裁判費,保証金,10000,10000,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,刑事補償金,302059,492353,-190294
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,少年補償金,10021,10021,0
裁判所,裁判所,005,95,014,1,20,2,08,裁判所施設費,施設施工旅費,82805,98612,-15807
裁判所,裁判所,005,95,014,1,20,3,09,裁判所施設費,施設施工庁費,572570,865097,-292527
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,施設整備費,14619718,17361998,-2742280
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,不動産購入費,596453,777602,-181149
裁判所,裁判所,009,95,014,2,95,9,99,裁判所予備経費,(裁判所予備経費),8000,8000,0
会計検査院,会計検査院,001,95,016,2,11,1,02,会計検査院,職員基本給,6247280,6299223,-51943
会計検査院,会計検査院,001,95,016,2,11,1,03,会計検査院,職員諸手当,3228150,3184689,43461
会計検査院,会計検査院,001,95,016,2,11,1,04,会計検査院,超過勤務手当,977264,977345,-81
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,委員手当,2144,2144,0
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,非常勤職員手当,15125,15038,87
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,休職者給与,27737,14278,13459
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,国際機関等派遣職員給与,238,482,-244
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,短時間勤務職員給与,211134,209552,1582
会計検査院,会計検査院,001,95,016,2,15,1,05,会計検査院,公務災害補償費,13063,13009,54
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,退職手当,1317894,1130636,187258
会計検査院,会計検査院,001,95,089,2,11,1,05,会計検査院,児童手当,50005,52165,-2160
会計検査院,会計検査院,001,95,016,2,12,9,06,会計検査院,諸謝金,8368,8110,258
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,職員旅費,47471,38229,9242
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,検査旅費,506859,546695,-39836
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国留学旅費,7873,7945,-72
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,赴任旅費,6574,6337,237
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,委員等旅費,3210,3693,-483
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国人招へい旅費,6984,7234,-250
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,庁費,225999,226279,-280
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,研修所庁費,114785,113807,978
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査情報処理業務庁費,1010708,742625,268083
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,国会図書館支部庁費,1535,1535,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,通信専用料,815,817,-2
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,電子計算機等借料,168648,139436,29212
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,招へい外国人滞在費,1015,1015,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,各所修繕,16677,16083,594
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査活動費,229247,220291,8956
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,公共施設等維持管理運営費,478529,473455,5074
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,官民区分所有施設維持管理運営費,135535,158594,-23059
会計検査院,会計検査院,001,95,199,2,13,3,09,会計検査院,自動車重量税,144,75,69
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,国家公務員共済組合負担金,1708012,1712784,-4772
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,基礎年金等国家公務員共済組合負担金,393074,429301,-36227
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,育児休業手当金国家公務員共済組合負担金,1005,1073,-68
会計検査院,会計検査院,001,95,029,2,13,5,16,会計検査院,国有資産所在市町村交付金,292,511,-219
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織分担金,2846,3091,-245
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織拠出金,4950,5400,-450
会計検査院,会計検査院,001,95,016,2,12,9,17,会計検査院,交際費,805,805,0
会計検査院,会計検査院,001,95,016,2,95,9,18,会計検査院,賠償償還及払戻金,10,10,0
会計検査院,会計検査院,002,95,016,1,20,2,08,会計検査院施設費,施設施工旅費,694,959,-265
会計検査院,会計検査院,002,95,016,1,20,3,09,会計検査院施設費,施設施工庁費,1351,13272,-11921
会計検査院,会計検査院,002,95,016,1,20,4,15,会計検査院施設費,施設整備費,97366,117722,-20356
内閣,内閣官房,001,95,016,2,11,1,02,内閣官房共通費,職員基本給,6484095,6239044,245051
内閣,内閣官房,001,95,016,2,11,1,03,内閣官房共通費,職員諸手当,3282250,3090119,192131
内閣,内閣官房,001,95,016,2,11,1,04,内閣官房共通費,超過勤務手当,988529,963533,24996
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,委員手当,17178,21962,-4784
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,非常勤職員手当,884838,895751,-10913
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,休職者給与,11046,11018,28
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,短時間勤務職員給与,138513,127268,11245
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,退職手当,1028346,844036,184310
内閣,内閣官房,001,95,089,2,11,1,05,内閣官房共通費,児童手当,61145,70170,-9025
内閣,内閣官房,001,95,016,2,12,9,06,内閣官房共通費,諸謝金,1443621,1705673,-262052
内閣,内閣官房,001,95,016,2,95,9,07,内閣官房共通費,報償費,1461652,1461652,0
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,職員旅費,733054,798809,-65755
