主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成25年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,986162,507686,478476
農林水産省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,2591,232,2359
農林水産省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,8721,0,8721
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,227919000,212806000,15113000
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,9316277,1105112,8211165
農林水産省,5,2,03,82,雑収入,納付金,雑納付金,独立行政法人農業者年金基金納付金,606,0,606
農林水産省,5,2,12,06,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人農畜産業振興機構納付金,12998,0,12998
農林水産省,5,2,12,01,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人農林漁業信用基金納付金,79118,0,79118
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,35347071,30552018,4795053
農林水産省,5,3,28,01,雑収入,諸収入,東日本大震災復興食料安定供給特別会計受入金,食料安定供給特別会計受入金,32595,0,32595
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,821499,797779,23720
農林水産省,5,3,04,04,雑収入,諸収入,公共事業費負担金,治山事業費負担金,2930302,0,2930302
農林水産省,5,3,04,01,雑収入,諸収入,公共事業費負担金,土地改良事業費負担金,91795079,105817365,-14022286
農林水産省,5,3,04,13,雑収入,諸収入,公共事業費負担金,地すべり対策事業費負担金,250723,283829,-33106
農林水産省,5,3,04,05,雑収入,諸収入,公共事業費負担金,特定漁港漁場整備事業費負担金,3222812,3278821,-56009
農林水産省,5,3,04,06,雑収入,諸収入,公共事業費負担金,農業用施設災害復旧事業費負担金,133419,84860,48559
農林水産省,5,3,04,14,雑収入,諸収入,公共事業費負担金,直轄地すべり防止施設災害復旧費負担金,4252,4252,0
農林水産省,5,3,04,10,雑収入,諸収入,公共事業費負担金,治山災害復旧事業費負担金,32541,36158,-3617
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16090,16090,0
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,3598,3598,0
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,18097,18097,0
農林水産省,5,3,04,02,雑収入,諸収入,公共事業費負担金,国営造成施設管理費負担金,0,170118,-170118
農林水産省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,2111,2111,0
農林水産省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,222,620,-398
農林水産省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,113,225,-112
農林水産省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,1000,0,1000
農林水産省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,3399793,1156155,2243638
農林水産省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,21413,21106,307
農林水産省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,259050,195486,63564
農林水産省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,27184809,40256573,-13071764
農林水産省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,2082,3414,-1332
農林水産省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,497684,174878,322806
農林水産省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,21519,7914,13605
農林水産省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,13,6,7
農林水産省,5,3,99,04,雑収入,諸収入,雑入,延滞金,2316,2406,-90
農林水産省,5,3,99,99,雑収入,諸収入,雑入,雑収,1974412,1577767,396645
経済産業省,4,2,01,03,政府資産整理収入,回収金等収入,特別会計整理収入,貿易特別会計整理収入,158,188,-30
経済産業省,4,2,01,04,政府資産整理収入,回収金等収入,特別会計整理収入,米国対日援助物資等処理特別会計整理収入,13,12,1
経済産業省,4,2,03,25,政府資産整理収入,回収金等収入,貸付金等回収金収入,小規模企業者等設備導入資金貸付金償還金,4468204,3342520,1125684
経済産業省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,39324,39683,-359
経済産業省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,124949,33109,91840
経済産業省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,31730,34003,-2273
経済産業省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,885,1740,-855
経済産業省,5,2,10,01,雑収入,納付金,特定アルコール譲渡者納付金,特定アルコール譲渡者納付金,10456990,10661210,-204220
経済産業省,5,2,03,18,雑収入,納付金,雑納付金,独立行政法人産業技術総合研究所納付金,79908,0,79908
経済産業省,5,2,03,76,雑収入,納付金,雑納付金,独立行政法人新エネルギー・産業技術総合開発機構納付金,3565227,0,3565227
経済産業省,5,2,03,77,雑収入,納付金,雑納付金,独立行政法人情報処理推進機構納付金,1400101,0,1400101
経済産業省,5,2,03,78,雑収入,納付金,雑納付金,独立行政法人石油天然ガス・金属鉱物資源機構納付金,120816,0,120816
経済産業省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,17632,20931,-3299
経済産業省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2612,3376,-764
経済産業省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,8342047,7397955,944092
経済産業省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,87713,53895,33818
経済産業省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4152,8318,-4166
経済産業省,5,3,99,04,雑収入,諸収入,雑入,延滞金,4544,7198,-2654
経済産業省,5,3,99,99,雑収入,諸収入,雑入,雑収,1356385,3310255,-1953870
経済産業省,5,3,21,01,雑収入,諸収入,東日本大震災復興エネルギー対策特別会計受入金,エネルギー対策特別会計受入金,0,2000000,-2000000
国土交通省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,57314,65097,-7783
国土交通省,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,889825,605413,284412
国土交通省,4,2,03,22,政府資産整理収入,回収金等収入,貸付金等回収金収入,神戸港埠頭公社港湾施設災害復旧事業資金貸付金償還金,218526,218526,0
国土交通省,4,2,03,29,政府資産整理収入,回収金等収入,貸付金等回収金収入,成田国際空港株式会社貸付金償還金,1100000,1100000,0
国土交通省,4,2,03,28,政府資産整理収入,回収金等収入,貸付金等回収金収入,日本下水道事業団貸付金償還金,0,83965,-83965
国土交通省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,628184,650437,-22253
国土交通省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,188048,191401,-3353
国土交通省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,424132,454006,-29874
国土交通省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,324795,343231,-18436
国土交通省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,1814504,1854734,-40230
国土交通省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,36,36,0
国土交通省,5,2,11,01,雑収入,納付金,特定タンカー所有者納付金,特定タンカー所有者納付金,225000,0,225000
国土交通省,5,2,03,85,雑収入,納付金,雑納付金,独立行政法人鉄道建設・運輸施設整備支援機構納付金,311762,0,311762
国土交通省,5,2,03,86,雑収入,納付金,雑納付金,独立行政法人国際観光振興機構納付金,107476,0,107476
国土交通省,5,2,03,89,雑収入,納付金,雑納付金,独立行政法人日本高速道路保有・債務返済機構納付金,467,0,467
国土交通省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,16503,82152,-65649
国土交通省,5,3,03,25,雑収入,諸収入,特別会計受入金,社会資本整備事業特別会計受入金,7517909,3821694,3696215
国土交通省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,4797609,5007089,-209480
国土交通省,5,3,04,11,雑収入,諸収入,公共事業費負担金,国営公園整備事業費負担金,1731838,1952546,-220708
国土交通省,5,3,04,07,雑収入,諸収入,公共事業費負担金,河川等災害復旧事業費負担金,3585863,4218770,-632907
国土交通省,5,3,04,08,雑収入,諸収入,公共事業費負担金,河川等災害関連事業費負担金,1283429,1099316,184113
国土交通省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,86994,74711,12283
国土交通省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,18,18,0
国土交通省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,498,515,-17
国土交通省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,1859,2066,-207
国土交通省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,134402,49226,85176
国土交通省,5,3,07,05,雑収入,諸収入,受託調査試験及役務収入,測量標移転改埋費受入,1192,1556,-364
国土交通省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,22228,21667,561
国土交通省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,146682,240324,-93642
国土交通省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,8875984,4491765,4384219
国土交通省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,8447,7228,1219
国土交通省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,110468,115171,-4703
国土交通省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,15536,15296,240
国土交通省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,4,31,-27
国土交通省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1502,5983,-4481
国土交通省,5,3,99,99,雑収入,諸収入,雑入,雑収,2256519,2706456,-449937
環境省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,461286,457699,3587
環境省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,43737,45411,-1674
環境省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,13458,13522,-64
環境省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,362,483,-121
環境省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,194794,205267,-10473
環境省,5,2,03,14,雑収入,納付金,雑納付金,独立行政法人環境再生保全機構納付金,9030,0,9030
環境省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,108,102,6
環境省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,4495,4796,-301
環境省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,3154543,2686990,467553
環境省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,363,1672,-1309
環境省,5,3,31,01,雑収入,諸収入,東日本大震災復興災害等廃棄物処理事業費負担金,災害等廃棄物処理事業費負担金,448967,0,448967
環境省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1716,5361,-3645
環境省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1770,1948,-178
環境省,5,3,99,99,雑収入,諸収入,雑入,雑収,12468,7238,5230
防衛省,3,2,01,02,官業益金及官業収入,官業収入,病院収入,防衛省病院収入,16074397,15350160,724237
防衛省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,206739,185997,20742
防衛省,4,2,03,12,政府資産整理収入,回収金等収入,貸付金等回収金収入,自衛隊衛生貸費学生等貸与金償還金,370165,307878,62287
防衛省,4,2,05,01,政府資産整理収入,回収金等収入,事故補償費返還金,在日合衆国軍事故補償費返還金,101772,116190,-14418
防衛省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,812031,809350,2681
防衛省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,582774,636193,-53419
防衛省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,9129749,9332448,-202699
防衛省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,1480,766,714
防衛省,5,1,02,02,雑収入,国有財産利用収入,国有財産使用収入,寄宿料,121,116,5
防衛省,5,1,02,04,雑収入,国有財産利用収入,国有財産使用収入,飛行場及航空保安施設使用料収入,1248,1355,-107
防衛省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1131,1235,-104
防衛省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,4945,3520,1425
防衛省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,707,350,357
防衛省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,15762,11060,4702
防衛省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,3012257,4021370,-1009113
防衛省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,11163398,9698011,1465387
防衛省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2466374,2070317,396057
防衛省,5,3,11,05,雑収入,諸収入,物品売払収入,返還物品売払代,163673,188919,-25246
防衛省,5,3,11,06,雑収入,諸収入,物品売払収入,残飯売払代,411,331,80
防衛省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,28795,36132,-7337
防衛省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,15,57,-42
防衛省,5,3,99,04,雑収入,諸収入,雑入,延滞金,21693,26723,-5030
防衛省,5,3,99,07,雑収入,諸収入,雑入,給食費受入,2278338,2259433,18905
防衛省,5,3,99,99,雑収入,諸収入,雑入,雑収,2975439,1117211,1858228
