主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,令和7年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
裁判所,5,3,99,99,雑収入,諸収入,雑入,雑収,81295394,67291974,14003420
会計検査院,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,17,17,0
会計検査院,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,120,74,46
会計検査院,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,792,1104,-312
会計検査院,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,57,57,0
会計検査院,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2904,2532,372
会計検査院,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1198,1244,-46
会計検査院,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2391,3060,-669
会計検査院,5,3,99,04,雑収入,諸収入,雑入,延滞金,1,1,0
会計検査院,5,3,99,99,雑収入,諸収入,雑入,雑収,150,270,-120
内閣,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,28420,28105,315
内閣,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1628,1514,114
内閣,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,2318,2745,-427
内閣,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,310,290,20
内閣,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,18464,481,17983
内閣,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,887995,843583,44412
内閣,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1822,2056,-234
内閣,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4380,4306,74
内閣,5,3,99,04,雑収入,諸収入,雑入,延滞金,12,11,1
内閣,5,3,99,99,雑収入,諸収入,雑入,雑収,16,2,14
内閣府,3,2,01,01,官業益金及官業収入,官業収入,病院収入,宮内庁病院収入,59118,54849,4269
内閣府,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,141461,484830,-343369
内閣府,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,2251,5079,-2828
内閣府,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,80098,410797,-330699
内閣府,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,0,47022,-47022
内閣府,4,2,03,13,政府資産整理収入,回収金等収入,貸付金等回収金収入,災害援護資金貸付金償還金,1720518,2361352,-640834
内閣府,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子父子寡婦福祉資金貸付金償還金,10259955,11416882,-1156927
内閣府,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,270651,270385,266
内閣府,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,239763,264912,-25149
内閣府,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,534748,539767,-5019
内閣府,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,2255,2543,-288
内閣府,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,653770,510407,143363
内閣府,5,1,02,05,雑収入,国有財産利用収入,国有財産使用収入,公益認定等総合情報システム利用料収入,35344,35377,-33
内閣府,5,1,02,08,雑収入,国有財産利用収入,国有財産使用収入,警察共通基盤システム利用料収入,4009679,0,4009679
内閣府,5,2,03,04,雑収入,納付金,雑納付金,公認会計士法違反者納付金,15390,15090,300
内閣府,5,2,03,05,雑収入,納付金,雑納付金,価格協定等違反者納付金,1119587,2488197,-1368610
内閣府,5,2,03,06,雑収入,納付金,雑納付金,金融商品取引法違反者納付金,508990,1301330,-792340
内閣府,5,2,03,25,雑収入,納付金,雑納付金,不当表示違反者納付金,509143,642327,-133184
内閣府,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,95200000,0,95200000
内閣府,5,2,03,17,雑収入,納付金,雑納付金,独立行政法人国立公文書館納付金,20999,29744,-8745
内閣府,5,2,03,31,雑収入,納付金,雑納付金,国立研究開発法人日本医療研究開発機構納付金,0,9160,-9160
内閣府,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,121098,134791,-13693
内閣府,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,997225,1014735,-17510
内閣府,5,3,08,05,雑収入,諸収入,懲罰及没収金,交通反則者納金,47115029,48493496,-1378467
内閣府,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,194266,108858,85408
内閣府,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,28420011,65303135,-36883124
内閣府,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,5922,5620,302
内閣府,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,367711,313136,54575
内閣府,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,31136,32791,-1655
内閣府,5,3,99,04,雑収入,諸収入,雑入,延滞金,2387,2649,-262
内閣府,5,3,99,99,雑収入,諸収入,雑入,雑収,93825,70175,23650
デジタル庁,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,124,117,7
デジタル庁,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1,1,0
デジタル庁,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,14080,13132,948
デジタル庁,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,7695,8545,-850
デジタル庁,5,3,99,04,雑収入,諸収入,雑入,延滞金,1,1,0
総務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,59627,59188,439
総務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,75157,74621,536
総務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,27199,26426,773
総務省,5,2,03,74,雑収入,納付金,雑納付金,独立行政法人統計センター納付金,548135,474366,73769
総務省,5,2,03,11,雑収入,納付金,雑納付金,国立研究開発法人情報通信研究機構納付金,0,2953164,-2953164
総務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1449581,1593504,-143923
総務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1184,1800,-616
総務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,9800493,6508562,3291931
総務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,25226,41168,-15942
総務省,5,3,15,01,雑収入,諸収入,電波利用料収入,電波利用料収入,75000000,74995721,4279
総務省,5,3,33,01,雑収入,諸収入,特定基地局開設料収入,特定基地局開設料収入,13600000,13600000,0
総務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,13629,16228,-2599
総務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,6041,1026,5015
総務省,5,3,99,99,雑収入,諸収入,雑入,雑収,1426080,262035,1164045
法務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,241746,252132,-10386
法務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,301094,295086,6008
法務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,199234,199788,-554
法務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,253,256,-3
法務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,63093077,58760546,4332531
法務省,5,3,08,02,雑収入,諸収入,懲罰及没収金,過料,1405233,1513742,-108509
法務省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,1298658,1052979,245679
法務省,5,3,08,01,雑収入,諸収入,懲罰及没収金,罰金及科料,33482519,32812124,670395
法務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,402206,402858,-652
法務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,906237,623845,282392
法務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,456544,433253,23291
法務省,5,3,10,01,雑収入,諸収入,矯正官署作業収入,刑務所作業収入,2444348,2428520,15828
法務省,5,3,10,02,雑収入,諸収入,矯正官署作業収入,少年院職業指導収入,5696,4768,928
法務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,116825,126807,-9982
法務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,13017,14330,-1313
法務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,7996,7900,96
法務省,5,3,99,05,雑収入,諸収入,雑入,期満後収入,131218,95756,35462
法務省,5,3,99,12,雑収入,諸収入,雑入,相続土地国庫帰属負担金,679368,679368,0
法務省,5,3,99,99,雑収入,諸収入,雑入,雑収,197176,186406,10770
外務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,40033,15962,24071
外務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,14577,13811,766
外務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,10064,10012,52
外務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,32024,50481,-18457
外務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,637958,559425,78533
外務省,5,1,04,01,雑収入,国有財産利用収入,利子収入,預託金利子収入,18468,10202,8266
外務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,10151128,7337291,2813837
外務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,6671,4119,2552
外務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,18094029,17916562,177467
外務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,46043,43667,2376
外務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,7042,7097,-55
外務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,155,203,-48
外務省,5,3,99,99,雑収入,諸収入,雑入,雑収,26879,22966,3913
財務省,1,1,01,01,租税及印紙収入,租税,所得税,源泉所得税,18229000000,15792000000,2437000000
財務省,1,1,01,02,租税及印紙収入,租税,所得税,申告所得税,4437000000,4317000000,120000000
財務省,1,1,02,01,租税及印紙収入,租税,法人税,法人税,19245000000,18054000000,1191000000
財務省,1,1,03,01,租税及印紙収入,租税,相続税,相続税,3461000000,3387000000,74000000
財務省,1,1,20,01,租税及印紙収入,租税,消費税,消費税,24908000000,24343000000,565000000
財務省,1,1,04,01,租税及印紙収入,租税,酒税,酒税,1174000000,1209000000,-35000000
財務省,1,1,18,01,租税及印紙収入,租税,たばこ税,たばこ税,953000000,948000000,5000000
財務省,1,1,06,01,租税及印紙収入,租税,揮発油税,揮発油税,1976000000,2018000000,-42000000
財務省,1,1,07,01,租税及印紙収入,租税,石油ガス税,石油ガス税,4000000,4000000,0
財務省,1,1,17,01,租税及印紙収入,租税,航空機燃料税,航空機燃料税,40000000,32000000,8000000
財務省,1,1,54,02,租税及印紙収入,租税,石油石炭税,石油石炭税,601000000,606000000,-5000000
財務省,1,1,23,01,租税及印紙収入,租税,電源開発促進税,電源開発促進税,307000000,311000000,-4000000
財務省,1,1,16,01,租税及印紙収入,租税,自動車重量税,自動車重量税,407000000,402000000,5000000
財務省,1,1,25,01,租税及印紙収入,租税,国際観光旅客税,国際観光旅客税,49000000,44000000,5000000
財務省,1,1,14,01,租税及印紙収入,租税,関税,関税,989000000,917000000,72000000
財務省,1,1,15,01,租税及印紙収入,租税,とん税,とん税,9000000,9000000,0
財務省,1,2,01,01,租税及印紙収入,印紙収入,印紙収入,収入印紙,504000000,522000000,-18000000
財務省,1,2,01,02,租税及印紙収入,印紙収入,印紙収入,現金収入,526000000,520000000,6000000
財務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,18500000,45000000,-26500000
財務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,155000,187000,-32000
財務省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,3557,0,3557
財務省,4,1,01,09,政府資産整理収入,国有財産処分収入,国有財産売払収入,証券売払代,5749180,9558037,-3808857
財務省,4,1,02,01,政府資産整理収入,国有財産処分収入,特定国有財産売払収入,特定施設売払代,5615178,2227586,3387592
財務省,4,1,03,01,政府資産整理収入,国有財産処分収入,東日本大震災復興国有財産売払収入,土地売払代,0,6000839,-6000839
財務省,4,2,01,06,政府資産整理収入,回収金等収入,特別会計整理収入,産業投資特別会計整理収入,46006,102262,-56256
財務省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,7108834,10596017,-3487183
財務省,4,2,50,75,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人日本医療研究開発機構出資回収金,2949529,13737540,-10788011
財務省,4,2,50,78,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人宇宙航空研究開発機構出資回収金,510241,0,510241
財務省,4,2,50,53,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人農林漁業信用基金出資回収金,10936880,0,10936880
財務省,4,2,50,79,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人都市再生機構出資回収金,87690039,0,87690039
財務省,4,2,50,44,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人科学技術振興機構出資回収金,0,6591019,-6591019
財務省,4,2,50,43,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人国立高等専門学校機構出資回収金,0,57185,-57185
財務省,4,2,02,01,政府資産整理収入,回収金等収入,引継債権整理収入,公団引継債権整理収入,0,24,-24
財務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,20296611,18799456,1497155
財務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1071425,1116623,-45198
財務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,15536829,15767648,-230819
財務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,92,111,-19
財務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,15538,18026,-2488
財務省,5,1,04,02,雑収入,国有財産利用収入,利子収入,指定預金利子収入,91560,771,90789
財務省,5,1,03,01,雑収入,国有財産利用収入,配当金収入,日本銀行配当金収入,2750,2750,0
財務省,5,1,03,05,雑収入,国有財産利用収入,配当金収入,日本郵政株式会社配当金収入,42749872,50217016,-7467144
財務省,5,1,03,06,雑収入,国有財産利用収入,配当金収入,日本アルコール産業株式会社配当金収入,16001,20001,-4000
財務省,5,1,03,07,雑収入,国有財産利用収入,配当金収入,輸出入・港湾関連情報処理センター株式会社配当金収入,24005,30006,-6001
財務省,5,2,01,01,雑収入,納付金,日本銀行納付金,日本銀行納付金,889700000,1117300000,-227600000
財務省,5,2,06,01,雑収入,納付金,独立行政法人造幣局納付金,独立行政法人造幣局納付金,6934863,509353,6425510
財務省,5,2,03,07,雑収入,納付金,雑納付金,株式会社国際協力銀行納付金,301570,351018,-49448
財務省,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,1291586,1723880,-432294
財務省,5,2,03,88,雑収入,納付金,雑納付金,独立行政法人国立印刷局納付金,775626,1024044,-248418
財務省,5,2,03,87,雑収入,納付金,雑納付金,独立行政法人造幣局納付金,0,347234,-347234
財務省,5,3,03,26,雑収入,諸収入,特別会計受入金,財政投融資特別会計受入金,28203480,30581416,-2377936
財務省,5,3,03,09,雑収入,諸収入,特別会計受入金,外国為替資金特別会計受入金,2202022041,1238475863,963546178
財務省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,8,7,1
財務省,5,3,03,32,雑収入,諸収入,特別会計受入金,子ども・子育て支援特別会計受入金,672,692,-20
財務省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,1,1,0
財務省,5,3,34,03,雑収入,諸収入,防衛力強化特別会計受入金,外国為替資金特別会計受入金,998727807,774857178,223870629
財務省,5,3,36,01,雑収入,諸収入,脱炭素成長型経済構造移行推進特別会計受入金,エネルギー対策特別会計受入金,17002,10869,6133
財務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1133567,873300,260267
財務省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,1507264,1495010,12254
財務省,5,3,07,07,雑収入,諸収入,受託調査試験及役務収入,地方消費税徴収取扱費受入,16335425,16129088,206337
財務省,5,3,08,04,雑収入,諸収入,懲罰及没収金,国税犯則者納金,1362633,1276753,85880
財務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1131947,906736,225211
財務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,460772,450286,10486
財務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1363777,2659306,-1295529
財務省,5,3,02,01,雑収入,諸収入,文官恩給費特別会計等負担金,文官恩給費特別会計等負担金,132341,163563,-31222
財務省,5,3,37,01,雑収入,諸収入,防衛力強化資金受入,防衛力強化資金受入,1667221160,1154824165,512396995
財務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,174880,181515,-6635
財務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,27507,28501,-994
財務省,5,3,99,17,雑収入,諸収入,雑入,経過利子受入,76737579,84996484,-8258905
財務省,5,3,99,99,雑収入,諸収入,雑入,雑収,867090,746135,120955
財務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,0,6,-6
財務省,6,1,01,01,公債金,公債金,公債金,公債金,6791000000,9659000000,-2868000000
財務省,6,1,02,01,公債金,公債金,特例公債金,特例公債金,21856072460,32480000000,-10623927540
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,0,1093761763,-1093761763
財務省,7,1,02,01,前年度剰余金受入,前年度剰余金受入,東日本大震災復興前年度剰余金受入,前年度剰余金受入,0,10409630,-10409630
財務省,7,1,03,01,前年度剰余金受入,前年度剰余金受入,防衛力強化前年度剰余金受入,前年度剰余金受入,0,422314357,-422314357
財務省,7,1,04,01,前年度剰余金受入,前年度剰余金受入,脱炭素成長型経済構造移行推進前年度剰余金受入,前年度剰余金受入,0,33004700,-33004700
文部科学省,4,2,03,44,政府資産整理収入,回収金等収入,貸付金等回収金収入,育英資金貸付金償還金,58144250,56880897,1263353
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,763807,768507,-4700
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,29476,28728,748
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,17961,20371,-2410
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,11218,12026,-808
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,9682937,6210642,3472295
文部科学省,5,2,03,93,雑収入,納付金,雑納付金,国立研究開発法人理化学研究所納付金,966,0,966
文部科学省,5,2,03,92,雑収入,納付金,雑納付金,国立研究開発法人宇宙航空研究開発機構納付金,10771,0,10771
文部科学省,5,2,03,31,雑収入,納付金,雑納付金,国立研究開発法人日本医療研究開発機構納付金,2050303,4188,2046115
文部科学省,5,2,03,15,雑収入,納付金,雑納付金,独立行政法人教職員支援機構納付金,0,28063,-28063
文部科学省,5,2,03,26,雑収入,納付金,雑納付金,独立行政法人日本学生支援機構納付金,0,1041845,-1041845
文部科学省,5,2,03,32,雑収入,納付金,雑納付金,独立行政法人国立高等専門学校機構納付金,0,826672,-826672
文部科学省,5,2,03,38,雑収入,納付金,雑納付金,独立行政法人大学改革支援・学位授与機構納付金,0,487810,-487810
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,337807,328448,9359
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,243,247,-4
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,22686531,25368402,-2681871
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,3073,1847,1226
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,7459,7280,179
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,385,326,59
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料等収入,4407464,4395301,12163
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,971592,1103155,-131563
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,734841,652392,82449
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,2424,3713,-1289
厚生労働省,4,1,50,01,政府資産整理収入,国有財産処分収入,有償管理換収入,有償管理換収入,0,170000,-170000
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,382489,371253,11236
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,37992,38904,-912
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,57850,59821,-1971
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,5647,6330,-683
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,143461,108371,35090
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,74683,69355,5328
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,16855,17013,-158
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,18437,18836,-399
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,11973,72080,-60107
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,22124,76919,-54795
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,61940,63760,-1820
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,236819,137347,99472
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,704094185,642929845,61164340
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,23925,11073,12852
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,14641,14059,582
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,0,73477,-73477
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,53868,62200,-8332
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,31,13,18
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,108767,38636,70131
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,42545,113764,-71219
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,319144,311920,7224
厚生労働省,5,3,99,99,雑収入,諸収入,雑入,雑収,566081,622621,-56540
厚生労働省,5,3,34,05,雑収入,諸収入,防衛力強化特別会計受入金,労働保険特別会計受入金,0,216507425,-216507425
厚生労働省,5,3,35,01,雑収入,諸収入,防衛力強化弁償及返納金,返納金,0,163275003,-163275003
厚生労働省,5,2,03,47,雑収入,納付金,雑納付金,独立行政法人国立病院機構納付金,0,20588594,-20588594
厚生労働省,5,2,03,13,雑収入,納付金,雑納付金,独立行政法人医薬品医療機器総合機構納付金,0,320426,-320426
農林水産省,3,2,03,01,官業益金及官業収入,官業収入,国有林野事業収入,国有林野事業収入,36178061,38296112,-2118051
農林水産省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,622768,863888,-241120
農林水産省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,274325,264841,9484
農林水産省,4,2,03,37,政府資産整理収入,回収金等収入,貸付金等回収金収入,農地保有合理化促進対策資金貸付金償還金,16854,9289,7565
農林水産省,4,2,03,38,政府資産整理収入,回収金等収入,貸付金等回収金収入,就農支援資金貸付金償還金,580601,724852,-144251
農林水産省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,184538,191667,-7129
農林水産省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,73893,72786,1107
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,633079,656610,-23531
農林水産省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,371,597,-226
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,371458790,369971609,1487181
農林水産省,5,2,03,46,雑収入,納付金,雑納付金,独立行政法人農林水産消費安全技術センター納付金,259379,218760,40619
