主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成24年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,0,2010637713,-2010637713
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,515805,516151,-346
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,8192,8759,-567
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,41910,40107,1803
文部科学省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,111,204,-93
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,19875,17796,2079
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,7108800,8069613,-960813
文部科学省,5,2,03,68,雑収入,納付金,雑納付金,独立行政法人科学技術振興機構納付金,1762302,12660,1749642
文部科学省,5,2,03,33,雑収入,納付金,雑納付金,独立行政法人国立特別支援教育総合研究所納付金,0,123961,-123961
文部科学省,5,2,03,67,雑収入,納付金,雑納付金,独立行政法人大学入試センター納付金,0,361688,-361688
文部科学省,5,2,03,36,雑収入,納付金,雑納付金,独立行政法人国立青少年教育振興機構納付金,0,366480,-366480
文部科学省,5,2,03,34,雑収入,納付金,雑納付金,独立行政法人国立女性教育会館納付金,0,36438,-36438
文部科学省,5,2,03,35,雑収入,納付金,雑納付金,独立行政法人国立科学博物館納付金,0,63196,-63196
文部科学省,5,2,03,41,雑収入,納付金,雑納付金,独立行政法人防災科学技術研究所納付金,0,165276,-165276
文部科学省,5,2,03,40,雑収入,納付金,雑納付金,独立行政法人放射線医学総合研究所納付金,0,828768,-828768
文部科学省,5,2,03,43,雑収入,納付金,雑納付金,独立行政法人国立美術館納付金,0,1606374,-1606374
文部科学省,5,2,03,44,雑収入,納付金,雑納付金,独立行政法人国立文化財機構納付金,0,650868,-650868
文部科学省,5,2,03,15,雑収入,納付金,雑納付金,独立行政法人教員研修センター納付金,0,15415,-15415
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,25566,32792,-7226
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,5416,8088,-2672
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,8844575,6743715,2100860
文部科学省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,1449,1228,221
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,22024,22306,-282
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,8091,7792,299
文部科学省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,4,20,-16
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,5474,4792,682
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料収入,4976827,898701,4078126
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,2703608,2793063,-89455
文部科学省,5,3,99,15,雑収入,諸収入,雑入,学術研究奨励金受入,0,800,-800
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,1205413,1376231,-170818
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,75394,37800,37594
厚生労働省,3,2,02,01,官業益金及官業収入,官業収入,診療所収入,国立知的障害児施設等診療所収入,8304,9216,-912
厚生労働省,4,2,03,08,政府資産整理収入,回収金等収入,貸付金等回収金収入,消費生活協同組合資金貸付金償還金,1500,3000,-1500
厚生労働省,4,2,03,13,政府資産整理収入,回収金等収入,貸付金等回収金収入,災害援護資金貸付金償還金,732799,1103482,-370683
厚生労働省,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子寡婦福祉資金貸付金償還金,1202565,1616356,-413791
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,332905,347708,-14803
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,34161,42657,-8496
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,96881,117295,-20414
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,430,490,-60
厚生労働省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,120,120,0
厚生労働省,5,1,04,04,雑収入,国有財産利用収入,利子収入,消費生活協同組合資金貸付金利子収入,105,195,-90
厚生労働省,5,2,03,69,雑収入,納付金,雑納付金,独立行政法人労働政策研究・研修機構納付金,893,0,893
厚生労働省,5,2,03,20,雑収入,納付金,雑納付金,独立行政法人国立健康・栄養研究所納付金,0,252470,-252470
厚生労働省,5,2,03,96,雑収入,納付金,雑納付金,独立行政法人勤労者退職金共済機構納付金,0,67847,-67847
厚生労働省,5,2,03,98,雑収入,納付金,雑納付金,独立行政法人福祉医療機構納付金,0,2329957,-2329957
厚生労働省,5,2,03,48,雑収入,納付金,雑納付金,独立行政法人医薬基盤研究所納付金,0,59859,-59859
厚生労働省,5,2,03,21,雑収入,納付金,雑納付金,独立行政法人労働安全衛生総合研究所納付金,0,284242,-284242
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,22097005,566513,21530492
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,118500,111300,7200
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,23710,23880,-170
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,41997,41997,0
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,53169,36313,16856
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,133990,148022,-14032
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,62662,62662,0
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,40222,54555,-14333
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,263307260,213200392,50106868
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,80687,83150,-2463
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,4366,6140,-1774
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,11955,17650,-5695
厚生労働省,5,3,11,07,雑収入,諸収入,物品売払収入,あへん売払代,3072330,3092175,-19845
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,69352,75115,-5763
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,20,24,-4
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,10588,10181,407
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,348668,364919,-16251
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,297485,302121,-4636
厚生労働省,5,3,99,99,雑収入,諸収入,雑入,雑収,1485837,1292048,193789
農林水産省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,28563,28702,-139
農林水産省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,41265,42487,-1222
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,507686,543059,-35373
農林水産省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,232,257,-25
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,212806000,231788000,-18982000
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,1105112,12350816,-11245704
農林水産省,5,2,03,46,雑収入,納付金,雑納付金,独立行政法人農林水産消費安全技術センター納付金,0,1732917,-1732917
農林水産省,5,2,03,49,雑収入,納付金,雑納付金,独立行政法人種苗管理センター納付金,0,200172,-200172
農林水産省,5,2,03,50,雑収入,納付金,雑納付金,独立行政法人家畜改良センター納付金,0,899204,-899204
農林水産省,5,2,03,59,雑収入,納付金,雑納付金,独立行政法人水産大学校納付金,0,605515,-605515
農林水産省,5,2,03,52,雑収入,納付金,雑納付金,独立行政法人農業・食品産業技術総合研究機構納付金,0,1077780,-1077780
農林水産省,5,2,03,54,雑収入,納付金,雑納付金,独立行政法人農業生物資源研究所納付金,0,506716,-506716
農林水産省,5,2,03,55,雑収入,納付金,雑納付金,独立行政法人農業環境技術研究所納付金,0,583907,-583907
農林水産省,5,2,03,56,雑収入,納付金,雑納付金,独立行政法人国際農林水産業研究センター納付金,0,466950,-466950
農林水産省,5,2,03,58,雑収入,納付金,雑納付金,独立行政法人森林総合研究所納付金,0,2071010,-2071010
農林水産省,5,2,03,60,雑収入,納付金,雑納付金,独立行政法人水産総合研究センター納付金,0,1519604,-1519604
農林水産省,5,2,03,82,雑収入,納付金,雑納付金,独立行政法人農業者年金基金納付金,0,3270,-3270
農林水産省,5,2,03,83,雑収入,納付金,雑納付金,独立行政法人農林漁業信用基金納付金,0,1976246,-1976246
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,30552018,27559897,2992121
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,797779,797067,712
農林水産省,5,3,04,01,雑収入,諸収入,公共事業費負担金,土地改良事業費負担金,105817365,115454212,-9636847
農林水産省,5,3,04,02,雑収入,諸収入,公共事業費負担金,国営造成施設管理費負担金,170118,138588,31530
農林水産省,5,3,04,13,雑収入,諸収入,公共事業費負担金,地すべり対策事業費負担金,283829,289322,-5493
農林水産省,5,3,04,05,雑収入,諸収入,公共事業費負担金,特定漁港漁場整備事業費負担金,3278821,3492931,-214110
農林水産省,5,3,04,06,雑収入,諸収入,公共事業費負担金,農業用施設災害復旧事業費負担金,84860,1924911,-1840051
農林水産省,5,3,04,14,雑収入,諸収入,公共事業費負担金,直轄地すべり防止施設災害復旧費負担金,4252,4252,0
農林水産省,5,3,04,10,雑収入,諸収入,公共事業費負担金,治山災害復旧事業費負担金,36158,226959,-190801
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16090,16090,0
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,3598,3598,0
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,18097,1398914,-1380817
農林水産省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,2111,2095,16
農林水産省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,620,617,3
農林水産省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,225,225,0
農林水産省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,1156155,1261378,-105223
農林水産省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,21106,17344,3762
農林水産省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,195486,242177,-46691
農林水産省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,40256573,17942548,22314025
農林水産省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,3414,3315,99
農林水産省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,174878,207950,-33072
農林水産省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,7914,5918,1996
農林水産省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,6,10,-4
農林水産省,5,3,99,04,雑収入,諸収入,雑入,延滞金,2406,2344,62
農林水産省,5,3,99,99,雑収入,諸収入,雑入,雑収,1577767,2202298,-624531
農林水産省,5,3,19,01,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,土地改良事業費負担金,0,1822289,-1822289
農林水産省,5,3,19,13,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,地すべり対策事業費負担金,0,54832,-54832
農林水産省,5,3,19,05,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,特定漁港漁場整備事業費負担金,0,400000,-400000
農林水産省,5,3,19,06,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,農業用施設災害復旧事業費負担金,0,642773,-642773
農林水産省,5,3,19,21,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,農地災害復旧事業費負担金,0,404305,-404305
農林水産省,5,3,19,22,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,海岸保全施設災害復旧事業費負担金,0,700416,-700416
農林水産省,5,3,19,10,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,治山災害復旧事業費負担金,0,1267908,-1267908
農林水産省,5,3,19,16,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,漁港災害復旧事業費負担金,0,703598,-703598
農林水産省,5,3,19,23,雑収入,諸収入,東日本大震災復旧・復興公共事業費負担金,農業用施設等災害関連事業費負担金,0,364129,-364129
経済産業省,4,2,01,03,政府資産整理収入,回収金等収入,特別会計整理収入,貿易特別会計整理収入,188,214,-26
経済産業省,4,2,01,04,政府資産整理収入,回収金等収入,特別会計整理収入,米国対日援助物資等処理特別会計整理収入,12,12,0
経済産業省,4,2,03,25,政府資産整理収入,回収金等収入,貸付金等回収金収入,小規模企業者等設備導入資金貸付金償還金,3342520,3468860,-126340
経済産業省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,39683,33035,6648
経済産業省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,33109,39147,-6038
経済産業省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,34003,40564,-6561
経済産業省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,1740,2889,-1149
経済産業省,5,2,10,01,雑収入,納付金,特定アルコール譲渡者納付金,特定アルコール譲渡者納付金,10661210,11429180,-767970
経済産業省,5,2,03,62,雑収入,納付金,雑納付金,独立行政法人経済産業研究所納付金,0,651490,-651490
経済産業省,5,2,03,18,雑収入,納付金,雑納付金,独立行政法人産業技術総合研究所納付金,0,212326,-212326
経済産業省,5,2,03,63,雑収入,納付金,雑納付金,独立行政法人製品評価技術基盤機構納付金,0,839272,-839272
経済産業省,5,2,03,70,雑収入,納付金,雑納付金,独立行政法人日本貿易振興機構納付金,0,4728674,-4728674
経済産業省,5,3,21,01,雑収入,諸収入,東日本大震災復興エネルギー対策特別会計受入金,エネルギー対策特別会計受入金,2000000,0,2000000
経済産業省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,20931,12628,8303
経済産業省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,3376,3637,-261
経済産業省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,7397955,1752690,5645265
経済産業省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,53895,35120,18775
経済産業省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,8318,7644,674
経済産業省,5,3,99,04,雑収入,諸収入,雑入,延滞金,7198,4492,2706
経済産業省,5,3,99,99,雑収入,諸収入,雑入,雑収,3310255,4066959,-756704
経済産業省,5,3,03,22,雑収入,諸収入,特別会計受入金,特許特別会計受入金,0,181949,-181949
国土交通省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,65097,61720,3377
国土交通省,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,605413,1210826,-605413
国土交通省,4,2,03,22,政府資産整理収入,回収金等収入,貸付金等回収金収入,神戸港埠頭公社港湾施設災害復旧事業資金貸付金償還金,218526,218526,0
国土交通省,4,2,03,28,政府資産整理収入,回収金等収入,貸付金等回収金収入,日本下水道事業団貸付金償還金,83965,83965,0
国土交通省,4,2,03,29,政府資産整理収入,回収金等収入,貸付金等回収金収入,成田国際空港株式会社貸付金償還金,1100000,1100000,0
国土交通省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,650437,276594,373843
国土交通省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,191401,157767,33634
国土交通省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,454006,484205,-30199
国土交通省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,343231,377495,-34264
国土交通省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,1854734,2001696,-146962
国土交通省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,36,36,0
国土交通省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,82152,27291,54861
国土交通省,5,3,03,25,雑収入,諸収入,特別会計受入金,社会資本整備事業特別会計受入金,3821694,8556861,-4735167
国土交通省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,5007089,5329335,-322246
国土交通省,5,3,04,11,雑収入,諸収入,公共事業費負担金,国営公園整備事業費負担金,1952546,2081717,-129171
国土交通省,5,3,04,07,雑収入,諸収入,公共事業費負担金,河川等災害復旧事業費負担金,4218770,62063064,-57844294
国土交通省,5,3,04,08,雑収入,諸収入,公共事業費負担金,河川等災害関連事業費負担金,1099316,3466300,-2366984
国土交通省,5,3,04,18,雑収入,諸収入,公共事業費負担金,水資源開発施設災害復旧事業費負担金,0,497793,-497793
国土交通省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,74711,49094,25617
国土交通省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,18,47,-29
国土交通省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,515,254,261
国土交通省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,49226,54495,-5269
国土交通省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,2066,1450,616
国土交通省,5,3,07,05,雑収入,諸収入,受託調査試験及役務収入,測量標移転改埋費受入,1556,1556,0
国土交通省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,21667,19083,2584
国土交通省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,240324,229883,10441
国土交通省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,4491765,6592746,-2100981
国土交通省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,7228,7988,-760
国土交通省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,115171,155194,-40023
国土交通省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,15296,21524,-6228
国土交通省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,31,34,-3
国土交通省,5,3,99,04,雑収入,諸収入,雑入,延滞金,5983,6073,-90
