主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,令和2年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
内閣府,5,2,03,25,雑収入,納付金,雑納付金,不当表示違反者納付金,368760,279830,88930
内閣府,5,2,03,17,雑収入,納付金,雑納付金,独立行政法人国立公文書館納付金,6603,20966,-14363
内閣府,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,0,800000000,-800000000
内閣府,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,138033,134877,3156
内閣府,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,474511,166429,308082
内閣府,5,3,08,05,雑収入,諸収入,懲罰及没収金,交通反則者納金,54361639,56816994,-2455355
内閣府,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,85426,88257,-2831
内閣府,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,8423278,8347683,75595
内閣府,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,7390,8432,-1042
内閣府,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,205717,199073,6644
内閣府,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,9303,8925,378
内閣府,5,3,99,04,雑収入,諸収入,雑入,延滞金,4184,16040,-11856
内閣府,5,3,99,99,雑収入,諸収入,雑入,雑収,50974,43146,7828
総務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,57180,50245,6935
総務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,71708,69060,2648
総務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,34325,36497,-2172
総務省,5,2,03,74,雑収入,納付金,雑納付金,独立行政法人統計センター納付金,324780,413979,-89199
総務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1033498,1287765,-254267
総務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,5754,6317,-563
総務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,3850000,3820396,29604
総務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,12560,14847,-2287
総務省,5,3,15,01,雑収入,諸収入,電波利用料収入,電波利用料収入,74989656,74989656,0
総務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,5253,4721,532
総務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1096,1152,-56
総務省,5,3,99,99,雑収入,諸収入,雑入,雑収,813746,642100,171646
法務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,0,128,-128
法務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,195151,195977,-826
法務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,336965,281466,55499
法務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,267254,304341,-37087
法務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1213,1336,-123
法務省,5,1,02,07,雑収入,国有財産利用収入,国有財産使用収入,公共施設等運営権対価収入,0,64800,-64800
法務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,48789555,48379302,410253
法務省,5,3,08,02,雑収入,諸収入,懲罰及没収金,過料,1574256,1303783,270473
法務省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,1058530,1172184,-113654
法務省,5,3,08,01,雑収入,諸収入,懲罰及没収金,罰金及科料,39601116,41739360,-2138244
法務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,502035,562233,-60198
法務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,269878,327147,-57269
法務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,169319,94748,74571
法務省,5,3,10,01,雑収入,諸収入,矯正官署作業収入,刑務所作業収入,3712227,3838611,-126384
法務省,5,3,10,02,雑収入,諸収入,矯正官署作業収入,少年院職業指導収入,5175,5914,-739
法務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,41590,37299,4291
法務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,8454,15341,-6887
法務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,2667,3649,-982
法務省,5,3,99,05,雑収入,諸収入,雑入,期満後収入,136232,122044,14188
法務省,5,3,99,99,雑収入,諸収入,雑入,雑収,243239,183805,59434
外務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,73119,163955,-90836
外務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,41243,41269,-26
外務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,8771,8375,396
外務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,46309,46207,102
外務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,488176,566541,-78365
外務省,5,1,04,01,雑収入,国有財産利用収入,利子収入,預託金利子収入,17073,15498,1575
外務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,14444769,19295883,-4851114
外務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,4229,3808,421
外務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,8468995,7891109,577886
外務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,44239,44628,-389
外務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2370,2264,106
外務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,30,53,-23
外務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,245,179,66
外務省,5,3,99,99,雑収入,諸収入,雑入,雑収,38963,38269,694
財務省,1,1,01,01,租税及印紙収入,租税,所得税,源泉所得税,16209000000,16610000000,-401000000
財務省,1,1,01,02,租税及印紙収入,租税,所得税,申告所得税,3320000000,3324000000,-4000000
財務省,1,1,02,01,租税及印紙収入,租税,法人税,法人税,12065000000,12858000000,-793000000
財務省,1,1,03,01,租税及印紙収入,租税,相続税,相続税,2341000000,2232000000,109000000
財務省,1,1,20,01,租税及印紙収入,租税,消費税,消費税,21719000000,19392000000,2327000000
財務省,1,1,04,01,租税及印紙収入,租税,酒税,酒税,1265000000,1271000000,-6000000
財務省,1,1,18,01,租税及印紙収入,租税,たばこ税,たばこ税,914000000,889000000,25000000
財務省,1,1,06,01,租税及印紙収入,租税,揮発油税,揮発油税,2204000000,2303000000,-99000000
財務省,1,1,07,01,租税及印紙収入,租税,石油ガス税,石油ガス税,6000000,7000000,-1000000
財務省,1,1,17,01,租税及印紙収入,租税,航空機燃料税,航空機燃料税,54000000,52000000,2000000
財務省,1,1,54,02,租税及印紙収入,租税,石油石炭税,石油石炭税,655000000,707000000,-52000000
財務省,1,1,23,01,租税及印紙収入,租税,電源開発促進税,電源開発促進税,315000000,330000000,-15000000
財務省,1,1,16,01,租税及印紙収入,租税,自動車重量税,自動車重量税,393000000,376000000,17000000
財務省,1,1,25,01,租税及印紙収入,租税,国際観光旅客税,国際観光旅客税,54000000,50000000,4000000
財務省,1,1,14,01,租税及印紙収入,租税,関税,関税,946000000,1034000000,-88000000
財務省,1,1,15,01,租税及印紙収入,租税,とん税,とん税,10000000,11000000,-1000000
財務省,1,2,01,01,租税及印紙収入,印紙収入,印紙収入,収入印紙,672000000,708000000,-36000000
財務省,1,2,01,02,租税及印紙収入,印紙収入,印紙収入,現金収入,371000000,341000000,30000000
財務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,38500000,24000000,14500000
財務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,305864,312870,-7006
財務省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,22495,15336,7159
財務省,4,1,01,09,政府資産整理収入,国有財産処分収入,国有財産売払収入,証券売払代,6485049,4927632,1557417
財務省,4,1,02,01,政府資産整理収入,国有財産処分収入,特定国有財産売払収入,特定施設売払代,3785976,4715713,-929737
財務省,4,2,01,06,政府資産整理収入,回収金等収入,特別会計整理収入,産業投資特別会計整理収入,2714309,4244205,-1529896
財務省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,35398404,40861540,-5463136
財務省,4,2,02,01,政府資産整理収入,回収金等収入,引継債権整理収入,公団引継債権整理収入,24,24,0
財務省,4,2,50,57,政府資産整理収入,回収金等収入,政府出資回収金収入,米州開発銀行出資回収金,16658923,0,16658923
財務省,4,2,50,71,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人日本スポーツ振興センター出資回収金,1250000,2500000,-1250000
財務省,4,2,50,53,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人農林漁業信用基金出資回収金,5006176,0,5006176
財務省,4,2,50,19,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人中小企業基盤整備機構出資回収金,41179,18656,22523
財務省,4,2,50,56,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人海洋研究開発機構出資回収金,0,3949,-3949
財務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,19044453,18687234,357219
財務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1340413,1268455,71958
財務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,17522584,17823135,-300551
財務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,382,285,97
財務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,32984,40059,-7075
財務省,5,1,04,02,雑収入,国有財産利用収入,利子収入,指定預金利子収入,771,771,0
財務省,5,1,03,01,雑収入,国有財産利用収入,配当金収入,日本銀行配当金収入,2750,2750,0
財務省,5,1,03,03,雑収入,国有財産利用収入,配当金収入,成田国際空港株式会社配当金収入,835920,955765,-119845
財務省,5,1,03,05,雑収入,国有財産利用収入,配当金収入,日本郵政株式会社配当金収入,60000004,60000004,0
財務省,5,1,03,06,雑収入,国有財産利用収入,配当金収入,日本アルコール産業株式会社配当金収入,9680,14501,-4821
財務省,5,1,03,07,雑収入,国有財産利用収入,配当金収入,輸出入・港湾関連情報処理センター株式会社配当金収入,18004,17649,355
財務省,5,2,01,01,雑収入,納付金,日本銀行納付金,日本銀行納付金,643500000,571800000,71700000
財務省,5,2,06,01,雑収入,納付金,独立行政法人造幣局納付金,独立行政法人造幣局納付金,7650749,9251080,-1600331
財務省,5,2,03,07,雑収入,納付金,雑納付金,株式会社国際協力銀行納付金,216450,187440,29010
財務省,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,3119817,3330188,-210371
財務省,5,2,03,88,雑収入,納付金,雑納付金,独立行政法人国立印刷局納付金,1263361,171636,1091725
財務省,5,2,03,87,雑収入,納付金,雑納付金,独立行政法人造幣局納付金,0,2678519,-2678519
財務省,5,3,03,09,雑収入,諸収入,特別会計受入金,外国為替資金特別会計受入金,2590782630,1789283682,801498948
財務省,5,3,03,26,雑収入,諸収入,特別会計受入金,財政投融資特別会計受入金,146199919,432139407,-285939488
財務省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,8,7,1
財務省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,1,1,0
財務省,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,2616534,2616534,0
財務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,943146,942199,947
財務省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,1417660,1409396,8264
財務省,5,3,07,07,雑収入,諸収入,受託調査試験及役務収入,地方消費税徴収取扱費受入,15887738,16361157,-473419
財務省,5,3,08,04,雑収入,諸収入,懲罰及没収金,国税犯則者納金,3900204,5694428,-1794224
財務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1036082,1028225,7857
財務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,484214,481910,2304
財務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,113523,48682,64841
財務省,5,3,02,01,雑収入,諸収入,文官恩給費特別会計等負担金,文官恩給費特別会計等負担金,446353,552052,-105699
財務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,97554,75074,22480
財務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,26380,30474,-4094
財務省,5,3,99,17,雑収入,諸収入,雑入,経過利子受入,51587791,50106247,1481544
財務省,5,3,99,99,雑収入,諸収入,雑入,雑収,920935,841283,79652
財務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,0,2,-2
財務省,5,3,27,01,雑収入,諸収入,東日本大震災復興財政投融資特別会計受入金,財政投融資特別会計受入金,0,7205,-7205
財務省,6,1,01,01,公債金,公債金,公債金,公債金,7110000000,6952000000,158000000
財務省,6,1,02,01,公債金,公債金,特例公債金,特例公債金,25446200000,25708451922,-262251922
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,520689270,215930871,304758399
財務省,7,1,02,01,前年度剰余金受入,前年度剰余金受入,東日本大震災復興前年度剰余金受入,前年度剰余金受入,6758262,2587803,4170459
文部科学省,4,2,03,44,政府資産整理収入,回収金等収入,貸付金等回収金収入,育英資金貸付金償還金,37625211,0,37625211
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,634868,577106,57762
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,3681,3645,36
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,26539,28416,-1877
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,15470,14571,899
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,5573100,5276311,296789
文部科学省,5,2,03,31,雑収入,納付金,雑納付金,国立研究開発法人日本医療研究開発機構納付金,678972,0,678972
文部科学省,5,2,03,68,雑収入,納付金,雑納付金,国立研究開発法人科学技術振興機構納付金,0,756000,-756000
文部科学省,5,2,03,26,雑収入,納付金,雑納付金,独立行政法人日本学生支援機構納付金,0,1266955,-1266955
文部科学省,5,2,03,32,雑収入,納付金,雑納付金,独立行政法人国立高等専門学校機構納付金,0,165569,-165569
文部科学省,5,2,03,38,雑収入,納付金,雑納付金,独立行政法人大学改革支援・学位授与機構納付金,0,177518,-177518
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,43848,24890,18958
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,664,562,102
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,12034559,11386078,648481
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,25546,24942,604
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4032,4174,-142
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,3808,8935,-5127
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料等収入,4901602,5094115,-192513
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,1410858,1536805,-125947
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,966873,822167,144706
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,13696,13892,-196
厚生労働省,4,2,03,09,政府資産整理収入,回収金等収入,貸付金等回収金収入,公衆衛生修学資金貸付金償還金,1128,1128,0
厚生労働省,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子父子寡婦福祉資金貸付金償還金,2935136,2867046,68090
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,335599,330733,4866
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,44314,41359,2955
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,79790,82415,-2625
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,574,814,-240
厚生労働省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,0,12,-12
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,37402,33304,4098
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,78984,83604,-4620
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,18992,19146,-154
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,16021,16358,-337
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,87008,92503,-5495
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,97523,109725,-12202
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,73480,75240,-1760
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,4557,9691,-5134
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,594869976,462925307,131944669
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,82060,82106,-46
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2643,15828,-13185
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,12117,13192,-1075
厚生労働省,5,3,11,07,雑収入,諸収入,物品売払収入,あへん売払代,268816,705609,-436793
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,23852,24292,-440
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,44,66,-22
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1951,1933,18
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,34609,23963,10646
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,280914,280961,-47
厚生労働省,5,3,99,99,雑収入,諸収入,雑入,雑収,871917,857297,14620
厚生労働省,5,2,03,13,雑収入,納付金,雑納付金,独立行政法人医薬品医療機器総合機構納付金,0,943396,-943396
農林水産省,3,2,03,01,官業益金及官業収入,官業収入,国有林野事業収入,国有林野事業収入,32210466,30370114,1840352
農林水産省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,463458,473932,-10474
農林水産省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,169116,204468,-35352
農林水産省,4,2,03,37,政府資産整理収入,回収金等収入,貸付金等回収金収入,農地保有合理化促進対策資金貸付金償還金,20158,3346224,-3326066
農林水産省,4,2,03,38,政府資産整理収入,回収金等収入,貸付金等回収金収入,就農支援資金貸付金償還金,1243020,1284451,-41431
農林水産省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,211359,197298,14061
農林水産省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,84960,73448,11512
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,761237,835433,-74196
農林水産省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,5006,4397,609
農林水産省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1941,3159,-1218
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,327596468,314097358,13499110
農林水産省,5,2,03,46,雑収入,納付金,雑納付金,独立行政法人農林水産消費安全技術センター納付金,147695,287680,-139985
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,1223560,1332476,-108916
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,4345202,5625444,-1280242
農林水産省,5,3,28,01,雑収入,諸収入,東日本大震災復興食料安定供給特別会計受入金,食料安定供給特別会計受入金,1924696,2353662,-428966
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,956148,1007950,-51802
農林水産省,5,3,04,04,雑収入,諸収入,公共事業費負担金,治山事業費負担金,4570140,4858580,-288440
農林水産省,5,3,04,01,雑収入,諸収入,公共事業費負担金,土地改良事業費負担金,41824735,40724191,1100544
農林水産省,5,3,04,05,雑収入,諸収入,公共事業費負担金,特定漁港漁場整備事業費負担金,4375008,5120739,-745731
農林水産省,5,3,04,06,雑収入,諸収入,公共事業費負担金,農業用施設災害復旧事業費負担金,131536,134628,-3092
農林水産省,5,3,04,14,雑収入,諸収入,公共事業費負担金,直轄地すべり防止施設災害復旧費負担金,4252,4252,0
農林水産省,5,3,04,10,雑収入,諸収入,公共事業費負担金,治山災害復旧事業費負担金,33199,33207,-8
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16290,16290,0
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,3742,3742,0
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,18095,18105,-10
