所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,令和2年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,電子計算機等借料,1453076,1506536,-53460
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,招へい外国人滞在費,4557,4517,40
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,各所修繕,78757,77704,1053
国会,国立国会図書館,021,95,199,2,13,3,09,国立国会図書館,自動車重量税,87,62,25
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,国家公務員共済組合負担金,1189145,1200135,-10990
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,基礎年金等国家公務員共済組合負担金,287776,289671,-1895
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,育児休業手当金国家公務員共済組合負担金,492,277,215
国会,国立国会図書館,021,95,029,2,13,5,16,国立国会図書館,国有資産所在市町村交付金,2758,2793,-35
国会,国立国会図書館,021,95,012,2,72,5,16,国立国会図書館,国際図書館連盟等拠出金,9957,11946,-1989
国会,国立国会図書館,021,95,012,2,12,9,17,国立国会図書館,交際費,651,645,6
国会,国立国会図書館,021,95,012,2,95,9,18,国立国会図書館,賠償償還及払戻金,44,44,0
国会,国立国会図書館,021,95,012,2,95,9,20,国立国会図書館,納入出版物代償金,397476,393862,3614
国会,国立国会図書館,022,95,012,1,20,2,08,国立国会図書館施設費,施設施工旅費,209,1831,-1622
国会,国立国会図書館,022,95,012,1,20,3,09,国立国会図書館施設費,施設施工庁費,28411,62150,-33739
国会,国立国会図書館,022,95,012,1,20,4,15,国立国会図書館施設費,施設整備費,1173473,8574037,-7400564
国会,裁判官訴追委員会,031,95,012,2,11,1,02,裁判官訴追委員会,職員基本給,76397,73151,3246
国会,裁判官訴追委員会,031,95,012,2,11,1,03,裁判官訴追委員会,職員諸手当,39208,37392,1816
国会,裁判官訴追委員会,031,95,012,2,11,1,04,裁判官訴追委員会,超過勤務手当,4599,4457,142
国会,裁判官訴追委員会,031,95,012,2,11,1,05,裁判官訴追委員会,非常勤職員手当,8700,8830,-130
国会,裁判官訴追委員会,031,95,089,2,11,1,05,裁判官訴追委員会,児童手当,1680,1620,60
国会,裁判官訴追委員会,031,95,012,2,12,9,06,裁判官訴追委員会,諸謝金,100,100,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職務雑費,900,900,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職員旅費,904,896,8
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,委員旅費,907,899,8
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,証人等旅費,330,327,3
国会,裁判官訴追委員会,031,95,012,2,12,3,09,裁判官訴追委員会,庁費,4739,4800,-61
国会,裁判官弾劾裁判所,041,95,012,2,11,1,02,裁判官弾劾裁判所,職員基本給,66948,66071,877
国会,裁判官弾劾裁判所,041,95,012,2,11,1,03,裁判官弾劾裁判所,職員諸手当,37094,36475,619
国会,裁判官弾劾裁判所,041,95,012,2,11,1,04,裁判官弾劾裁判所,超過勤務手当,3024,2954,70
国会,裁判官弾劾裁判所,041,95,089,2,11,1,05,裁判官弾劾裁判所,児童手当,840,780,60
国会,裁判官弾劾裁判所,041,95,012,2,12,9,06,裁判官弾劾裁判所,諸謝金,159,159,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職務雑費,900,900,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職員旅費,407,399,8
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,委員旅費,281,276,5
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,証人等旅費,44,43,1
国会,裁判官弾劾裁判所,041,95,012,2,12,3,09,裁判官弾劾裁判所,庁費,4500,4804,-304
国会,裁判官弾劾裁判所,041,95,199,2,13,3,09,裁判官弾劾裁判所,自動車重量税,0,20,-20
裁判所,裁判所,001,95,014,2,11,1,02,最高裁判所,職員基本給,5357396,5334981,22415
裁判所,裁判所,001,95,014,2,11,1,03,最高裁判所,職員諸手当,2865716,2806712,59004
裁判所,裁判所,001,95,014,2,11,1,04,最高裁判所,超過勤務手当,750836,737255,13581
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,委員手当,15761,15761,0
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,非常勤職員手当,8507,8507,0
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,休職者給与,451628,526237,-74609
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,短時間勤務職員給与,1884,1866,18
裁判所,裁判所,001,95,014,2,15,1,05,最高裁判所,公務災害補償費,91159,122718,-31559
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,退職手当,19922450,18726855,1195595
裁判所,裁判所,001,95,089,2,11,1,05,最高裁判所,児童手当,66005,64040,1965
裁判所,裁判所,001,95,014,2,12,9,06,最高裁判所,諸謝金,235744,234886,858
裁判所,裁判所,001,95,014,2,71,9,06,最高裁判所,修習給付金,3314835,3363235,-48400
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,職員旅費,662849,694613,-31764
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国留学旅費,62197,60850,1347
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,赴任旅費,542233,548517,-6284
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,委員等旅費,11479,11146,333
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,司法修習生旅費,120553,121056,-503
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国人招へい旅費,6387,3889,2498
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,証人等旅費,12,12,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,庁費,1184995,1195394,-10399
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,情報処理業務庁費,621932,585337,36595
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国有財産管理処分庁費,54340,0,54340
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判資料整備費,591425,513354,78071
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,研修費,434036,445305,-11269
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国会図書館支部庁費,46665,46257,408
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判官等法服費,4490,6724,-2234
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,招へい外国人滞在費,3128,2515,613
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,各所修繕,1107120,1091125,15995
裁判所,裁判所,001,95,199,2,13,3,09,最高裁判所,自動車重量税,481,303,178
裁判所,裁判所,001,95,014,2,12,5,14,最高裁判所,司法修習生研修委託費,100648,99275,1373
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,国家公務員共済組合負担金,33176591,33407607,-231016
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,基礎年金等国家公務員共済組合負担金,7901205,7987549,-86344
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,育児休業手当金国家公務員共済組合負担金,12164,10515,1649
裁判所,裁判所,001,95,029,2,13,5,16,最高裁判所,国有資産所在市町村交付金,170368,166337,4031
裁判所,裁判所,001,95,014,2,72,5,16,最高裁判所,国際裁判官連合分担金,391,409,-18
裁判所,裁判所,001,95,014,2,12,9,17,最高裁判所,交際費,2114,2114,0
裁判所,裁判所,001,95,014,2,95,9,18,最高裁判所,賠償償還及払戻金,12388,239606,-227218
裁判所,裁判所,001,95,014,2,95,9,23,最高裁判所,修習資金貸与金,1005250,1015150,-9900
裁判所,裁判所,002,95,014,2,11,1,02,下級裁判所,職員基本給,126841708,126701102,140606
裁判所,裁判所,002,95,014,2,11,1,03,下級裁判所,職員諸手当,63608369,63046065,562304
裁判所,裁判所,002,95,014,2,11,1,04,下級裁判所,超過勤務手当,3564725,3548635,16090
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,委員手当,6730477,6928912,-198435
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,非常勤職員手当,110901,110901,0
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,短時間勤務職員給与,10932,10887,45
裁判所,裁判所,002,95,089,2,11,1,05,下級裁判所,児童手当,936870,972005,-35135
裁判所,裁判所,002,95,014,2,12,9,06,下級裁判所,諸謝金,76336,77756,-1420
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,職員旅費,225006,235204,-10198
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,委員等旅費,435208,442131,-6923
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,庁費,5255932,5153493,102439
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,情報処理業務庁費,118234,117295,939
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,国有財産管理処分庁費,142279,21142,121137
裁判所,裁判所,002,95,014,2,20,3,09,下級裁判所,法廷等器具整備費,577708,442655,135053
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,土地建物借料,16349,13847,2502
裁判所,裁判所,002,95,199,2,13,3,09,下級裁判所,自動車重量税,2761,1864,897
裁判所,裁判所,002,95,014,2,12,9,17,下級裁判所,交際費,1162,1152,10
裁判所,裁判所,003,95,014,2,11,1,05,検察審査費,委員手当,4329,3131,1198
裁判所,裁判所,003,95,014,2,12,9,06,検察審査費,諸謝金,248,186,62
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,職員旅費,527,523,4
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,委員等旅費,181,129,52
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,検察審査員旅費,241725,246155,-4430
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,証人等旅費,142,139,3
裁判所,裁判所,003,95,014,2,12,3,09,検察審査費,庁費,55782,48208,7574
裁判所,裁判所,004,95,014,2,12,9,06,裁判費,諸謝金,2152844,2139696,13148
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,裁判旅費,277277,267979,9298
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,執行官旅費,43636,43904,-268
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,委員等旅費,1499366,1526638,-27272
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,証人等旅費,202356,174803,27553
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,裁判庁費,13852185,14055069,-202884
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,特別送達料,575945,588511,-12566
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,身柄拘束者食糧費,424,416,8
裁判所,裁判所,004,95,014,2,12,5,14,裁判費,少年補導委託費,173679,159138,14541
裁判所,裁判所,004,95,014,2,95,9,18,裁判費,賠償償還及払戻金,277694,314241,-36547
裁判所,裁判所,004,95,014,2,95,9,19,裁判費,保証金,10000,10000,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,刑事補償金,641027,474017,167010
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,少年補償金,10021,10021,0
裁判所,裁判所,005,95,014,1,20,2,08,裁判所施設費,施設施工旅費,74105,92021,-17916
裁判所,裁判所,005,95,014,1,20,3,09,裁判所施設費,施設施工庁費,765676,534087,231589
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,施設整備費,16184693,16513228,-328535
裁判所,裁判所,005,95,014,1,94,4,15,裁判所施設費,不動産購入費,0,341010,-341010
裁判所,裁判所,009,95,014,2,95,9,99,裁判所予備経費,(裁判所予備経費),8000,8000,0
会計検査院,会計検査院,001,95,016,2,11,1,02,会計検査院,職員基本給,6161393,6218624,-57231
会計検査院,会計検査院,001,95,016,2,11,1,03,会計検査院,職員諸手当,3298484,3358085,-59601
会計検査院,会計検査院,001,95,016,2,11,1,04,会計検査院,超過勤務手当,979193,980940,-1747
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,委員手当,1415,1415,0
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,非常勤職員手当,15948,12736,3212
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,休職者給与,21882,12040,9842
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,国際機関等派遣職員給与,219,233,-14
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,短時間勤務職員給与,229467,229324,143
会計検査院,会計検査院,001,95,016,2,15,1,05,会計検査院,公務災害補償費,15255,13382,1873
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,退職手当,1239130,1669290,-430160
会計検査院,会計検査院,001,95,089,2,11,1,05,会計検査院,児童手当,47935,48105,-170
会計検査院,会計検査院,001,95,016,2,12,9,06,会計検査院,諸謝金,8023,8027,-4
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,職員旅費,52902,55114,-2212
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,検査旅費,459180,459180,0
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国留学旅費,8045,6327,1718
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,赴任旅費,10627,6679,3948
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,委員等旅費,3936,3765,171
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国人招へい旅費,10409,8658,1751
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,庁費,239938,239938,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,研修所庁費,117201,111631,5570
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査情報処理業務庁費,931321,1040421,-109100
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,国会図書館支部庁費,1535,1168,367
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,通信専用料,829,822,7
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,電子計算機等借料,216836,245366,-28530
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,招へい外国人滞在費,1293,1015,278
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,各所修繕,15525,15527,-2
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査活動費,249909,238897,11012
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,民間資金等活用事業調査費,23035,6570,16465
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,公共施設等維持管理運営費,506921,497066,9855
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,官民区分所有施設維持管理運営費,125114,123048,2066
会計検査院,会計検査院,001,95,199,2,13,3,09,会計検査院,自動車重量税,181,127,54
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,国家公務員共済組合負担金,1607074,1659694,-52620
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,基礎年金等国家公務員共済組合負担金,411766,414863,-3097
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,育児休業手当金国家公務員共済組合負担金,249,331,-82
会計検査院,会計検査院,001,95,029,2,13,5,16,会計検査院,国有資産所在市町村交付金,227,246,-19
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織分担金,2842,2634,208
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織拠出金,4950,4950,0
会計検査院,会計検査院,001,95,016,2,12,9,17,会計検査院,交際費,765,594,171
会計検査院,会計検査院,001,95,016,2,95,9,18,会計検査院,賠償償還及払戻金,10,10,0
会計検査院,会計検査院,002,95,016,1,20,2,08,会計検査院施設費,施設施工旅費,780,286,494
会計検査院,会計検査院,002,95,016,1,20,3,09,会計検査院施設費,施設施工庁費,15308,2146,13162
会計検査院,会計検査院,002,95,016,1,20,4,15,会計検査院施設費,施設整備費,62042,20683,41359
内閣,内閣官房,001,95,016,2,11,1,02,内閣官房共通費,職員基本給,6872500,6662895,209605
内閣,内閣官房,001,95,016,2,11,1,03,内閣官房共通費,職員諸手当,3640223,3516981,123242
内閣,内閣官房,001,95,016,2,11,1,04,内閣官房共通費,超過勤務手当,1095190,1064261,30929
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,委員手当,14457,17510,-3053
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,非常勤職員手当,1085759,901340,184419
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,休職者給与,16936,16926,10
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,短時間勤務職員給与,181511,165619,15892
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,退職手当,1071027,1171842,-100815
内閣,内閣官房,001,95,089,2,11,1,05,内閣官房共通費,児童手当,64935,64935,0
