所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,令和2年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
内閣府,内閣本府,028,41,051,1,20,4,00,沖縄開発事業費,治水事業調査費,17000,17298,-298
内閣府,内閣本府,028,42,052,1,20,4,00,沖縄開発事業費,道路調査費,51000,43000,8000
内閣府,内閣本府,028,43,052,1,20,4,00,沖縄開発事業費,港湾事業調査費,12000,12000,0
内閣府,内閣本府,028,46,052,1,20,4,00,沖縄開発事業費,農業生産基盤整備事業調査費,3197,3197,0
内閣府,内閣本府,028,41,051,1,82,5,00,沖縄開発事業費,治山事業費補助,329000,318000,11000
内閣府,内閣本府,028,42,052,1,82,5,00,沖縄開発事業費,地域連携道路事業費補助,3708000,2772000,936000
内閣府,内閣本府,028,42,052,1,82,5,00,沖縄開発事業費,道路更新防災等対策事業費補助,1500000,100000,1400000
内閣府,内閣本府,028,42,052,1,82,5,00,沖縄開発事業費,道路維持費補助,26000,34000,-8000
内閣府,内閣本府,028,43,052,1,82,5,00,沖縄開発事業費,港湾改修費補助,865872,1413468,-547596
内閣府,内閣本府,028,44,052,1,82,5,00,沖縄開発事業費,道路交通安全施設等整備事業費補助,160000,0,160000
内閣府,内閣本府,028,44,052,1,82,5,00,沖縄開発事業費,無電柱化推進事業費補助,108000,0,108000
内閣府,内閣本府,028,45,086,1,92,5,00,沖縄開発事業費,水道施設整備費補助,2800000,2500000,300000
内閣府,内閣本府,028,46,052,1,82,5,00,沖縄開発事業費,農業生産基盤整備事業費補助,8011810,6157086,1854724
内閣府,内閣本府,028,46,052,1,82,5,00,沖縄開発事業費,森林環境保全整備事業費補助,292000,292000,0
内閣府,内閣本府,028,46,052,1,82,5,00,沖縄開発事業費,水産基盤整備事業費補助,3635870,3047369,588501
内閣府,内閣本府,028,42,052,1,82,5,00,沖縄開発事業費,道路調査費補助,9000,8000,1000
内閣府,内閣本府,028,46,052,1,82,5,00,沖縄開発事業費,水産基盤整備調査費補助,5000,0,5000
内閣府,内閣本府,028,42,052,1,81,5,00,沖縄開発事業費,位置境界不明地域市町村道特別交付金,1000,0,1000
内閣府,内閣本府,028,45,086,1,82,5,00,沖縄開発事業費,循環型社会形成推進交付金,1340000,1359000,-19000
内閣府,内閣本府,028,47,052,1,82,5,00,沖縄開発事業費,社会資本整備総合交付金,15165000,15100000,65000
内閣府,内閣本府,028,47,052,1,82,5,00,沖縄開発事業費,防災・安全社会資本整備交付金,3907000,4422000,-515000
内閣府,内閣本府,028,44,052,1,20,4,00,沖縄開発事業費,沿道環境改善事業費,0,20000,-20000
内閣府,内閣本府,190,48,059,1,20,4,99,沖縄北部連携促進特別振興対策特定開発事業推進費,(沖縄北部連携促進特別振興対策特定開発事業推進費),2619000,2619000,0
内閣府,内閣本府,032,95,016,2,11,1,05,共生社会政策費,非常勤職員手当,24024,21168,2856
内閣府,内閣本府,032,95,016,2,12,9,06,共生社会政策費,諸謝金,1084560,1095675,-11115
内閣府,内閣本府,032,95,016,2,12,2,08,共生社会政策費,職員旅費,23685,26295,-2610
内閣府,内閣本府,032,95,016,2,12,2,08,共生社会政策費,委員等旅費,12136,12728,-592
内閣府,内閣本府,032,95,072,2,12,2,08,共生社会政策費,青年海外派遣旅費,1920,1920,0
内閣府,内閣本府,032,95,016,2,12,3,09,共生社会政策費,庁費,74515,74635,-120
内閣府,内閣本府,032,95,016,2,12,3,09,共生社会政策費,情報処理業務庁費,24576,24205,371
内閣府,内閣本府,032,95,072,2,12,3,09,共生社会政策費,青年の船運航費,776912,775843,1069
内閣府,内閣本府,032,95,016,2,81,5,16,共生社会政策費,地域子供の未来応援交付金,150750,150750,0
内閣府,内閣本府,033,95,016,2,12,3,09,栄典行政費,情報処理業務庁費,101953,27407,74546
内閣府,内閣本府,033,95,016,2,12,3,09,栄典行政費,電子計算機等借料,10059,9036,1023
内閣府,内閣本府,033,95,016,2,12,3,09,栄典行政費,褒賞品製造費,2690882,2680198,10684
内閣府,内閣本府,034,95,016,2,11,1,05,男女共同参画社会形成促進費,委員手当,757,0,757
内閣府,内閣本府,034,95,016,2,11,1,05,男女共同参画社会形成促進費,非常勤職員手当,19035,19035,0
内閣府,内閣本府,034,95,016,2,12,9,06,男女共同参画社会形成促進費,諸謝金,229531,213280,16251
内閣府,内閣本府,034,95,016,2,12,2,08,男女共同参画社会形成促進費,職員旅費,22829,27570,-4741
内閣府,内閣本府,034,95,016,2,12,2,08,男女共同参画社会形成促進費,委員等旅費,9897,12019,-2122
内閣府,内閣本府,034,95,016,2,12,3,09,男女共同参画社会形成促進費,庁費,50602,52295,-1693
内閣府,内閣本府,034,95,016,2,12,3,09,男女共同参画社会形成促進費,情報処理業務庁費,18167,18266,-99
内閣府,内閣本府,034,95,016,2,81,5,16,男女共同参画社会形成促進費,地域女性活躍推進交付金,150000,150000,0
内閣府,内閣本府,034,95,016,2,81,5,16,男女共同参画社会形成促進費,性暴力・配偶者暴力被害者等支援交付金,475992,209496,266496
内閣府,内閣本府,038,95,016,2,11,1,05,食品安全政策費,委員手当,106,106,0
内閣府,内閣本府,038,95,016,2,12,9,06,食品安全政策費,諸謝金,675,766,-91
内閣府,内閣本府,038,95,016,2,12,2,08,食品安全政策費,職員旅費,9831,11418,-1587
内閣府,内閣本府,038,95,016,2,12,2,08,食品安全政策費,委員等旅費,11635,11734,-99
内閣府,内閣本府,038,95,016,2,12,2,08,食品安全政策費,外国人招へい旅費,4437,2958,1479
内閣府,内閣本府,038,95,016,2,12,3,09,食品安全政策費,庁費,42700,42700,0
内閣府,内閣本府,038,95,016,2,12,3,09,食品安全政策費,食品安全関係調査費,59581,59520,61
内閣府,内閣本府,038,13,087,2,12,5,14,食品安全政策費,食品健康影響評価技術研究委託費,198960,192960,6000
内閣府,内閣本府,040,95,016,2,12,2,08,公益法人制度適正運営推進費,職員旅費,6462,6490,-28
内閣府,内閣本府,040,95,016,2,12,2,08,公益法人制度適正運営推進費,委員等旅費,6462,6490,-28
内閣府,内閣本府,040,95,016,2,12,3,09,公益法人制度適正運営推進費,庁費,31327,30886,441
内閣府,内閣本府,040,95,016,2,12,3,09,公益法人制度適正運営推進費,情報処理業務庁費,111410,113047,-1637
内閣府,内閣本府,041,13,073,2,20,1,02,経済社会総合研究所,職員基本給,746954,743907,3047
内閣府,内閣本府,041,13,073,2,20,1,03,経済社会総合研究所,職員諸手当,390858,389829,1029
内閣府,内閣本府,041,13,073,2,20,1,04,経済社会総合研究所,超過勤務手当,41732,41315,417
内閣府,内閣本府,041,13,073,2,20,1,05,経済社会総合研究所,非常勤職員手当,20203,23686,-3483
内閣府,内閣本府,041,13,073,2,20,1,05,経済社会総合研究所,短時間勤務職員給与,60024,42301,17723
内閣府,内閣本府,041,13,089,2,20,1,05,経済社会総合研究所,児童手当,4590,4455,135
内閣府,内閣本府,041,13,073,2,20,9,06,経済社会総合研究所,諸謝金,18585,19442,-857
内閣府,内閣本府,041,13,073,2,20,2,08,経済社会総合研究所,職員旅費,13591,14082,-491
内閣府,内閣本府,041,13,073,2,20,2,08,経済社会総合研究所,委員等旅費,10786,9841,945
内閣府,内閣本府,041,13,073,2,20,2,08,経済社会総合研究所,在外研究員旅費,0,761,-761
内閣府,内閣本府,041,13,073,2,20,3,09,経済社会総合研究所,情報処理業務庁費,126839,130541,-3702
内閣府,内閣本府,041,13,073,2,20,3,09,経済社会総合研究所,景気動向調査費,126495,122706,3789
内閣府,内閣本府,041,13,073,2,20,3,09,経済社会総合研究所,試験研究費,384348,364651,19697
内閣府,内閣本府,041,13,073,2,12,5,14,経済社会総合研究所,経済調査等地方公共団体委託費,24450,23655,795
内閣府,内閣本府,041,13,073,2,12,5,14,経済社会総合研究所,経済調査等委託費,154359,149291,5068
内閣府,内閣本府,042,95,016,2,12,9,06,迎賓施設運営費,諸謝金,23311,23379,-68
内閣府,内閣本府,042,95,016,2,12,2,08,迎賓施設運営費,委員等旅費,443,442,1
内閣府,内閣本府,042,95,016,2,12,3,09,迎賓施設運営費,迎賓施設業務庁費,2131614,2088211,43403
内閣府,内閣本府,042,95,016,2,12,3,09,迎賓施設運営費,各所修繕,34953,36592,-1639
内閣府,内閣本府,200,95,199,2,12,9,06,プレミアム付商品券事業助成費,諸謝金,254,0,254
内閣府,内閣本府,200,95,199,2,12,2,08,プレミアム付商品券事業助成費,プレミアム付商品券事業旅費,2296,1423,873
内閣府,内閣本府,200,95,199,2,12,3,09,プレミアム付商品券事業助成費,プレミアム付商品券事業庁費,50889,1517689,-1466800
内閣府,内閣本府,200,95,199,2,86,5,16,プレミアム付商品券事業助成費,プレミアム付商品券事業費補助金,0,122500000,-122500000
内閣府,内閣本府,200,95,199,2,86,5,16,プレミアム付商品券事業助成費,プレミアム付商品券事務費補助金,0,48244500,-48244500
内閣府,内閣本府,049,43,052,2,92,6,00,航空機燃料税財源沖縄空港整備事業費自動車安全特別会計へ繰入,航空機燃料税財源の自動車安全特別会計へ繰入,15648000,12953000,2695000
内閣府,内閣本府,047,43,052,1,92,6,00,沖縄空港整備事業費自動車安全特別会計へ繰入,空港整備事業財源自動車安全特別会計へ繰入,0,16134987,-16134987
内閣府,地方創生推進事務局,231,95,016,2,11,1,02,地方創生推進事務局,職員基本給,38009,37777,232
内閣府,地方創生推進事務局,231,95,016,2,11,1,03,地方創生推進事務局,職員諸手当,20241,20089,152
内閣府,地方創生推進事務局,231,95,016,2,11,1,04,地方創生推進事務局,超過勤務手当,4024,3914,110
内閣府,地方創生推進事務局,231,95,016,2,11,1,05,地方創生推進事務局,委員手当,1983,1983,0
内閣府,地方創生推進事務局,231,95,016,2,11,1,05,地方創生推進事務局,非常勤職員手当,32490,32453,37
内閣府,地方創生推進事務局,231,95,089,2,11,1,05,地方創生推進事務局,児童手当,480,660,-180
内閣府,地方創生推進事務局,231,95,016,2,12,9,06,地方創生推進事務局,諸謝金,18185,25957,-7772
内閣府,地方創生推進事務局,231,95,016,2,12,2,08,地方創生推進事務局,職員旅費,28713,29659,-946
内閣府,地方創生推進事務局,231,95,016,2,12,2,08,地方創生推進事務局,委員等旅費,11945,10956,989
内閣府,地方創生推進事務局,231,95,016,2,12,3,09,地方創生推進事務局,庁費,82710,85501,-2791
内閣府,地方創生推進事務局,231,95,016,2,12,3,09,地方創生推進事務局,情報処理業務庁費,17401,47401,-30000
内閣府,地方創生推進事務局,231,95,016,2,12,5,14,地方創生推進事務局,地方創生推進委託費,1152650,926892,225758
内閣府,地方創生推進事務局,231,95,016,2,40,5,16,地方創生推進事務局,地域再生支援利子補給金,239328,251924,-12596
内閣府,地方創生推進事務局,231,95,016,2,40,5,16,地方創生推進事務局,総合特区支援利子補給金,556826,579022,-22196
内閣府,地方創生推進事務局,231,95,016,2,40,5,16,地方創生推進事務局,国家戦略特区支援利子補給金,13672,74036,-60364
内閣府,地方創生推進事務局,232,95,199,2,12,9,99,総合特区推進調整費,(総合特区推進調整費),10000,200000,-190000
内閣府,地方創生推進事務局,233,95,199,2,81,5,16,地方創生推進費,地方創生推進交付金,57223000,60259000,-3036000
内閣府,地方創生推進事務局,233,95,199,1,82,5,16,地方創生推進費,地方創生拠点整備交付金,3000000,0,3000000
内閣府,地方創生推進事務局,233,95,199,2,81,5,16,地方創生推進費,地方大学・地域産業創生交付金,2250000,2250000,0
内閣府,地方創生推進事務局,234,48,052,1,82,5,00,地方創生基盤整備事業推進費,地方創生整備推進交付金,39777000,39741000,36000
内閣府,地方創生推進事務局,235,95,016,2,12,3,09,特定地域づくり事業推進費,特定地域づくり事業推進調査費,15698,0,15698
内閣府,地方創生推進事務局,235,95,199,2,81,5,16,特定地域づくり事業推進費,特定地域づくり事業推進交付金,484302,0,484302
内閣府,知的財産戦略推進事務局,241,95,016,2,11,1,02,知的財産戦略推進事務局,職員基本給,21154,20957,197
内閣府,知的財産戦略推進事務局,241,95,016,2,11,1,03,知的財産戦略推進事務局,職員諸手当,11448,11360,88
内閣府,知的財産戦略推進事務局,241,95,016,2,11,1,04,知的財産戦略推進事務局,超過勤務手当,1343,1301,42
内閣府,知的財産戦略推進事務局,241,95,016,2,11,1,05,知的財産戦略推進事務局,委員手当,3107,4065,-958
内閣府,知的財産戦略推進事務局,241,95,016,2,11,1,05,知的財産戦略推進事務局,非常勤職員手当,27387,27813,-426
内閣府,知的財産戦略推進事務局,241,95,089,2,11,1,05,知的財産戦略推進事務局,児童手当,420,540,-120
内閣府,知的財産戦略推進事務局,241,95,016,2,12,9,06,知的財産戦略推進事務局,諸謝金,52727,30605,22122
内閣府,知的財産戦略推進事務局,241,95,016,2,12,2,08,知的財産戦略推進事務局,職員旅費,12018,13592,-1574
内閣府,知的財産戦略推進事務局,241,95,016,2,12,2,08,知的財産戦略推進事務局,委員等旅費,7147,6662,485
内閣府,知的財産戦略推進事務局,241,95,016,2,12,3,09,知的財産戦略推進事務局,庁費,55345,54944,401
内閣府,宇宙開発戦略推進事務局,251,95,016,2,11,1,02,宇宙開発戦略推進事務局,職員基本給,92538,92112,426
内閣府,宇宙開発戦略推進事務局,251,95,016,2,11,1,03,宇宙開発戦略推進事務局,職員諸手当,53875,52695,1180
内閣府,宇宙開発戦略推進事務局,251,95,016,2,11,1,04,宇宙開発戦略推進事務局,超過勤務手当,10848,10766,82
内閣府,宇宙開発戦略推進事務局,251,95,016,2,11,1,05,宇宙開発戦略推進事務局,委員手当,10007,10007,0
内閣府,宇宙開発戦略推進事務局,251,95,016,2,11,1,05,宇宙開発戦略推進事務局,非常勤職員手当,72011,72566,-555
内閣府,宇宙開発戦略推進事務局,251,95,089,2,11,1,05,宇宙開発戦略推進事務局,児童手当,900,960,-60
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,9,06,宇宙開発戦略推進事務局,諸謝金,6746,6746,0
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,2,08,宇宙開発戦略推進事務局,職員旅費,67125,67688,-563
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,2,08,宇宙開発戦略推進事務局,委員等旅費,38539,37370,1169
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,3,09,宇宙開発戦略推進事務局,庁費,50072,41194,8878
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,3,09,宇宙開発戦略推進事務局,実用準天頂衛星業務庁費,341374,341381,-7
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,3,09,宇宙開発戦略推進事務局,土地建物借料,66587,64407,2180
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,3,09,宇宙開発戦略推進事務局,公共施設等維持管理運営費,7664236,7634153,30083
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,5,14,宇宙開発戦略推進事務局,宇宙開発利用推進調査委託費,430301,429745,556
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,5,14,宇宙開発戦略推進事務局,実用準天頂衛星システム開発等委託費,18709785,18258868,450917
内閣府,宇宙開発戦略推進事務局,251,95,016,2,12,9,17,宇宙開発戦略推進事務局,交際費,150,150,0
内閣府,北方対策本部,061,95,016,2,11,1,02,北方対策本部,職員基本給,69699,69976,-277
内閣府,北方対策本部,061,95,016,2,11,1,03,北方対策本部,職員諸手当,39796,38775,1021
内閣府,北方対策本部,061,95,016,2,11,1,04,北方対策本部,超過勤務手当,7910,7964,-54
内閣府,北方対策本部,061,95,016,2,11,1,05,北方対策本部,短時間勤務職員給与,8173,8177,-4
内閣府,北方対策本部,061,95,016,2,12,9,06,北方対策本部,諸謝金,29141,28880,261
内閣府,北方対策本部,061,95,016,2,12,2,08,北方対策本部,職員旅費,10354,10179,175
内閣府,北方対策本部,061,95,016,2,12,2,08,北方対策本部,委員等旅費,3064,2865,199
内閣府,北方対策本部,061,95,016,2,12,3,09,北方対策本部,庁費,36647,55145,-18498
内閣府,北方対策本部,061,95,191,2,30,5,16,北方対策本部,北方地域旧漁業権者等貸付事業費補助金,152837,145362,7475
内閣府,北方対策本部,062,95,191,2,30,5,16,独立行政法人北方領土問題対策協会運営費,独立行政法人北方領土問題対策協会一般業務勘定運営費交付金,1333129,1321239,11890
内閣府,子ども・子育て本部,211,95,016,2,11,1,02,子ども・子育て本部,職員基本給,148020,141723,6297
内閣府,子ども・子育て本部,211,95,016,2,11,1,03,子ども・子育て本部,職員諸手当,79789,75816,3973
内閣府,子ども・子育て本部,211,95,016,2,11,1,04,子ども・子育て本部,超過勤務手当,18820,18539,281
内閣府,子ども・子育て本部,211,95,016,2,11,1,05,子ども・子育て本部,委員手当,6738,6738,0
内閣府,子ども・子育て本部,211,95,016,2,11,1,05,子ども・子育て本部,非常勤職員手当,13895,10667,3228
内閣府,子ども・子育て本部,211,95,089,2,11,1,05,子ども・子育て本部,児童手当,1680,1680,0
内閣府,子ども・子育て本部,211,95,016,2,12,9,06,子ども・子育て本部,諸謝金,132294,103964,28330
内閣府,子ども・子育て本部,211,95,016,2,12,2,08,子ども・子育て本部,職員旅費,12999,13180,-181
内閣府,子ども・子育て本部,211,95,016,2,12,2,08,子ども・子育て本部,監査旅費,969,1051,-82
内閣府,子ども・子育て本部,211,95,016,2,12,2,08,子ども・子育て本部,委員等旅費,9041,8977,64
内閣府,子ども・子育て本部,211,95,016,2,12,3,09,子ども・子育て本部,庁費,88581,88581,0
内閣府,子ども・子育て本部,211,95,016,2,12,3,09,子ども・子育て本部,情報処理業務庁費,0,40944,-40944
内閣府,子ども・子育て本部,211,95,016,2,81,5,16,子ども・子育て本部,地域少子化対策重点推進交付金,950000,950000,0
内閣府,子ども・子育て本部,211,95,016,2,72,5,16,子ども・子育て本部,経済協力開発機構拠出金,4487,5987,-1500
内閣府,子ども・子育て本部,212,05,083,2,60,5,16,大学等修学支援費,学資支給金補助金,235383595,0,235383595
内閣府,子ども・子育て本部,212,05,083,2,86,5,16,大学等修学支援費,授業料等減免費負担金,26351431,0,26351431
内閣府,子ども・子育て本部,212,05,083,2,71,5,16,大学等修学支援費,授業料等減免費交付金,226440785,0,226440785
内閣府,子ども・子育て本部,213,06,089,2,71,6,22,子ども・子育て支援年金特別会計へ繰入,年金特別会計へ繰入,99164115,76106172,23057943
内閣府,子ども・子育て本部,213,05,089,2,71,6,22,子ども・子育て支援年金特別会計へ繰入,児童手当年金特別会計へ繰入,1089088853,1116851904,-27763051
内閣府,子ども・子育て本部,213,05,089,2,71,6,22,子ども・子育て支援年金特別会計へ繰入,子どものための教育・保育給付等年金特別会計へ繰入,1274356495,1059620523,214735972
内閣府,子ども・子育て本部,213,05,089,2,71,6,22,子ども・子育て支援年金特別会計へ繰入,地域子ども・子育て支援事業年金特別会計へ繰入,46901792,45336132,1565660
内閣府,総合海洋政策推進事務局,261,95,016,2,11,1,02,総合海洋政策推進事務局,職員基本給,12888,12888,0
内閣府,総合海洋政策推進事務局,261,95,016,2,11,1,03,総合海洋政策推進事務局,職員諸手当,8309,8203,106
内閣府,総合海洋政策推進事務局,261,95,016,2,11,1,05,総合海洋政策推進事務局,委員手当,2389,2389,0
内閣府,総合海洋政策推進事務局,261,95,016,2,11,1,05,総合海洋政策推進事務局,非常勤職員手当,5977,5612,365
内閣府,総合海洋政策推進事務局,261,95,016,2,12,9,06,総合海洋政策推進事務局,諸謝金,26736,31049,-4313
内閣府,総合海洋政策推進事務局,261,95,016,2,12,2,08,総合海洋政策推進事務局,職員旅費,20636,21300,-664
内閣府,総合海洋政策推進事務局,261,95,016,2,12,2,08,総合海洋政策推進事務局,委員等旅費,7133,7181,-48
内閣府,総合海洋政策推進事務局,261,95,016,2,12,3,09,総合海洋政策推進事務局,庁費,20332,20208,124
内閣府,総合海洋政策推進事務局,261,95,016,2,12,3,09,総合海洋政策推進事務局,土地建物借料,35684,34779,905
内閣府,総合海洋政策推進事務局,261,95,016,2,12,3,09,総合海洋政策推進事務局,情報処理業務庁費,0,6037,-6037
内閣府,総合海洋政策推進事務局,262,95,016,2,12,9,06,有人国境離島政策推進費,諸謝金,14831,18165,-3334
内閣府,総合海洋政策推進事務局,262,95,016,2,12,2,08,有人国境離島政策推進費,職員旅費,6113,7172,-1059
内閣府,総合海洋政策推進事務局,262,95,016,2,12,2,08,有人国境離島政策推進費,委員等旅費,499,1224,-725
内閣府,総合海洋政策推進事務局,262,95,016,2,12,3,09,有人国境離島政策推進費,庁費,1153,1280,-127
内閣府,総合海洋政策推進事務局,262,95,199,2,81,5,16,有人国境離島政策推進費,特定有人国境離島地域社会維持推進交付金,5000000,5000000,0
内閣府,総合海洋政策推進事務局,262,95,199,2,40,5,16,有人国境離島政策推進費,特定有人国境離島地域事業活動支援利子補給金,12741,4060,8681
内閣府,国際平和協力本部,071,95,016,2,11,1,02,国際平和協力本部,職員基本給,130614,130107,507
内閣府,国際平和協力本部,071,95,016,2,11,1,03,国際平和協力本部,職員諸手当,101680,93179,8501
内閣府,国際平和協力本部,071,95,016,2,11,1,04,国際平和協力本部,超過勤務手当,15031,15285,-254
内閣府,国際平和協力本部,071,95,016,2,11,1,05,国際平和協力本部,非常勤職員手当,39990,38633,1357
内閣府,国際平和協力本部,071,95,089,2,11,1,05,国際平和協力本部,児童手当,2040,1470,570
内閣府,国際平和協力本部,071,95,016,2,12,9,06,国際平和協力本部,諸謝金,1867,1867,0
内閣府,国際平和協力本部,071,95,016,2,12,2,08,国際平和協力本部,職員旅費,257,257,0
内閣府,国際平和協力本部,071,95,016,2,12,2,08,国際平和協力本部,委員等旅費,3074,3074,0
内閣府,国際平和協力本部,071,95,016,2,12,2,08,国際平和協力本部,外国人招へい旅費,1157,1157,0
内閣府,国際平和協力本部,071,95,016,2,12,2,08,国際平和協力本部,国際平和協力業務旅費,53272,45676,7596
内閣府,国際平和協力本部,071,95,016,2,12,3,09,国際平和協力本部,庁費,54382,54065,317
内閣府,国際平和協力本部,071,95,016,2,12,3,09,国際平和協力本部,国際平和協力業務庁費,230431,228153,2278
内閣府,国際平和協力本部,071,95,199,2,13,3,09,国際平和協力本部,自動車重量税,37,35,2
内閣府,国際平和協力本部,071,95,016,2,12,9,17,国際平和協力本部,交際費,120,120,0
内閣府,日本学術会議,081,95,072,2,11,1,02,日本学術会議,職員基本給,254339,249066,5273
内閣府,日本学術会議,081,95,072,2,11,1,03,日本学術会議,職員諸手当,134550,129995,4555
内閣府,日本学術会議,081,95,072,2,11,1,04,日本学術会議,超過勤務手当,28894,28387,507
内閣府,日本学術会議,081,95,072,2,11,1,05,日本学術会議,委員手当,103261,88119,15142
内閣府,日本学術会議,081,95,072,2,11,1,05,日本学術会議,会員手当,71921,61453,10468
内閣府,日本学術会議,081,95,072,2,11,1,05,日本学術会議,非常勤職員手当,11655,11574,81
内閣府,日本学術会議,081,95,072,2,11,1,05,日本学術会議,短時間勤務職員給与,13386,13371,15
内閣府,日本学術会議,081,95,089,2,11,1,05,日本学術会議,児童手当,2640,2640,0
内閣府,日本学術会議,081,95,072,2,12,9,06,日本学術会議,諸謝金,2846,2846,0
内閣府,日本学術会議,081,95,072,2,12,2,08,日本学術会議,職員旅費,11194,13469,-2275
内閣府,日本学術会議,081,95,072,2,12,2,08,日本学術会議,委員等旅費,142144,130951,11193
内閣府,日本学術会議,081,95,072,2,12,2,08,日本学術会議,外国人招へい旅費,9307,9720,-413
内閣府,日本学術会議,081,95,072,2,12,3,09,日本学術会議,庁費,102655,99229,3426
内閣府,日本学術会議,081,95,072,2,12,3,09,日本学術会議,国会図書館支部庁費,1862,1863,-1
内閣府,日本学術会議,081,95,072,2,12,3,09,日本学術会議,情報処理業務庁費,8496,8259,237
内閣府,日本学術会議,081,95,072,2,12,3,09,日本学術会議,国際学術会議開催庁費,38938,37641,1297
内閣府,日本学術会議,081,95,072,2,12,3,09,日本学術会議,各所修繕,3225,3517,-292
内閣府,日本学術会議,081,95,199,2,13,3,09,日本学術会議,自動車重量税,0,15,-15
内閣府,日本学術会議,081,95,072,2,72,5,16,日本学術会議,国際学術連合会議等分担金,107627,110699,-3072
内閣府,日本学術会議,081,95,072,2,12,9,17,日本学術会議,交際費,20,18,2
内閣府,官民人材交流センター,091,95,016,2,11,1,02,官民人材交流センター,職員基本給,114061,110986,3075
内閣府,官民人材交流センター,091,95,016,2,11,1,03,官民人材交流センター,職員諸手当,62548,58622,3926
内閣府,官民人材交流センター,091,95,016,2,11,1,04,官民人材交流センター,超過勤務手当,12100,11732,368
内閣府,官民人材交流センター,091,95,016,2,11,1,05,官民人材交流センター,非常勤職員手当,839,839,0
内閣府,官民人材交流センター,091,95,089,2,11,1,05,官民人材交流センター,児童手当,1450,1410,40
内閣府,官民人材交流センター,091,95,016,2,12,9,06,官民人材交流センター,諸謝金,470,470,0
内閣府,官民人材交流センター,091,95,016,2,12,2,08,官民人材交流センター,職員旅費,2623,2624,-1
内閣府,官民人材交流センター,091,95,016,2,12,2,08,官民人材交流センター,委員等旅費,407,601,-194
内閣府,官民人材交流センター,091,95,016,2,12,3,09,官民人材交流センター,庁費,30519,22368,8151
内閣府,官民人材交流センター,091,95,016,2,12,3,09,官民人材交流センター,情報処理業務庁費,37052,59006,-21954
内閣府,官民人材交流センター,091,95,016,2,12,5,14,官民人材交流センター,応募認定退職者等再就職支援委託費,34215,20218,13997
内閣府,沖縄総合事務局,101,95,016,2,11,1,02,沖縄総合事務局,職員基本給,2536124,2528461,7663
内閣府,沖縄総合事務局,101,95,016,2,11,1,03,沖縄総合事務局,職員諸手当,1399054,1362747,36307
内閣府,沖縄総合事務局,101,95,016,2,11,1,04,沖縄総合事務局,超過勤務手当,163780,161978,1802
内閣府,沖縄総合事務局,101,95,016,2,11,1,05,沖縄総合事務局,委員手当,646,646,0
内閣府,沖縄総合事務局,101,95,016,2,11,1,05,沖縄総合事務局,非常勤職員手当,69633,69981,-348
内閣府,沖縄総合事務局,101,95,016,2,11,1,05,沖縄総合事務局,短時間勤務職員給与,157967,145319,12648
内閣府,沖縄総合事務局,101,95,089,2,11,1,05,沖縄総合事務局,児童手当,52560,53040,-480
内閣府,沖縄総合事務局,101,95,016,2,12,9,06,沖縄総合事務局,諸謝金,13944,14155,-211
内閣府,沖縄総合事務局,101,95,016,2,12,2,08,沖縄総合事務局,職員旅費,74656,78355,-3699
内閣府,沖縄総合事務局,101,95,016,2,12,2,08,沖縄総合事務局,検査旅費,6571,7775,-1204
内閣府,沖縄総合事務局,101,95,016,2,12,2,08,沖縄総合事務局,委員等旅費,5115,5467,-352
内閣府,沖縄総合事務局,101,95,016,2,12,2,08,沖縄総合事務局,参考人等旅費,232,236,-4
内閣府,沖縄総合事務局,101,95,016,2,12,3,09,沖縄総合事務局,庁費,541063,551134,-10071
内閣府,沖縄総合事務局,101,95,016,2,12,3,09,沖縄総合事務局,情報処理業務庁費,597274,599429,-2155
内閣府,沖縄総合事務局,101,95,016,2,12,3,09,沖縄総合事務局,電子計算機借料,531,573,-42
内閣府,沖縄総合事務局,101,95,016,2,95,3,09,沖縄総合事務局,合同宿舎管理費,48516,43951,4565
内閣府,沖縄総合事務局,101,95,016,2,12,3,09,沖縄総合事務局,国有財産評価等手数料,8382,8382,0
内閣府,沖縄総合事務局,101,95,016,2,12,3,09,沖縄総合事務局,各所修繕,100877,104528,-3651
内閣府,沖縄総合事務局,101,95,199,2,13,3,09,沖縄総合事務局,自動車重量税,91,181,-90
内閣府,沖縄総合事務局,101,95,029,2,13,5,16,沖縄総合事務局,国有資産所在市町村交付金,57654,56671,983
内閣府,沖縄総合事務局,101,95,016,2,12,9,17,沖縄総合事務局,交際費,60,60,0
内閣府,沖縄総合事務局,101,95,016,2,95,9,18,沖縄総合事務局,賠償償還及払戻金,500,500,0
内閣府,沖縄総合事務局,108,41,051,1,20,9,06,沖縄海岸事業調査諸費,諸謝金,25,25,0
