主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,令和4年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
裁判所,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,6,7,-1
裁判所,5,3,99,04,雑収入,諸収入,雑入,延滞金,6304,5337,967
裁判所,5,3,99,05,雑収入,諸収入,雑入,期満後収入,2757,1853,904
裁判所,5,3,99,99,雑収入,諸収入,雑入,雑収,61138846,58644957,2493889
会計検査院,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,17,17,0
会計検査院,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,28,56,-28
会計検査院,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,1020,1047,-27
会計検査院,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,5,5,0
会計検査院,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,930,1047,-117
会計検査院,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,873,1715,-842
会計検査院,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1399,1407,-8
会計検査院,5,3,99,04,雑収入,諸収入,雑入,延滞金,1,1,0
会計検査院,5,3,99,99,雑収入,諸収入,雑入,雑収,409,494,-85
内閣,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,28278,26655,1623
内閣,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1456,1374,82
内閣,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,3680,3535,145
内閣,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,240,626,-386
内閣,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,19,189,-170
内閣,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,445040,747475,-302435
内閣,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1728,1588,140
内閣,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2376,2041,335
内閣,5,3,99,04,雑収入,諸収入,雑入,延滞金,67,3,64
内閣府,3,2,01,01,官業益金及官業収入,官業収入,病院収入,宮内庁病院収入,20235,15650,4585
内閣府,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,831153,236711,594442
内閣府,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,309,309,0
内閣府,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,366327,156998,209329
内閣府,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,0,1940,-1940
内閣府,4,2,03,13,政府資産整理収入,回収金等収入,貸付金等回収金収入,災害援護資金貸付金償還金,2332773,2298856,33917
内閣府,4,2,54,01,政府資産整理収入,回収金等収入,東日本大震災復興放射性物質汚染対策緊急除染等事業費回収金収入,放射性物質汚染対策緊急除染等事業費回収金,29555472,3930776,25624696
内閣府,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,246252,228941,17311
内閣府,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,315648,329337,-13689
内閣府,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,573106,583067,-9961
内閣府,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,2590,3190,-600
内閣府,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,155038,158196,-3158
内閣府,5,1,02,05,雑収入,国有財産利用収入,国有財産使用収入,公益認定等総合情報システム利用料収入,24214,28194,-3980
内閣府,5,2,03,04,雑収入,納付金,雑納付金,公認会計士法違反者納付金,14840,14590,250
内閣府,5,2,03,05,雑収入,納付金,雑納付金,価格協定等違反者納付金,2748113,1935737,812376
内閣府,5,2,03,06,雑収入,納付金,雑納付金,金融商品取引法違反者納付金,1616270,935160,681110
内閣府,5,2,03,25,雑収入,納付金,雑納付金,不当表示違反者納付金,748285,311101,437184
内閣府,5,2,03,17,雑収入,納付金,雑納付金,独立行政法人国立公文書館納付金,9000,5236,3764
内閣府,5,2,03,31,雑収入,納付金,雑納付金,国立研究開発法人日本医療研究開発機構納付金,7578,3423,4155
内閣府,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,151224,142570,8654
内閣府,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,554737,516553,38184
内閣府,5,3,08,05,雑収入,諸収入,懲罰及没収金,交通反則者納金,54113746,53002937,1110809
内閣府,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,89755,84402,5353
内閣府,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,4486493,7494139,-3007646
内閣府,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,6428,5964,464
内閣府,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,214970,207006,7964
内閣府,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,13398,12607,791
内閣府,5,3,99,04,雑収入,諸収入,雑入,延滞金,2546,3562,-1016
内閣府,5,3,99,99,雑収入,諸収入,雑入,雑収,55783,53605,2178
デジタル庁,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1,1,0
デジタル庁,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,1870,36,1834
デジタル庁,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1019,388,631
デジタル庁,5,3,99,04,雑収入,諸収入,雑入,延滞金,27,1,26
総務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,57861,56982,879
総務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,63918,70068,-6150
総務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,65803,29246,36557
総務省,5,2,03,74,雑収入,納付金,雑納付金,独立行政法人統計センター納付金,466375,688608,-222233
総務省,5,2,03,72,雑収入,納付金,雑納付金,独立行政法人郵便貯金簡易生命保険管理・郵便局ネットワーク支援機構納付金,88700217,0,88700217
総務省,5,2,03,11,雑収入,納付金,雑納付金,国立研究開発法人情報通信研究機構納付金,0,662759,-662759
総務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1103470,955455,148015
総務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2977,4700,-1723
総務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2319634,19909151,-17589517
総務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,32457,21739,10718
総務省,5,3,15,01,雑収入,諸収入,電波利用料収入,電波利用料収入,74995721,74989656,6065
総務省,5,3,33,01,雑収入,諸収入,特定基地局開設料収入,特定基地局開設料収入,9100000,3100000,6000000
総務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,6958,6638,320
総務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1380,1387,-7
総務省,5,3,99,99,雑収入,諸収入,雑入,雑収,1489386,997796,491590
法務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,231808,226826,4982
法務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,305107,304450,657
法務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,222669,251475,-28806
法務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1032,1110,-78
法務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,47096277,47759504,-663227
法務省,5,3,08,02,雑収入,諸収入,懲罰及没収金,過料,1789101,1638983,150118
法務省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,652347,757626,-105279
法務省,5,3,08,01,雑収入,諸収入,懲罰及没収金,罰金及科料,34508136,37592798,-3084662
法務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,451197,466413,-15216
法務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,507800,491024,16776
法務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,172318,174726,-2408
法務省,5,3,10,01,雑収入,諸収入,矯正官署作業収入,刑務所作業収入,2817464,3525368,-707904
法務省,5,3,10,02,雑収入,諸収入,矯正官署作業収入,少年院職業指導収入,3782,3772,10
法務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,57658,52311,5347
法務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,4855,5879,-1024
法務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,2366,2247,119
法務省,5,3,99,05,雑収入,諸収入,雑入,期満後収入,95855,177428,-81573
法務省,5,3,99,99,雑収入,諸収入,雑入,雑収,257408,229281,28127
外務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,66140,79388,-13248
外務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,34937,47599,-12662
外務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,9613,9096,517
外務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,46345,46358,-13
外務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,445038,455745,-10707
外務省,5,1,04,01,雑収入,国有財産利用収入,利子収入,預託金利子収入,18150,20193,-2043
外務省,5,2,03,37,雑収入,納付金,雑納付金,独立行政法人国際協力機構納付金,12207855,0,12207855
外務省,5,2,03,73,雑収入,納付金,雑納付金,独立行政法人国際交流基金納付金,1641681,0,1641681
外務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,17233973,23567921,-6333948
外務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2711,3831,-1120
外務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,7783340,7557048,226292
外務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,38202,39623,-1421
外務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,3612,2893,719
外務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,318,284,34
外務省,5,3,99,99,雑収入,諸収入,雑入,雑収,37599,44491,-6892
外務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,0,1,-1
財務省,1,1,01,01,租税及印紙収入,租税,所得税,源泉所得税,17084000000,16739000000,345000000
財務省,1,1,01,02,租税及印紙収入,租税,所得税,申告所得税,3298000000,3288000000,10000000
財務省,1,1,02,01,租税及印紙収入,租税,法人税,法人税,13336000000,12887000000,449000000
財務省,1,1,03,01,租税及印紙収入,租税,相続税,相続税,2619000000,2555000000,64000000
財務省,1,1,20,01,租税及印紙収入,租税,消費税,消費税,21573000000,21108000000,465000000
財務省,1,1,04,01,租税及印紙収入,租税,酒税,酒税,1128000000,1176000000,-48000000
財務省,1,1,18,01,租税及印紙収入,租税,たばこ税,たばこ税,934000000,912000000,22000000
財務省,1,1,06,01,租税及印紙収入,租税,揮発油税,揮発油税,2079000000,2128000000,-49000000
財務省,1,1,07,01,租税及印紙収入,租税,石油ガス税,石油ガス税,5000000,4000000,1000000
財務省,1,1,17,01,租税及印紙収入,租税,航空機燃料税,航空機燃料税,34000000,37000000,-3000000
財務省,1,1,54,02,租税及印紙収入,租税,石油石炭税,石油石炭税,660000000,606000000,54000000
財務省,1,1,23,01,租税及印紙収入,租税,電源開発促進税,電源開発促進税,313000000,305000000,8000000
財務省,1,1,16,01,租税及印紙収入,租税,自動車重量税,自動車重量税,385000000,382000000,3000000
財務省,1,1,25,01,租税及印紙収入,租税,国際観光旅客税,国際観光旅客税,9000000,4000000,5000000
財務省,1,1,14,01,租税及印紙収入,租税,関税,関税,825000000,846000000,-21000000
財務省,1,1,15,01,租税及印紙収入,租税,とん税,とん税,9000000,9000000,0
財務省,1,2,01,01,租税及印紙収入,印紙収入,印紙収入,収入印紙,538000000,535000000,3000000
財務省,1,2,01,02,租税及印紙収入,印紙収入,印紙収入,現金収入,406000000,359000000,47000000
財務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,26400000,34500000,-8100000
財務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,286000,378000,-92000
財務省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,31240,0,31240
財務省,4,1,01,04,政府資産整理収入,国有財産処分収入,国有財産売払収入,工作物売払代,7351,6351,1000
財務省,4,1,01,09,政府資産整理収入,国有財産処分収入,国有財産売払収入,証券売払代,7922689,8352258,-429569
財務省,4,1,02,01,政府資産整理収入,国有財産処分収入,特定国有財産売払収入,特定施設売払代,5217030,13172970,-7955940
財務省,4,2,01,06,政府資産整理収入,回収金等収入,特別会計整理収入,産業投資特別会計整理収入,837944,1658342,-820398
財務省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,22564390,29398644,-6834254
財務省,4,2,02,01,政府資産整理収入,回収金等収入,引継債権整理収入,公団引継債権整理収入,24,24,0
財務省,4,2,50,75,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人日本医療研究開発機構出資回収金,3690003,5928224,-2238221
財務省,4,2,50,26,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人造幣局出資回収金,0,6734666,-6734666
財務省,4,2,50,31,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人家畜改良センター出資回収金,0,3441,-3441
財務省,4,2,50,32,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人農業・食品産業技術総合研究機構出資回収金,0,102650,-102650
財務省,4,2,50,35,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人水産研究・教育機構出資回収金,0,37329,-37329
財務省,4,2,50,53,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人農林漁業信用基金出資回収金,0,3863294,-3863294
財務省,4,2,50,19,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人中小企業基盤整備機構出資回収金,0,42000,-42000
財務省,4,2,50,39,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人海技教育機構出資回収金,0,5179,-5179
財務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,18606176,19601064,-994888
財務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1131006,1273510,-142504
財務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,16449167,17031941,-582774
財務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,274,402,-128
財務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,18610,22146,-3536
財務省,5,1,04,02,雑収入,国有財産利用収入,利子収入,指定預金利子収入,771,771,0
財務省,5,1,03,01,雑収入,国有財産利用収入,配当金収入,日本銀行配当金収入,2750,2750,0
財務省,5,1,03,05,雑収入,国有財産利用収入,配当金収入,日本郵政株式会社配当金収入,50238272,75000005,-24761733
財務省,5,1,03,06,雑収入,国有財産利用収入,配当金収入,日本アルコール産業株式会社配当金収入,16001,30002,-14001
財務省,5,1,03,07,雑収入,国有財産利用収入,配当金収入,輸出入・港湾関連情報処理センター株式会社配当金収入,20404,25505,-5101
財務省,5,2,01,01,雑収入,納付金,日本銀行納付金,日本銀行納付金,931200000,978300000,-47100000
財務省,5,2,06,01,雑収入,納付金,独立行政法人造幣局納付金,独立行政法人造幣局納付金,1746330,1542240,204090
財務省,5,2,03,07,雑収入,納付金,雑納付金,株式会社国際協力銀行納付金,250200,274696,-24496
財務省,5,2,03,87,雑収入,納付金,雑納付金,独立行政法人造幣局納付金,256556,850457,-593901
財務省,5,2,03,88,雑収入,納付金,雑納付金,独立行政法人国立印刷局納付金,151322,936271,-784949
財務省,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,0,429115,-429115
財務省,5,2,03,65,雑収入,納付金,雑納付金,独立行政法人酒類総合研究所納付金,0,450994,-450994
財務省,5,3,03,09,雑収入,諸収入,特別会計受入金,外国為替資金特別会計受入金,1424483658,1921330459,-496846801
財務省,5,3,03,26,雑収入,諸収入,特別会計受入金,財政投融資特別会計受入金,270144398,72871,270071527
財務省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,8,8,0
財務省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,1,1,0
財務省,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,0,2616534,-2616534
財務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,872638,923650,-51012
財務省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,1437653,1421901,15752
財務省,5,3,07,07,雑収入,諸収入,受託調査試験及役務収入,地方消費税徴収取扱費受入,15849251,15982656,-133405
財務省,5,3,08,04,雑収入,諸収入,懲罰及没収金,国税犯則者納金,73700,282251,-208551
財務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,887411,978994,-91583
財務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,457288,484096,-26808
財務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,444621,415644,28977
財務省,5,3,02,01,雑収入,諸収入,文官恩給費特別会計等負担金,文官恩給費特別会計等負担金,265593,340009,-74416
財務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,88645,88576,69
財務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,6,0,6
財務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,20987,22566,-1579
財務省,5,3,99,17,雑収入,諸収入,雑入,経過利子受入,51156739,57670292,-6513553
財務省,5,3,99,99,雑収入,諸収入,雑入,雑収,811150,934237,-123087
財務省,6,1,01,01,公債金,公債金,公債金,公債金,6251000000,9168000000,-2917000000
財務省,6,1,02,01,公債金,公債金,特例公債金,特例公債金,30675000000,56487000000,-25812000000
財務省,7,1,02,01,前年度剰余金受入,前年度剰余金受入,東日本大震災復興前年度剰余金受入,前年度剰余金受入,53145806,0,53145806
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,0,6147900978,-6147900978
文部科学省,4,2,03,44,政府資産整理収入,回収金等収入,貸付金等回収金収入,育英資金貸付金償還金,52451995,50822055,1629940
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,668527,667345,1182
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,3697,3269,428
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,24825,26848,-2023
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,14622,15948,-1326
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,3773053,5702343,-1929290
文部科学省,5,2,03,68,雑収入,納付金,雑納付金,国立研究開発法人科学技術振興機構納付金,247697,0,247697
文部科学省,5,2,03,42,雑収入,納付金,雑納付金,国立研究開発法人日本原子力研究開発機構納付金,5266,0,5266
文部科学省,5,2,03,99,雑収入,納付金,雑納付金,国立大学法人納付金,1098784,0,1098784
文部科学省,5,2,03,33,雑収入,納付金,雑納付金,独立行政法人国立特別支援教育総合研究所納付金,0,143326,-143326
文部科学省,5,2,03,36,雑収入,納付金,雑納付金,独立行政法人国立青少年教育振興機構納付金,0,426640,-426640
文部科学省,5,2,03,34,雑収入,納付金,雑納付金,独立行政法人国立女性教育会館納付金,0,33232,-33232
文部科学省,5,2,03,35,雑収入,納付金,雑納付金,独立行政法人国立科学博物館納付金,0,133857,-133857
文部科学省,5,2,03,43,雑収入,納付金,雑納付金,独立行政法人国立美術館納付金,0,745142,-745142
文部科学省,5,2,03,44,雑収入,納付金,雑納付金,独立行政法人国立文化財機構納付金,0,192317,-192317
文部科学省,5,2,03,15,雑収入,納付金,雑納付金,独立行政法人教職員支援機構納付金,0,106288,-106288
文部科学省,5,2,03,93,雑収入,納付金,雑納付金,国立研究開発法人理化学研究所納付金,0,47890,-47890
文部科学省,5,2,03,94,雑収入,納付金,雑納付金,独立行政法人日本スポーツ振興センター納付金,0,103765,-103765
文部科学省,5,2,03,31,雑収入,納付金,雑納付金,国立研究開発法人日本医療研究開発機構納付金,0,3240,-3240
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,21789,30874,-9085
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,523,539,-16
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,11726996,52095052,-40368056
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,5249,21083,-15834
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,3515,4064,-549
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1741,1678,63
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料等収入,4439193,4845278,-406085
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,1304364,1320131,-15767
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,825612,848478,-22866
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,11098,11684,-586
厚生労働省,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子父子寡婦福祉資金貸付金償還金,5143911,3328043,1815868
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,360306,352837,7469
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,42523,44213,-1690
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,68631,74884,-6253
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,6009,6026,-17
厚生労働省,5,2,03,69,雑収入,納付金,雑納付金,独立行政法人労働政策研究・研修機構納付金,94238,0,94238
厚生労働省,5,2,03,75,雑収入,納付金,雑納付金,国立研究開発法人医薬基盤・健康・栄養研究所納付金,2018668,0,2018668
厚生労働省,5,2,03,02,雑収入,納付金,雑納付金,国立研究開発法人国立がん研究センター納付金,0,103340,-103340
厚生労働省,5,2,03,84,雑収入,納付金,雑納付金,独立行政法人水資源機構納付金,0,7031,-7031
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,806150,789046,17104
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,77779,74645,3134
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,17031,16570,461
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,20207,18615,1592
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,85206,80383,4823
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,100220,100220,0
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,70147,71689,-1542
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,40874,34652,6222
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,670034472,990737206,-320702734
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,65215,60838,4377
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1634,2427,-793
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,5099,18402,-13303
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,31779,31456,323
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,20,23,-3
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,4677,1895,2782
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,22985,24591,-1606
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,297218,282572,14646
厚生労働省,5,3,99,99,雑収入,諸収入,雑入,雑収,770661,843395,-72734
農林水産省,3,2,03,01,官業益金及官業収入,官業収入,国有林野事業収入,国有林野事業収入,34880623,33755252,1125371
農林水産省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,639344,571574,67770
農林水産省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,246289,219834,26455
農林水産省,4,2,03,37,政府資産整理収入,回収金等収入,貸付金等回収金収入,農地保有合理化促進対策資金貸付金償還金,14301,16128,-1827
農林水産省,4,2,03,38,政府資産整理収入,回収金等収入,貸付金等回収金収入,就農支援資金貸付金償還金,957539,1181728,-224189
農林水産省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,199279,204450,-5171
農林水産省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,80593,81839,-1246
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,691236,713493,-22257
