主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,令和4年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
農林水産省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,924,915,9
農林水産省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,0,3546,-3546
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,340479993,329354579,11125414
農林水産省,5,2,03,46,雑収入,納付金,雑納付金,独立行政法人農林水産消費安全技術センター納付金,178754,375300,-196546
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,604506,1007364,-402858
農林水産省,5,2,03,50,雑収入,納付金,雑納付金,独立行政法人家畜改良センター納付金,0,709247,-709247
農林水産省,5,2,03,52,雑収入,納付金,雑納付金,国立研究開発法人農業・食品産業技術総合研究機構納付金,0,5635894,-5635894
農林水産省,5,2,03,56,雑収入,納付金,雑納付金,国立研究開発法人国際農林水産業研究センター納付金,0,590304,-590304
農林水産省,5,2,03,58,雑収入,納付金,雑納付金,国立研究開発法人森林研究・整備機構納付金,0,1596065,-1596065
農林水産省,5,2,03,59,雑収入,納付金,雑納付金,国立研究開発法人水産研究・教育機構納付金,0,1715931,-1715931
農林水産省,5,2,12,06,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人農畜産業振興機構納付金,0,7727,-7727
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,3377571,3909911,-532340
農林水産省,5,3,28,01,雑収入,諸収入,東日本大震災復興食料安定供給特別会計受入金,食料安定供給特別会計受入金,30,10516,-10486
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,790194,893099,-102905
農林水産省,5,3,04,04,雑収入,諸収入,公共事業費負担金,治山事業費負担金,3217088,4538993,-1321905
農林水産省,5,3,04,01,雑収入,諸収入,公共事業費負担金,土地改良事業費負担金,32874860,40140320,-7265460
農林水産省,5,3,04,13,雑収入,諸収入,公共事業費負担金,地すべり対策事業費負担金,119503,86293,33210
農林水産省,5,3,04,05,雑収入,諸収入,公共事業費負担金,特定漁港漁場整備事業費負担金,4188221,5764614,-1576393
農林水産省,5,3,04,06,雑収入,諸収入,公共事業費負担金,農業用施設災害復旧事業費負担金,146151,137761,8390
農林水産省,5,3,04,14,雑収入,諸収入,公共事業費負担金,直轄地すべり防止施設災害復旧費負担金,4256,4252,4
農林水産省,5,3,04,10,雑収入,諸収入,公共事業費負担金,治山災害復旧事業費負担金,33500,33199,301
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16324,16290,34
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,3602,3742,-140
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,18260,18095,165
農林水産省,5,3,32,01,雑収入,諸収入,東日本大震災復興公共事業費負担金,土地改良事業費負担金,13560,27908,-14348
農林水産省,5,3,32,06,雑収入,諸収入,東日本大震災復興公共事業費負担金,農業用施設災害復旧事業費負担金,0,7801,-7801
農林水産省,5,3,32,02,雑収入,諸収入,東日本大震災復興公共事業費負担金,農地災害復旧事業費負担金,0,36139,-36139
農林水産省,5,3,32,04,雑収入,諸収入,東日本大震災復興公共事業費負担金,農業用施設等災害関連事業費負担金,0,16802,-16802
農林水産省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,57219,58523,-1304
農林水産省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,215,215,0
農林水産省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,116,116,0
農林水産省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,729,729,0
農林水産省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,5701243,5186289,514954
農林水産省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,16222,34864,-18642
農林水産省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,73570,236555,-162985
農林水産省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,16622453,24978716,-8356263
農林水産省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,770,847,-77
農林水産省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,198698,204659,-5961
農林水産省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,33386,30069,3317
農林水産省,5,3,99,04,雑収入,諸収入,雑入,延滞金,32887,44770,-11883
農林水産省,5,3,99,99,雑収入,諸収入,雑入,雑収,1728659,2108342,-379683
農林水産省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,0,3,-3
経済産業省,4,2,01,03,政府資産整理収入,回収金等収入,特別会計整理収入,貿易特別会計整理収入,121,105,16
経済産業省,4,2,01,04,政府資産整理収入,回収金等収入,特別会計整理収入,米国対日援助物資等処理特別会計整理収入,12,12,0
経済産業省,4,2,03,25,政府資産整理収入,回収金等収入,貸付金等回収金収入,小規模企業者等設備導入資金貸付金償還金,1355878,2172270,-816392
経済産業省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,59187,55968,3219
経済産業省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,182353,183749,-1396
経済産業省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,9868,11524,-1656
経済産業省,5,2,10,01,雑収入,納付金,特定アルコール譲渡者納付金,特定アルコール譲渡者納付金,10621930,9274390,1347540
経済産業省,5,2,03,63,雑収入,納付金,雑納付金,独立行政法人製品評価技術基盤機構納付金,16166,13838,2328
経済産業省,5,2,03,84,雑収入,納付金,雑納付金,独立行政法人水資源機構納付金,0,17206,-17206
経済産業省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,316,348,-32
経済産業省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,7446,9717,-2271
経済産業省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,4255547,662865835,-658610288
経済産業省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,139050,164581,-25531
経済産業省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,7410,7187,223
経済産業省,5,3,99,04,雑収入,諸収入,雑入,延滞金,2200,1898,302
経済産業省,5,3,99,99,雑収入,諸収入,雑入,雑収,1874057,543155,1330902
国土交通省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,8506,0,8506
国土交通省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,66497510,50892535,15604975
国土交通省,4,2,03,35,政府資産整理収入,回収金等収入,貸付金等回収金収入,都市開発資金貸付金償還金,4538874,5306526,-767652
国土交通省,4,2,03,39,政府資産整理収入,回収金等収入,貸付金等回収金収入,有料道路整備資金貸付金償還金,13190708,13828988,-638280
国土交通省,4,2,03,40,政府資産整理収入,回収金等収入,貸付金等回収金収入,連続立体交差事業資金貸付金償還金,16673,15007,1666
国土交通省,4,2,03,41,政府資産整理収入,回収金等収入,貸付金等回収金収入,埠頭整備等資金貸付金償還金,3389027,3229408,159619
国土交通省,4,2,03,42,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾開発資金貸付金償還金,140372,124122,16250
国土交通省,4,2,03,43,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾物流高度化基盤施設整備資金貸付金償還金,12408,12408,0
国土交通省,4,2,03,45,政府資産整理収入,回収金等収入,貸付金等回収金収入,特定連絡道路工事資金貸付金償還金,1000,1000,0
国土交通省,4,2,03,46,政府資産整理収入,回収金等収入,貸付金等回収金収入,自動運行補助施設設置工事資金貸付金償還金,160,0,160
国土交通省,4,2,04,01,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,埠頭災害復旧事業資金貸付金償還金,7392,7392,0
国土交通省,4,2,04,02,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,空港機能施設災害復旧事業資金貸付金償還金,209066,209066,0
国土交通省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,226418,250255,-23837
国土交通省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,553881,794386,-240505
国土交通省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,1663605,1776410,-112805
国土交通省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,6347,5272,1075
国土交通省,5,1,01,06,雑収入,国有財産利用収入,国有財産貸付収入,港湾施設貸付料,878556,836736,41820
国土交通省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,204209,215846,-11637
国土交通省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,2049691,2714306,-664615
国土交通省,5,1,02,06,雑収入,国有財産利用収入,国有財産使用収入,電子情報処理組織使用料収入,246621,253547,-6926
国土交通省,5,1,04,06,雑収入,国有財産利用収入,利子収入,都市開発資金貸付金利子収入,5393,9271,-3878
国土交通省,5,2,11,01,雑収入,納付金,特定タンカー所有者納付金,特定タンカー所有者納付金,98000,105000,-7000
国土交通省,5,2,03,22,雑収入,納付金,雑納付金,国立研究開発法人土木研究所納付金,375928,0,375928
国土交通省,5,2,03,23,雑収入,納付金,雑納付金,国立研究開発法人建築研究所納付金,70106,0,70106
国土交通省,5,2,03,89,雑収入,納付金,雑納付金,独立行政法人日本高速道路保有・債務返済機構納付金,2777,0,2777
国土交通省,5,2,03,48,雑収入,納付金,雑納付金,独立行政法人海技教育機構納付金,0,291548,-291548
国土交通省,5,2,03,30,雑収入,納付金,雑納付金,独立行政法人航空大学校納付金,0,316507,-316507
国土交通省,5,2,03,24,雑収入,納付金,雑納付金,独立行政法人自動車技術総合機構納付金,0,350893,-350893
国土交通省,5,2,03,84,雑収入,納付金,雑納付金,独立行政法人水資源機構納付金,0,35942,-35942
国土交通省,5,2,03,45,雑収入,納付金,雑納付金,独立行政法人住宅金融支援機構納付金,0,76255957,-76255957
国土交通省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,5461570,9078986,-3617416
国土交通省,5,3,04,29,雑収入,諸収入,公共事業費負担金,河川等整備事業費負担金,130659798,179703162,-49043364
国土交通省,5,3,04,30,雑収入,諸収入,公共事業費負担金,多目的ダム建設等事業電気事業者等工事費負担金,24293584,24296655,-3071
国土交通省,5,3,04,27,雑収入,諸収入,公共事業費負担金,道路整備事業費負担金,298315000,362011000,-63696000
国土交通省,5,3,04,25,雑収入,諸収入,公共事業費負担金,港湾整備事業費負担金,57794792,84709546,-26914754
国土交通省,5,3,04,31,雑収入,諸収入,公共事業費負担金,エネルギー・鉄鋼港湾施設工事受益者工事費負担金,365000,294539,70461
国土交通省,5,3,04,11,雑収入,諸収入,公共事業費負担金,国営公園整備事業費負担金,679852,1333837,-653985
国土交通省,5,3,04,07,雑収入,諸収入,公共事業費負担金,河川等災害復旧事業費負担金,6110415,24461178,-18350763
国土交通省,5,3,04,08,雑収入,諸収入,公共事業費負担金,河川等災害関連事業費負担金,2371539,23683229,-21311690
国土交通省,5,3,04,18,雑収入,諸収入,公共事業費負担金,水資源開発施設災害復旧事業費負担金,0,99618,-99618
国土交通省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1252422,1838480,-586058
国土交通省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,5823392,5047404,775988
国土交通省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,738,1055,-317
国土交通省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,1073,1162,-89
国土交通省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,85239444,74732798,10506646
国土交通省,5,3,07,05,雑収入,諸収入,受託調査試験及役務収入,測量標移転改埋費受入,202,204,-2
国土交通省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,12900,9500,3400
国土交通省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,438269,471991,-33722
国土交通省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,28834783,47128433,-18293650
国土交通省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1787132,2202615,-415483
国土交通省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,2500,2750,-250
国土交通省,5,3,25,01,雑収入,諸収入,附帯工事費負担金,附帯工事費負担金,14551000,17879000,-3328000
国土交通省,5,3,25,02,雑収入,諸収入,附帯工事費負担金,道路附属物等復旧費負担金,1908000,1913000,-5000
国土交通省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,42861,41384,1477
国土交通省,5,3,99,04,雑収入,諸収入,雑入,延滞金,47120,27866,19254
国土交通省,5,3,99,99,雑収入,諸収入,雑入,雑収,11507288,11395542,111746
環境省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,810870,762423,48447
環境省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,71934,74411,-2477
環境省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,14287,13922,365
環境省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,598775,904522,-305747
環境省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,29951,24403,5548
環境省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,396,1221,-825
環境省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,1272058,1198070,73988
環境省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,152,143,9
環境省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2645,3078,-433
環境省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1741,1860,-119
環境省,5,3,99,99,雑収入,諸収入,雑入,雑収,58526,51476,7050
環境省,5,2,03,66,雑収入,納付金,雑納付金,国立研究開発法人国立環境研究所納付金,0,894338,-894338
防衛省,3,2,01,02,官業益金及官業収入,官業収入,病院収入,防衛省病院収入,15184188,17575318,-2391130
防衛省,4,2,03,12,政府資産整理収入,回収金等収入,貸付金等回収金収入,自衛隊衛生貸費学生等貸与金償還金,474742,466947,7795
防衛省,4,2,05,01,政府資産整理収入,回収金等収入,事故補償費返還金,在日合衆国軍事故補償費返還金,47596,51888,-4292
防衛省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,0,81056,-81056
防衛省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,1000199,977462,22737
防衛省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1136946,1174722,-37776
防衛省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,4552861,4809277,-256416
防衛省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,6078,0,6078
防衛省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,97480,128830,-31350
防衛省,5,1,02,02,雑収入,国有財産利用収入,国有財産使用収入,寄宿料,124,115,9
防衛省,5,1,02,04,雑収入,国有財産利用収入,国有財産使用収入,飛行場及航空保安施設使用料収入,1459,1401,58
防衛省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,2037,2011,26
防衛省,5,2,03,19,雑収入,納付金,雑納付金,独立行政法人駐留軍等労働者労務管理機構納付金,30588,22119,8469
防衛省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,4301,5488,-1187
防衛省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,27661,22584,5077
防衛省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,4462215,3655932,806283
防衛省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,22840928,21238367,1602561
防衛省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1426817,1831006,-404189
防衛省,5,3,11,05,雑収入,諸収入,物品売払収入,返還物品売払代,87896,145677,-57781
防衛省,5,3,11,06,雑収入,諸収入,物品売払収入,残飯売払代,160,292,-132
防衛省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,41906,39683,2223
防衛省,5,3,99,04,雑収入,諸収入,雑入,延滞金,8583,8644,-61
防衛省,5,3,99,07,雑収入,諸収入,雑入,給食費受入,2218980,2213549,5431
防衛省,5,3,99,99,雑収入,諸収入,雑入,雑収,968685,968032,653
