所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,平成28年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
国会,衆議院,001,95,012,2,11,1,05,衆議院,議員秘書退職手当,371828,403229,-31401
国会,衆議院,001,95,012,2,15,1,05,衆議院,弔慰金,41440,41408,32
国会,衆議院,001,95,089,2,11,1,05,衆議院,児童手当,71850,73960,-2110
国会,衆議院,001,95,012,2,12,9,06,衆議院,諸謝金,6308,7691,-1383
国会,衆議院,001,95,012,2,12,2,08,衆議院,議員旅費,315612,315612,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,議員文書通信交通滞在費,5700000,5700000,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,議会雑費,29700,29700,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,職員旅費,144980,145936,-956
国会,衆議院,001,95,012,2,12,2,08,衆議院,赴任旅費,2526,2526,0
国会,衆議院,001,95,012,2,12,2,08,衆議院,証人等旅費,11821,15285,-3464
国会,衆議院,001,95,012,2,12,3,09,衆議院,庁費,1002990,1024743,-21753
国会,衆議院,001,95,012,2,12,3,09,衆議院,情報処理業務庁費,1666182,1630757,35425
国会,衆議院,001,95,012,2,12,3,09,衆議院,議員会館管理等運営庁費,3373379,3354864,18515
国会,衆議院,001,95,012,2,12,3,09,衆議院,議員特殊乗車券等購入費,873472,873472,0
国会,衆議院,001,95,012,2,12,3,09,衆議院,国会活動啓発費,22606,22606,0
国会,衆議院,001,95,012,2,12,3,09,衆議院,議案類印刷費,701596,713262,-11666
国会,衆議院,001,95,012,2,12,3,09,衆議院,招へい外国人滞在費,72256,89853,-17597
国会,衆議院,001,95,012,2,12,3,09,衆議院,各所修繕,75872,71739,4133
国会,衆議院,001,95,012,2,12,3,09,衆議院,国政調査活動費,409489,434608,-25119
国会,衆議院,001,95,012,2,12,3,09,衆議院,公共施設等維持管理運営費,4087765,4327720,-239955
国会,衆議院,001,95,199,2,13,3,09,衆議院,自動車重量税,1174,1031,143
国会,衆議院,001,95,012,2,12,3,11,衆議院,立法事務費,3705000,3705000,0
国会,衆議院,001,95,012,2,11,5,16,衆議院,国家公務員共済組合負担金,2340493,2292225,48268
国会,衆議院,001,95,012,2,11,5,16,衆議院,基礎年金等国家公務員共済組合負担金,568042,563925,4117
国会,衆議院,001,95,012,2,11,5,16,衆議院,育児休業手当金国家公務員共済組合負担金,2097,2408,-311
国会,衆議院,001,95,029,2,13,5,16,衆議院,国有資産所在市町村交付金,534047,518112,15935
国会,衆議院,001,95,012,2,72,5,16,衆議院,列国議会同盟分担金,136232,132786,3446
国会,衆議院,001,95,012,2,12,9,17,衆議院,交際費,58063,58063,0
国会,衆議院,001,95,012,2,95,9,18,衆議院,賠償償還及払戻金,2467,2467,0
国会,衆議院,002,95,012,1,20,2,08,衆議院施設費,施設施工旅費,696,1103,-407
国会,衆議院,002,95,012,1,20,3,09,衆議院施設費,施設施工庁費,3500,34047,-30547
国会,衆議院,002,95,012,1,20,4,15,衆議院施設費,施設整備費,1095889,1099995,-4106
国会,衆議院,002,95,012,1,20,4,15,衆議院施設費,不動産購入費,8001811,7985132,16679
国会,衆議院,009,95,012,2,95,9,99,衆議院予備経費,(国会予備経費),7000,7000,0
国会,参議院,011,95,012,2,11,1,01,参議院,議員歳費,5211408,5184612,26796
国会,参議院,011,95,012,2,11,1,02,参議院,職員基本給,6524206,6577246,-53040
国会,参議院,011,95,012,2,11,1,03,参議院,職員諸手当,3193194,3119452,73742
国会,参議院,011,95,012,2,11,1,04,参議院,超過勤務手当,1123874,1104156,19718
国会,参議院,011,95,012,2,11,1,05,参議院,議員秘書手当,6397106,6210186,186920
国会,参議院,011,95,012,2,11,1,05,参議院,非常勤職員手当,145561,146080,-519
国会,参議院,011,95,012,2,11,1,05,参議院,休職者給与,34577,30973,3604
国会,参議院,011,95,012,2,11,1,05,参議院,短時間勤務職員給与,81642,78818,2824
国会,参議院,011,95,012,2,15,1,05,参議院,公務災害補償費,2848,2549,299
国会,参議院,011,95,012,2,11,1,05,参議院,退職手当,1116505,1268826,-152321
国会,参議院,011,95,012,2,11,1,05,参議院,議員秘書退職手当,882285,196864,685421
国会,参議院,011,95,012,2,15,1,05,参議院,弔慰金,41440,41408,32
国会,参議院,011,95,089,2,11,1,05,参議院,児童手当,49635,57910,-8275
国会,参議院,011,95,012,2,12,9,06,参議院,諸謝金,5512,6826,-1314
国会,参議院,011,95,012,2,12,2,08,参議院,議員旅費,161965,148742,13223
国会,参議院,011,95,012,2,12,2,08,参議院,議員文書通信交通滞在費,2969000,2904000,65000
国会,参議院,011,95,012,2,12,2,08,参議院,議会雑費,29700,29700,0
国会,参議院,011,95,012,2,12,2,08,参議院,職員旅費,87445,93940,-6495
国会,参議院,011,95,012,2,12,2,08,参議院,赴任旅費,2674,3138,-464
国会,参議院,011,95,012,2,12,2,08,参議院,証人等旅費,10584,10584,0
国会,参議院,011,95,012,2,12,3,09,参議院,庁費,617420,618402,-982
国会,参議院,011,95,012,2,12,3,09,参議院,情報処理業務庁費,1049863,1010162,39701
国会,参議院,011,95,012,2,12,3,09,参議院,議員会館管理等運営庁費,2608139,2565159,42980
国会,参議院,011,95,012,2,12,3,09,参議院,議員特殊乗車券等購入費,445539,443043,2496
国会,参議院,011,95,012,2,12,3,09,参議院,国会活動啓発費,23566,24566,-1000
国会,参議院,011,95,012,2,12,3,09,参議院,議案類印刷費,487198,488500,-1302
国会,参議院,011,95,012,2,12,3,09,参議院,招へい外国人滞在費,50870,50870,0
国会,参議院,011,95,012,2,12,3,09,参議院,各所修繕,61645,61645,0
国会,参議院,011,95,012,2,12,3,09,参議院,国政調査活動費,249652,242167,7485
国会,参議院,011,95,012,2,12,3,09,参議院,公共施設等維持管理運営費,1423639,1536073,-112434
国会,参議院,011,95,199,2,13,3,09,参議院,自動車重量税,1124,668,456
国会,参議院,011,95,012,2,12,3,11,参議院,立法事務費,1887600,1887600,0
国会,参議院,011,95,012,2,11,5,16,参議院,国家公務員共済組合負担金,1773681,1738188,35493
国会,参議院,011,95,012,2,11,5,16,参議院,基礎年金等国家公務員共済組合負担金,428712,433431,-4719
国会,参議院,011,95,012,2,11,5,16,参議院,育児休業手当金国家公務員共済組合負担金,1995,945,1050
国会,参議院,011,95,029,2,13,5,16,参議院,国有資産所在市町村交付金,296014,288597,7417
国会,参議院,011,95,012,2,12,9,17,参議院,交際費,30453,30453,0
国会,参議院,011,95,012,2,95,9,18,参議院,賠償償還及払戻金,2360,2360,0
国会,参議院,012,95,012,1,20,2,08,参議院施設費,施設施工旅費,875,1305,-430
国会,参議院,012,95,012,1,20,3,09,参議院施設費,施設施工庁費,60817,44859,15958
国会,参議院,012,95,012,1,20,4,15,参議院施設費,施設整備費,1126983,1121596,5387
国会,参議院,012,95,012,1,20,4,15,参議院施設費,不動産購入費,4268437,4268437,0
国会,参議院,019,95,012,2,95,9,99,参議院予備経費,(国会予備経費),5000,5000,0
国会,国立国会図書館,021,95,012,2,11,1,02,国立国会図書館,職員基本給,4554570,4491226,63344
国会,国立国会図書館,021,95,012,2,11,1,03,国立国会図書館,職員諸手当,2341333,2258344,82989
国会,国立国会図書館,021,95,012,2,11,1,04,国立国会図書館,超過勤務手当,456012,449768,6244
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,非常勤職員手当,192267,190700,1567
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,休職者給与,34976,42246,-7270
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,短時間勤務職員給与,65794,69042,-3248
国会,国立国会図書館,021,95,012,2,15,1,05,国立国会図書館,公務災害補償費,1100,590,510
国会,国立国会図書館,021,95,012,2,11,1,05,国立国会図書館,退職手当,561687,1102191,-540504
国会,国立国会図書館,021,95,089,2,11,1,05,国立国会図書館,児童手当,27590,29725,-2135
国会,国立国会図書館,021,95,012,2,12,9,06,国立国会図書館,諸謝金,23733,23282,451
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,職員旅費,58017,58074,-57
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,赴任旅費,10015,10613,-598
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,委員等旅費,3405,3224,181
国会,国立国会図書館,021,95,012,2,12,2,08,国立国会図書館,外国人招へい旅費,5257,5257,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,庁費,43871,43871,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,国立国会図書館業務庁費,4626255,4370420,255835
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,図書館資料購入費,787807,786090,1717
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,立法資料購入費,62795,62795,0
国会,国立国会図書館,021,13,012,2,12,3,09,国立国会図書館,科学技術関係資料費,1093127,1092628,499
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,特殊文書関係資料整備費,67533,67533,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,電子計算機等借料,1177477,1430424,-252947
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,招へい外国人滞在費,4575,4575,0
国会,国立国会図書館,021,95,012,2,12,3,09,国立国会図書館,各所修繕,77146,77221,-75
国会,国立国会図書館,021,95,199,2,13,3,09,国立国会図書館,自動車重量税,179,41,138
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,国家公務員共済組合負担金,1152808,1121486,31322
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,基礎年金等国家公務員共済組合負担金,289219,284290,4929
国会,国立国会図書館,021,95,012,2,11,5,16,国立国会図書館,育児休業手当金国家公務員共済組合負担金,2178,1746,432
国会,国立国会図書館,021,95,029,2,13,5,16,国立国会図書館,国有資産所在市町村交付金,3008,3111,-103
国会,国立国会図書館,021,95,012,2,72,5,16,国立国会図書館,国際図書館連盟等拠出金,15531,15758,-227
国会,国立国会図書館,021,95,012,2,12,9,17,国立国会図書館,交際費,640,640,0
国会,国立国会図書館,021,95,012,2,95,9,18,国立国会図書館,賠償償還及払戻金,44,44,0
国会,国立国会図書館,021,95,012,2,95,9,20,国立国会図書館,納入出版物代償金,390249,390249,0
国会,国立国会図書館,022,95,012,1,20,2,08,国立国会図書館施設費,施設施工旅費,1475,2068,-593
国会,国立国会図書館,022,95,012,1,20,3,09,国立国会図書館施設費,施設施工庁費,52087,104855,-52768
国会,国立国会図書館,022,95,012,1,20,4,15,国立国会図書館施設費,施設整備費,1372560,1440994,-68434
国会,裁判官訴追委員会,031,95,012,2,11,1,02,裁判官訴追委員会,職員基本給,72283,72200,83
国会,裁判官訴追委員会,031,95,012,2,11,1,03,裁判官訴追委員会,職員諸手当,34407,34381,26
国会,裁判官訴追委員会,031,95,012,2,11,1,04,裁判官訴追委員会,超過勤務手当,4454,4469,-15
国会,裁判官訴追委員会,031,95,012,2,11,1,05,裁判官訴追委員会,非常勤職員手当,7642,7656,-14
国会,裁判官訴追委員会,031,95,089,2,11,1,05,裁判官訴追委員会,児童手当,1560,1500,60
国会,裁判官訴追委員会,031,95,012,2,12,9,06,裁判官訴追委員会,諸謝金,100,15,85
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職務雑費,900,900,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,職員旅費,888,888,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,委員旅費,890,890,0
国会,裁判官訴追委員会,031,95,012,2,12,2,08,裁判官訴追委員会,証人等旅費,324,324,0
国会,裁判官訴追委員会,031,95,012,2,12,3,09,裁判官訴追委員会,庁費,4769,4909,-140
国会,裁判官弾劾裁判所,041,95,012,2,11,1,02,裁判官弾劾裁判所,職員基本給,66508,65230,1278
国会,裁判官弾劾裁判所,041,95,012,2,11,1,03,裁判官弾劾裁判所,職員諸手当,35112,33672,1440
国会,裁判官弾劾裁判所,041,95,012,2,11,1,04,裁判官弾劾裁判所,超過勤務手当,2956,2949,7
国会,裁判官弾劾裁判所,041,95,089,2,11,1,05,裁判官弾劾裁判所,児童手当,480,610,-130
国会,裁判官弾劾裁判所,041,95,012,2,12,9,06,裁判官弾劾裁判所,諸謝金,159,159,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職務雑費,900,900,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,職員旅費,399,399,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,委員旅費,276,276,0
国会,裁判官弾劾裁判所,041,95,012,2,12,2,08,裁判官弾劾裁判所,証人等旅費,43,43,0
国会,裁判官弾劾裁判所,041,95,012,2,12,3,09,裁判官弾劾裁判所,庁費,5205,5266,-61
国会,裁判官弾劾裁判所,041,95,199,2,13,3,09,裁判官弾劾裁判所,自動車重量税,25,25,0
裁判所,裁判所,001,95,014,2,11,1,02,最高裁判所,職員基本給,5232541,5212512,20029
裁判所,裁判所,001,95,014,2,11,1,03,最高裁判所,職員諸手当,2597656,2475080,122576
裁判所,裁判所,001,95,014,2,11,1,04,最高裁判所,超過勤務手当,727995,729592,-1597
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,委員手当,16592,16842,-250
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,非常勤職員手当,8654,8654,0
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,休職者給与,386859,402309,-15450
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,短時間勤務職員給与,3086,3086,0
裁判所,裁判所,001,95,014,2,15,1,05,最高裁判所,公務災害補償費,102936,108134,-5198
裁判所,裁判所,001,95,014,2,11,1,05,最高裁判所,退職手当,15160871,15965537,-804666
裁判所,裁判所,001,95,089,2,11,1,05,最高裁判所,児童手当,60185,60055,130
裁判所,裁判所,001,95,014,2,12,9,06,最高裁判所,諸謝金,261974,260606,1368
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,職員旅費,685733,678396,7337
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国留学旅費,64838,65751,-913
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,赴任旅費,543348,541073,2275
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,委員等旅費,10956,11299,-343
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,司法修習生旅費,241666,240118,1548
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,外国人招へい旅費,2733,8362,-5629
裁判所,裁判所,001,95,014,2,12,2,08,最高裁判所,証人等旅費,12,12,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,庁費,1090436,1081579,8857
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,情報処理業務庁費,446325,284485,161840
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判資料整備費,486437,504281,-17844
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,研修費,386764,383634,3130
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,国会図書館支部庁費,45816,45816,0
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,裁判官等法服費,5294,5924,-630
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,招へい外国人滞在費,1602,3915,-2313
裁判所,裁判所,001,95,014,2,12,3,09,最高裁判所,各所修繕,984682,950849,33833
裁判所,裁判所,001,95,199,2,13,3,09,最高裁判所,自動車重量税,861,909,-48
裁判所,裁判所,001,95,014,2,12,5,14,最高裁判所,司法修習生研修委託費,112988,121826,-8838
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,国家公務員共済組合負担金,32792336,31907340,884996
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,基礎年金等国家公務員共済組合負担金,8041413,7955742,85671
裁判所,裁判所,001,95,014,2,11,5,16,最高裁判所,育児休業手当金国家公務員共済組合負担金,70523,70080,443
裁判所,裁判所,001,95,029,2,13,5,16,最高裁判所,国有資産所在市町村交付金,178129,198127,-19998
裁判所,裁判所,001,95,014,2,72,5,16,最高裁判所,国際裁判官連合分担金,312,315,-3
裁判所,裁判所,001,95,014,2,12,9,17,最高裁判所,交際費,2094,2094,0
裁判所,裁判所,001,95,014,2,95,9,18,最高裁判所,賠償償還及払戻金,6076,6076,0
裁判所,裁判所,001,95,014,2,95,9,23,最高裁判所,修習資金貸与金,4725195,5149032,-423837
裁判所,裁判所,002,95,014,2,11,1,02,下級裁判所,職員基本給,127429216,126964961,464255
裁判所,裁判所,002,95,014,2,11,1,03,下級裁判所,職員諸手当,60332683,58725376,1607307
裁判所,裁判所,002,95,014,2,11,1,04,下級裁判所,超過勤務手当,3483885,3562357,-78472
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,委員手当,7166092,7429126,-263034
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,非常勤職員手当,110968,110968,0
裁判所,裁判所,002,95,014,2,11,1,05,下級裁判所,短時間勤務職員給与,9258,9258,0
裁判所,裁判所,002,95,089,2,11,1,05,下級裁判所,児童手当,1065605,1096090,-30485
裁判所,裁判所,002,95,014,2,12,9,06,下級裁判所,諸謝金,73094,67770,5324
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,職員旅費,197768,195762,2006
裁判所,裁判所,002,95,014,2,12,2,08,下級裁判所,委員等旅費,450432,490723,-40291
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,庁費,4175648,4185625,-9977
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,情報処理業務庁費,129344,141445,-12101
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,国有財産管理処分庁費,84932,48141,36791
裁判所,裁判所,002,95,014,2,20,3,09,下級裁判所,法廷等器具整備費,619239,537295,81944
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,土地建物借料,122208,102763,19445
裁判所,裁判所,002,95,014,2,12,3,09,下級裁判所,公共施設等維持管理運営費,299299,316318,-17019
裁判所,裁判所,002,95,199,2,13,3,09,下級裁判所,自動車重量税,5451,4270,1181
裁判所,裁判所,002,95,014,2,12,9,17,下級裁判所,交際費,2673,2673,0
裁判所,裁判所,003,95,014,2,11,1,05,検察審査費,委員手当,4513,4798,-285
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,職員旅費,518,991,-473
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,委員等旅費,195,196,-1
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,検察審査員旅費,260748,266948,-6200
裁判所,裁判所,003,95,014,2,12,2,08,検察審査費,証人等旅費,139,139,0
裁判所,裁判所,003,95,014,2,12,3,09,検察審査費,庁費,53048,52052,996
裁判所,裁判所,004,95,014,2,12,9,06,裁判費,諸謝金,2097325,2116617,-19292
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,裁判旅費,266517,277506,-10989
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,執行官旅費,46298,45113,1185
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,委員等旅費,1834017,1933490,-99473
裁判所,裁判所,004,95,014,2,12,2,08,裁判費,証人等旅費,159669,159736,-67
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,裁判庁費,12995950,12814016,181934
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,特別送達料,624181,605486,18695
裁判所,裁判所,004,95,014,2,12,3,09,裁判費,身柄拘束者食糧費,413,413,0
裁判所,裁判所,004,95,014,2,12,5,14,裁判費,少年補導委託費,153965,153965,0
裁判所,裁判所,004,95,014,2,95,9,18,裁判費,賠償償還及払戻金,433844,654537,-220693
裁判所,裁判所,004,95,014,2,95,9,19,裁判費,保証金,10000,10000,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,刑事補償金,492353,492353,0
裁判所,裁判所,004,95,014,2,95,9,20,裁判費,少年補償金,10021,11244,-1223
裁判所,裁判所,005,95,014,1,20,2,08,裁判所施設費,施設施工旅費,74813,71896,2917
裁判所,裁判所,005,95,014,1,20,3,09,裁判所施設費,施設施工庁費,568976,565958,3018
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,施設整備費,13183296,12623977,559319
裁判所,裁判所,005,95,014,1,20,4,15,裁判所施設費,不動産購入費,777602,777602,0
裁判所,裁判所,010,95,014,2,95,9,99,裁判所予備経費,(裁判所予備経費),8000,8000,0
会計検査院,会計検査院,001,95,016,2,11,1,02,会計検査院,職員基本給,6299223,6278026,21197
会計検査院,会計検査院,001,95,016,2,11,1,03,会計検査院,職員諸手当,3184689,3137066,47623
会計検査院,会計検査院,001,95,016,2,11,1,04,会計検査院,超過勤務手当,977345,980481,-3136
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,委員手当,2144,2187,-43
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,非常勤職員手当,15038,14958,80
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,休職者給与,14278,15183,-905
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,国際機関等派遣職員給与,482,934,-452
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,短時間勤務職員給与,209552,205275,4277
会計検査院,会計検査院,001,95,016,2,15,1,05,会計検査院,公務災害補償費,13009,13308,-299
会計検査院,会計検査院,001,95,016,2,11,1,05,会計検査院,退職手当,1130636,1549071,-418435
会計検査院,会計検査院,001,95,089,2,11,1,05,会計検査院,児童手当,52165,52370,-205
会計検査院,会計検査院,001,95,016,2,12,9,06,会計検査院,諸謝金,8110,8372,-262
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,職員旅費,38229,36830,1399
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,検査旅費,546695,547024,-329
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国留学旅費,7945,7348,597
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,赴任旅費,6337,8551,-2214
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,委員等旅費,3693,3175,518
会計検査院,会計検査院,001,95,016,2,12,2,08,会計検査院,外国人招へい旅費,7234,7234,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,庁費,226279,229443,-3164
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,研修所庁費,113807,117866,-4059
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査情報処理業務庁費,742625,747050,-4425
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,国会図書館支部庁費,1535,1535,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,通信専用料,817,817,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,電子計算機等借料,139436,116238,23198
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,招へい外国人滞在費,1015,1015,0
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,各所修繕,16083,17118,-1035
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,会計検査活動費,220291,225445,-5154
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,公共施設等維持管理運営費,473455,464546,8909
会計検査院,会計検査院,001,95,016,2,12,3,09,会計検査院,官民区分所有施設維持管理運営費,158594,158605,-11
会計検査院,会計検査院,001,95,199,2,13,3,09,会計検査院,自動車重量税,75,158,-83
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,国家公務員共済組合負担金,1712784,1666892,45892
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,基礎年金等国家公務員共済組合負担金,429301,431925,-2624
会計検査院,会計検査院,001,95,016,2,11,5,16,会計検査院,育児休業手当金国家公務員共済組合負担金,1073,1077,-4
会計検査院,会計検査院,001,95,029,2,13,5,16,会計検査院,国有資産所在市町村交付金,511,5557,-5046
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織分担金,3091,3102,-11
会計検査院,会計検査院,001,95,016,2,72,5,16,会計検査院,最高会計検査機関国際組織拠出金,5400,4950,450
会計検査院,会計検査院,001,95,016,2,12,9,17,会計検査院,交際費,805,805,0
会計検査院,会計検査院,001,95,016,2,95,9,18,会計検査院,賠償償還及払戻金,10,10,0
会計検査院,会計検査院,002,95,016,1,20,2,08,会計検査院施設費,施設施工旅費,463,480,-17
会計検査院,会計検査院,002,95,016,1,20,3,09,会計検査院施設費,施設施工庁費,5666,7354,-1688
会計検査院,会計検査院,002,95,016,1,20,4,15,会計検査院施設費,施設整備費,56788,58918,-2130
内閣,内閣官房,001,95,016,2,11,1,02,内閣官房共通費,職員基本給,6239044,6021844,217200
内閣,内閣官房,001,95,016,2,11,1,03,内閣官房共通費,職員諸手当,3090119,2895036,195083
内閣,内閣官房,001,95,016,2,11,1,04,内閣官房共通費,超過勤務手当,963533,920316,43217
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,委員手当,21962,22694,-732
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,非常勤職員手当,895751,858164,37587
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,休職者給与,11018,11021,-3
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,短時間勤務職員給与,127268,121581,5687
内閣,内閣官房,001,95,016,2,11,1,05,内閣官房共通費,退職手当,844036,938992,-94956
内閣,内閣官房,001,95,089,2,11,1,05,内閣官房共通費,児童手当,70170,71340,-1170
内閣,内閣官房,001,95,016,2,12,9,06,内閣官房共通費,諸謝金,1175163,852634,322529
内閣,内閣官房,001,95,016,2,95,9,07,内閣官房共通費,報償費,1461652,1461652,0
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,職員旅費,788788,661105,127683
内閣,内閣官房,001,95,016,2,12,2,08,内閣官房共通費,赴任旅費,5123,5249,-126
