主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成31年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
内閣府,4,2,54,01,政府資産整理収入,回収金等収入,東日本大震災復興放射性物質汚染対策緊急除染等事業費回収金収入,放射性物質汚染対策緊急除染等事業費回収金,12438403,14013769,-1575366
内閣府,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,224485,204780,19705
内閣府,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,260270,135274,124996
内閣府,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,576628,595493,-18865
内閣府,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,3087,4178,-1091
内閣府,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,816907,734058,82849
内閣府,5,1,02,05,雑収入,国有財産利用収入,国有財産使用収入,公益認定等総合情報システム利用料収入,26160,22152,4008
内閣府,5,2,03,04,雑収入,納付金,雑納付金,公認会計士法違反者納付金,14080,13870,210
内閣府,5,2,03,05,雑収入,納付金,雑納付金,価格協定等違反者納付金,6515290,17672370,-11157080
内閣府,5,2,03,06,雑収入,納付金,雑納付金,金融商品取引法違反者納付金,527690,2300490,-1772800
内閣府,5,2,03,25,雑収入,納付金,雑納付金,不当表示違反者納付金,279830,15000,264830
内閣府,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,800000000,0,800000000
内閣府,5,2,03,17,雑収入,納付金,雑納付金,独立行政法人国立公文書館納付金,20966,19503,1463
内閣府,5,2,03,80,雑収入,納付金,雑納付金,独立行政法人北方領土問題対策協会納付金,0,172313,-172313
内閣府,5,2,03,79,雑収入,納付金,雑納付金,独立行政法人国民生活センター納付金,0,63706,-63706
内閣府,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,134877,120498,14379
内閣府,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,166429,150661,15768
内閣府,5,3,08,05,雑収入,諸収入,懲罰及没収金,交通反則者納金,56816994,60512251,-3695257
内閣府,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,88257,69262,18995
内閣府,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,8347683,5722930,2624753
内閣府,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,8432,7354,1078
内閣府,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,199073,228929,-29856
内閣府,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,8925,8881,44
内閣府,5,3,99,04,雑収入,諸収入,雑入,延滞金,16040,65566,-49526
内閣府,5,3,99,99,雑収入,諸収入,雑入,雑収,43146,52568,-9422
総務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,50245,50116,129
総務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,69060,66675,2385
総務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,36497,38104,-1607
総務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,0,1,-1
総務省,5,2,03,74,雑収入,納付金,雑納付金,独立行政法人統計センター納付金,413979,458671,-44692
総務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1287765,1282883,4882
総務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,6317,329702,-323385
総務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,3820396,3372876,447520
総務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,14847,27118,-12271
総務省,5,3,15,01,雑収入,諸収入,電波利用料収入,電波利用料収入,74989656,62005889,12983767
総務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4721,4107,614
総務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1152,1125,27
総務省,5,3,99,99,雑収入,諸収入,雑入,雑収,642100,1270408,-628308
法務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,128,0,128
法務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,195977,192900,3077
法務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,281466,225899,55567
法務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,304341,329607,-25266
法務省,5,1,02,07,雑収入,国有財産利用収入,国有財産使用収入,公共施設等運営権対価収入,64800,0,64800
法務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1336,847,489
法務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,48379302,48102106,277196
法務省,5,3,08,02,雑収入,諸収入,懲罰及没収金,過料,1303783,1205023,98760
法務省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,1172184,1051227,120957
法務省,5,3,08,01,雑収入,諸収入,懲罰及没収金,罰金及科料,41739360,44759838,-3020478
法務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,562233,586965,-24732
法務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,327147,340797,-13650
法務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,94748,100328,-5580
法務省,5,3,10,01,雑収入,諸収入,矯正官署作業収入,刑務所作業収入,3838611,4046595,-207984
法務省,5,3,10,02,雑収入,諸収入,矯正官署作業収入,少年院職業指導収入,5914,8793,-2879
法務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,37299,35604,1695
法務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,15341,15298,43
法務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,3649,5171,-1522
法務省,5,3,99,05,雑収入,諸収入,雑入,期満後収入,122044,138483,-16439
法務省,5,3,99,99,雑収入,諸収入,雑入,雑収,183805,192573,-8768
外務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,163955,178958,-15003
外務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,41269,24094,17175
外務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,8375,8135,240
外務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,46207,72052,-25845
外務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,566541,607573,-41032
外務省,5,1,04,01,雑収入,国有財産利用収入,利子収入,預託金利子収入,15498,14495,1003
外務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,19295883,15705528,3590355
外務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,3808,2838,970
外務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,7891109,7023289,867820
外務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,44628,43913,715
外務省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,0,117,-117
外務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2264,1881,383
外務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,53,70,-17
外務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,179,405,-226
外務省,5,3,99,99,雑収入,諸収入,雑入,雑収,38269,42765,-4496
財務省,1,1,01,01,租税及印紙収入,租税,所得税,源泉所得税,16610000000,15725000000,885000000
財務省,1,1,01,02,租税及印紙収入,租税,所得税,申告所得税,3324000000,3295000000,29000000
財務省,1,1,02,01,租税及印紙収入,租税,法人税,法人税,12858000000,12167000000,691000000
財務省,1,1,03,01,租税及印紙収入,租税,相続税,相続税,2232000000,2240000000,-8000000
財務省,1,1,20,01,租税及印紙収入,租税,消費税,消費税,19392000000,17558000000,1834000000
財務省,1,1,04,01,租税及印紙収入,租税,酒税,酒税,1271000000,1311000000,-40000000
財務省,1,1,18,01,租税及印紙収入,租税,たばこ税,たばこ税,889000000,874000000,15000000
財務省,1,1,06,01,租税及印紙収入,租税,揮発油税,揮発油税,2303000000,2330000000,-27000000
財務省,1,1,07,01,租税及印紙収入,租税,石油ガス税,石油ガス税,7000000,8000000,-1000000
財務省,1,1,17,01,租税及印紙収入,租税,航空機燃料税,航空機燃料税,52000000,52000000,0
財務省,1,1,54,02,租税及印紙収入,租税,石油石炭税,石油石炭税,707000000,709000000,-2000000
財務省,1,1,23,01,租税及印紙収入,租税,電源開発促進税,電源開発促進税,330000000,323000000,7000000
財務省,1,1,16,01,租税及印紙収入,租税,自動車重量税,自動車重量税,376000000,395000000,-19000000
財務省,1,1,25,01,租税及印紙収入,租税,国際観光旅客税,国際観光旅客税,50000000,6000000,44000000
財務省,1,1,14,01,租税及印紙収入,租税,関税,関税,1034000000,1022000000,12000000
財務省,1,1,15,01,租税及印紙収入,租税,とん税,とん税,11000000,10000000,1000000
財務省,1,2,01,01,租税及印紙収入,印紙収入,印紙収入,収入印紙,708000000,726000000,-18000000
財務省,1,2,01,02,租税及印紙収入,印紙収入,印紙収入,現金収入,341000000,328000000,13000000
財務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,24000000,61200000,-37200000
財務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,312870,360000,-47130
財務省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,15336,43365,-28029
財務省,4,1,01,09,政府資産整理収入,国有財産処分収入,国有財産売払収入,証券売払代,4927632,6992473,-2064841
財務省,4,1,01,04,政府資産整理収入,国有財産処分収入,国有財産売払収入,工作物売払代,0,1076,-1076
財務省,4,1,02,01,政府資産整理収入,国有財産処分収入,特定国有財産売払収入,特定施設売払代,4715713,979497,3736216
財務省,4,1,03,01,政府資産整理収入,国有財産処分収入,東日本大震災復興国有財産売払収入,土地売払代,0,9400000,-9400000
財務省,4,2,01,06,政府資産整理収入,回収金等収入,特別会計整理収入,産業投資特別会計整理収入,4244205,5841105,-1596900
財務省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,40861540,53145962,-12284422
財務省,4,2,02,01,政府資産整理収入,回収金等収入,引継債権整理収入,公団引継債権整理収入,24,24,0
財務省,4,2,50,71,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人日本スポーツ振興センター出資回収金,2500000,2500000,0
財務省,4,2,50,56,政府資産整理収入,回収金等収入,政府出資回収金収入,国立研究開発法人海洋研究開発機構出資回収金,3949,0,3949
財務省,4,2,50,19,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人中小企業基盤整備機構出資回収金,18656,30028911,-30010255
財務省,4,2,50,46,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人鉄道建設・運輸施設整備支援機構出資回収金,0,201415,-201415
財務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,18687234,15828731,2858503
財務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1268455,1651822,-383367
財務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,17823135,18166657,-343522
財務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,285,145,140
財務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,40059,49708,-9649
財務省,5,1,04,02,雑収入,国有財産利用収入,利子収入,指定預金利子収入,771,771,0
財務省,5,1,03,01,雑収入,国有財産利用収入,配当金収入,日本銀行配当金収入,2750,2750,0
財務省,5,1,03,03,雑収入,国有財産利用収入,配当金収入,成田国際空港株式会社配当金収入,955765,955765,0
財務省,5,1,03,05,雑収入,国有財産利用収入,配当金収入,日本郵政株式会社配当金収入,60000004,60000004,0
財務省,5,1,03,06,雑収入,国有財産利用収入,配当金収入,日本アルコール産業株式会社配当金収入,14501,5960,8541
財務省,5,1,03,07,雑収入,国有財産利用収入,配当金収入,輸出入・港湾関連情報処理センター株式会社配当金収入,17649,16203,1446
財務省,5,2,01,01,雑収入,納付金,日本銀行納付金,日本銀行納付金,571800000,543000000,28800000
財務省,5,2,06,01,雑収入,納付金,独立行政法人造幣局納付金,独立行政法人造幣局納付金,9251080,4554312,4696768
財務省,5,2,03,07,雑収入,納付金,雑納付金,株式会社国際協力銀行納付金,187440,170850,16590
財務省,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,3330188,4519308,-1189120
財務省,5,2,03,87,雑収入,納付金,雑納付金,独立行政法人造幣局納付金,2678519,378230,2300289
財務省,5,2,03,88,雑収入,納付金,雑納付金,独立行政法人国立印刷局納付金,171636,1098768,-927132
財務省,5,3,03,09,雑収入,諸収入,特別会計受入金,外国為替資金特別会計受入金,1789283682,1752033979,37249703
財務省,5,3,03,26,雑収入,諸収入,特別会計受入金,財政投融資特別会計受入金,432139407,100784,432038623
財務省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,7,8,-1
財務省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,1,1,0
財務省,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,2616534,2616534,0
財務省,5,3,27,01,雑収入,諸収入,東日本大震災復興財政投融資特別会計受入金,財政投融資特別会計受入金,7205,63440158,-63432953
財務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,942199,941737,462
財務省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,1409396,1392131,17265
財務省,5,3,07,07,雑収入,諸収入,受託調査試験及役務収入,地方消費税徴収取扱費受入,16361157,16005179,355978
財務省,5,3,08,04,雑収入,諸収入,懲罰及没収金,国税犯則者納金,5694428,4126452,1567976
財務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,1028225,974455,53770
財務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,481910,453945,27965
財務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,48682,47673,1009
財務省,5,3,02,01,雑収入,諸収入,文官恩給費特別会計等負担金,文官恩給費特別会計等負担金,552052,670478,-118426
財務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,75074,84126,-9052
財務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,2,27,-25
財務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,30474,37468,-6994
財務省,5,3,99,17,雑収入,諸収入,雑入,経過利子受入,50106247,58585305,-8479058
財務省,5,3,99,99,雑収入,諸収入,雑入,雑収,841283,696479,144804
財務省,6,1,01,01,公債金,公債金,公債金,公債金,6952000000,6789000000,163000000
財務省,6,1,02,01,公債金,公債金,特例公債金,特例公債金,25708451922,27598200000,-1889748078
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,215930871,236421197,-20490326
財務省,7,1,02,01,前年度剰余金受入,前年度剰余金受入,東日本大震災復興前年度剰余金受入,前年度剰余金受入,2587803,63365713,-60777910
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,577106,575391,1715
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,3645,7364,-3719
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,28416,32588,-4172
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,14571,17587,-3016
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,5276311,6333136,-1056825
文部科学省,5,2,03,68,雑収入,納付金,雑納付金,国立研究開発法人科学技術振興機構納付金,756000,0,756000
文部科学省,5,2,03,26,雑収入,納付金,雑納付金,独立行政法人日本学生支援機構納付金,1266955,0,1266955
文部科学省,5,2,03,32,雑収入,納付金,雑納付金,独立行政法人国立高等専門学校機構納付金,165569,0,165569
文部科学省,5,2,03,38,雑収入,納付金,雑納付金,独立行政法人大学改革支援・学位授与機構納付金,177518,0,177518
文部科学省,5,2,03,91,雑収入,納付金,雑納付金,独立行政法人日本学術振興会納付金,0,628075,-628075
文部科学省,5,2,03,93,雑収入,納付金,雑納付金,国立研究開発法人理化学研究所納付金,0,599999,-599999
文部科学省,5,2,03,94,雑収入,納付金,雑納付金,独立行政法人日本スポーツ振興センター納付金,0,512503,-512503
文部科学省,5,2,03,95,雑収入,納付金,雑納付金,独立行政法人日本芸術文化振興会納付金,0,683835,-683835
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,24890,18826,6064
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,562,949,-387
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,11386078,12674626,-1288548
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,24942,13760,11182
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4174,4665,-491
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,8935,12199,-3264
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料等収入,5094115,5110968,-16853
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,1536805,1821643,-284838
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,822167,815474,6693
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,13892,14282,-390
厚生労働省,4,2,03,09,政府資産整理収入,回収金等収入,貸付金等回収金収入,公衆衛生修学資金貸付金償還金,1128,1128,0
厚生労働省,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子父子寡婦福祉資金貸付金償還金,2867046,3122848,-255802
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,330733,329266,1467
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,41359,46088,-4729
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,82415,86950,-4535
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,814,761,53
厚生労働省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,12,12,0
厚生労働省,5,2,03,13,雑収入,納付金,雑納付金,独立行政法人医薬品医療機器総合機構納付金,943396,0,943396
厚生労働省,5,2,03,97,雑収入,納付金,雑納付金,独立行政法人高齢・障害・求職者雇用支援機構納付金,0,468086,-468086
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,33304,37489,-4185
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,83604,81273,2331
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,19146,19326,-180
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,16358,17086,-728
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,92503,94343,-1840
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,109725,110052,-327
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,75240,82191,-6951
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,9691,14429,-4738
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,462925307,513008406,-50083099
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,82106,88469,-6363
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,15828,14731,1097
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,13192,5210,7982
厚生労働省,5,3,11,07,雑収入,諸収入,物品売払収入,あへん売払代,705609,1296878,-591269
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,24292,25914,-1622
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,66,71,-5
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1933,2072,-139
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,23963,31748,-7785
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,280961,289667,-8706
厚生労働省,5,3,99,99,雑収入,諸収入,雑入,雑収,857297,938823,-81526
農林水産省,3,2,03,01,官業益金及官業収入,官業収入,国有林野事業収入,国有林野事業収入,30370114,29173428,1196686
農林水産省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,473932,478762,-4830
農林水産省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,204468,252216,-47748
農林水産省,4,2,03,37,政府資産整理収入,回収金等収入,貸付金等回収金収入,農地保有合理化促進対策資金貸付金償還金,3346224,3776871,-430647
農林水産省,4,2,03,38,政府資産整理収入,回収金等収入,貸付金等回収金収入,就農支援資金貸付金償還金,1284451,1337643,-53192
農林水産省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,197298,198546,-1248
農林水産省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,73448,68478,4970
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,835433,921429,-85996
農林水産省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,4397,4060,337
農林水産省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,3159,4826,-1667
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,314097358,308240014,5857344
農林水産省,5,2,03,46,雑収入,納付金,雑納付金,独立行政法人農林水産消費安全技術センター納付金,287680,343950,-56270
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,1332476,1480070,-147594
農林水産省,5,2,03,82,雑収入,納付金,雑納付金,独立行政法人農業者年金基金納付金,0,106064,-106064
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,5625444,1831570,3793874
農林水産省,5,3,28,01,雑収入,諸収入,東日本大震災復興食料安定供給特別会計受入金,食料安定供給特別会計受入金,2353662,2807497,-453835
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,1007950,871408,136542
農林水産省,5,3,04,04,雑収入,諸収入,公共事業費負担金,治山事業費負担金,4858580,3238955,1619625
