主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成30年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
内閣,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,842,914,-72
内閣,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,230,235,-5
内閣,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,1272078,2372366,-1100288
内閣,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1796,1784,12
内閣,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1497,1517,-20
内閣,5,3,99,04,雑収入,諸収入,雑入,延滞金,313,312,1
内閣府,3,2,01,01,官業益金及官業収入,官業収入,病院収入,宮内庁病院収入,35528,41646,-6118
内閣府,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,2342377,163718,2178659
内閣府,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,266208,0,266208
内閣府,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,7474,1884,5590
内閣府,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,0,447643,-447643
内閣府,4,2,03,13,政府資産整理収入,回収金等収入,貸付金等回収金収入,災害援護資金貸付金償還金,1004283,754427,249856
内閣府,4,2,54,01,政府資産整理収入,回収金等収入,東日本大震災復興放射性物質汚染対策緊急除染等事業費回収金収入,放射性物質汚染対策緊急除染等事業費回収金,14013769,0,14013769
内閣府,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,204780,199530,5250
内閣府,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,135274,127041,8233
内閣府,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,595493,539880,55613
内閣府,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,4178,11952,-7774
内閣府,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,734058,1000488,-266430
内閣府,5,1,02,05,雑収入,国有財産利用収入,国有財産使用収入,公益認定等総合情報システム利用料収入,22152,19516,2636
内閣府,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,0,73,-73
内閣府,5,2,03,04,雑収入,納付金,雑納付金,公認会計士法違反者納付金,13870,13820,50
内閣府,5,2,03,05,雑収入,納付金,雑納付金,価格協定等違反者納付金,17672370,22746811,-5074441
内閣府,5,2,03,06,雑収入,納付金,雑納付金,金融商品取引法違反者納付金,2300490,2993070,-692580
内閣府,5,2,03,25,雑収入,納付金,雑納付金,不当表示違反者納付金,15000,22500,-7500
内閣府,5,2,03,17,雑収入,納付金,雑納付金,独立行政法人国立公文書館納付金,19503,0,19503
内閣府,5,2,03,80,雑収入,納付金,雑納付金,独立行政法人北方領土問題対策協会納付金,172313,0,172313
内閣府,5,2,03,79,雑収入,納付金,雑納付金,独立行政法人国民生活センター納付金,63706,0,63706
内閣府,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,120498,130557,-10059
内閣府,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,150661,41631,109030
内閣府,5,3,08,05,雑収入,諸収入,懲罰及没収金,交通反則者納金,60512251,62402487,-1890236
内閣府,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,69262,62544,6718
内閣府,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,5722930,2650707,3072223
内閣府,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,7354,5111,2243
内閣府,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,228929,274677,-45748
内閣府,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,8881,10990,-2109
内閣府,5,3,99,04,雑収入,諸収入,雑入,延滞金,65566,76505,-10939
内閣府,5,3,99,99,雑収入,諸収入,雑入,雑収,52568,45210,7358
総務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,50116,47997,2119
総務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,66675,60304,6371
総務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,38104,31559,6545
総務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1,5,-4
総務省,5,2,03,74,雑収入,納付金,雑納付金,独立行政法人統計センター納付金,458671,640692,-182021
総務省,5,2,03,72,雑収入,納付金,雑納付金,独立行政法人郵便貯金・簡易生命保険管理機構納付金,0,49622102,-49622102
総務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1282883,1380718,-97835
総務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,329702,3547,326155
総務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,3372876,2829893,542983
総務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,27118,30766,-3648
総務省,5,3,15,01,雑収入,諸収入,電波利用料収入,電波利用料収入,62005889,62005889,0
総務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4107,4723,-616
総務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1125,1316,-191
総務省,5,3,99,99,雑収入,諸収入,雑入,雑収,1270408,736206,534202
法務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,192900,186544,6356
法務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,225899,182793,43106
法務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,329607,281537,48070
法務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,847,1484,-637
法務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,48102106,48337394,-235288
法務省,5,3,08,02,雑収入,諸収入,懲罰及没収金,過料,1205023,1233800,-28777
法務省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,1051227,807600,243627
法務省,5,3,08,01,雑収入,諸収入,懲罰及没収金,罰金及科料,44759838,44823817,-63979
法務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,586965,588516,-1551
法務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,340797,353976,-13179
法務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,100328,125284,-24956
法務省,5,3,10,01,雑収入,諸収入,矯正官署作業収入,刑務所作業収入,4046595,4001365,45230
法務省,5,3,10,02,雑収入,諸収入,矯正官署作業収入,少年院職業指導収入,8793,8214,579
法務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,35604,41522,-5918
法務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,15298,23483,-8185
法務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,5171,6193,-1022
法務省,5,3,99,05,雑収入,諸収入,雑入,期満後収入,138483,148925,-10442
法務省,5,3,99,99,雑収入,諸収入,雑入,雑収,192573,205351,-12778
外務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,178958,0,178958
外務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,24094,0,24094
外務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,8135,7715,420
外務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,72052,60156,11896
外務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,607573,630914,-23341
外務省,5,1,04,01,雑収入,国有財産利用収入,利子収入,預託金利子収入,14495,12130,2365
外務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,15705528,11067315,4638213
外務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2838,2185,653
外務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,7023289,5276360,1746929
外務省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,117,194,-77
外務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,43913,40405,3508
外務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1881,2135,-254
外務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,70,2346,-2276
外務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,405,633,-228
外務省,5,3,99,99,雑収入,諸収入,雑入,雑収,42765,78410,-35645
外務省,5,2,03,37,雑収入,納付金,雑納付金,独立行政法人国際協力機構納付金,0,5014447,-5014447
外務省,5,2,03,73,雑収入,納付金,雑納付金,独立行政法人国際交流基金納付金,0,139105,-139105
財務省,1,1,01,01,租税及印紙収入,租税,所得税,源泉所得税,15725000000,14874000000,851000000
財務省,1,1,01,02,租税及印紙収入,租税,所得税,申告所得税,3295000000,3074000000,221000000
財務省,1,1,02,01,租税及印紙収入,租税,法人税,法人税,12167000000,12391000000,-224000000
財務省,1,1,03,01,租税及印紙収入,租税,相続税,相続税,2240000000,2115000000,125000000
財務省,1,1,20,01,租税及印紙収入,租税,消費税,消費税,17558000000,17138000000,420000000
財務省,1,1,04,01,租税及印紙収入,租税,酒税,酒税,1311000000,1311000000,0
財務省,1,1,18,01,租税及印紙収入,租税,たばこ税,たばこ税,874000000,929000000,-55000000
財務省,1,1,06,01,租税及印紙収入,租税,揮発油税,揮発油税,2330000000,2394000000,-64000000
財務省,1,1,07,01,租税及印紙収入,租税,石油ガス税,石油ガス税,8000000,8000000,0
財務省,1,1,17,01,租税及印紙収入,租税,航空機燃料税,航空機燃料税,52000000,52000000,0
財務省,1,1,54,02,租税及印紙収入,租税,石油石炭税,石油石炭税,709000000,688000000,21000000
財務省,1,1,23,01,租税及印紙収入,租税,電源開発促進税,電源開発促進税,323000000,313000000,10000000
財務省,1,1,16,01,租税及印紙収入,租税,自動車重量税,自動車重量税,395000000,370000000,25000000
財務省,1,1,25,01,租税及印紙収入,租税,国際観光旅客税,国際観光旅客税,6000000,0,6000000
財務省,1,1,14,01,租税及印紙収入,租税,関税,関税,1022000000,953000000,69000000
財務省,1,1,15,01,租税及印紙収入,租税,とん税,とん税,10000000,10000000,0
財務省,1,2,01,01,租税及印紙収入,印紙収入,印紙収入,収入印紙,726000000,770000000,-44000000
財務省,1,2,01,02,租税及印紙収入,印紙収入,印紙収入,現金収入,328000000,322000000,6000000
財務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,61200000,59700000,1500000
財務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,360000,453000,-93000
財務省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,43365,6926,36439
財務省,4,1,01,04,政府資産整理収入,国有財産処分収入,国有財産売払収入,工作物売払代,1076,5076,-4000
財務省,4,1,01,09,政府資産整理収入,国有財産処分収入,国有財産売払収入,証券売払代,6992473,8817963,-1825490
財務省,4,1,02,01,政府資産整理収入,国有財産処分収入,特定国有財産売払収入,特定施設売払代,979497,1897506,-918009
財務省,4,1,03,01,政府資産整理収入,国有財産処分収入,東日本大震災復興国有財産売払収入,土地売払代,9400000,29300000,-19900000
財務省,4,2,01,06,政府資産整理収入,回収金等収入,特別会計整理収入,産業投資特別会計整理収入,5841105,8477109,-2636004
財務省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,53145962,53972997,-827035
財務省,4,2,02,01,政府資産整理収入,回収金等収入,引継債権整理収入,公団引継債権整理収入,24,24,0
財務省,4,2,50,71,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人日本スポーツ振興センター出資回収金,2500000,2500000,0
財務省,4,2,50,19,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人中小企業基盤整備機構出資回収金,30028911,84098,29944813
財務省,4,2,50,46,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人鉄道建設・運輸施設整備支援機構出資回収金,201415,0,201415
財務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,15828731,15844030,-15299
財務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1651822,1102290,549532
財務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,18166657,15880910,2285747
財務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,145,907,-762
財務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,49708,56579,-6871
財務省,5,1,04,02,雑収入,国有財産利用収入,利子収入,指定預金利子収入,771,771,0
財務省,5,1,03,01,雑収入,国有財産利用収入,配当金収入,日本銀行配当金収入,2750,2750,0
財務省,5,1,03,03,雑収入,国有財産利用収入,配当金収入,成田国際空港株式会社配当金収入,955765,710083,245682
財務省,5,1,03,05,雑収入,国有財産利用収入,配当金収入,日本郵政株式会社配当金収入,60000004,60000004,0
財務省,5,1,03,06,雑収入,国有財産利用収入,配当金収入,日本アルコール産業株式会社配当金収入,5960,6540,-580
財務省,5,1,03,07,雑収入,国有財産利用収入,配当金収入,輸出入・港湾関連情報処理センター株式会社配当金収入,16203,0,16203
財務省,5,2,01,01,雑収入,納付金,日本銀行納付金,日本銀行納付金,543000000,304400000,238600000
財務省,5,2,06,01,雑収入,納付金,独立行政法人造幣局納付金,独立行政法人造幣局納付金,4554312,897979,3656333
財務省,5,2,03,07,雑収入,納付金,雑納付金,株式会社国際協力銀行納付金,170850,169905,945
財務省,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,4519308,7377298,-2857990
財務省,5,2,03,87,雑収入,納付金,雑納付金,独立行政法人造幣局納付金,378230,2535108,-2156878
財務省,5,2,03,88,雑収入,納付金,雑納付金,独立行政法人国立印刷局納付金,1098768,2381478,-1282710
財務省,5,3,03,09,雑収入,諸収入,特別会計受入金,外国為替資金特別会計受入金,1752033979,2518767830,-766733851
財務省,5,3,03,26,雑収入,諸収入,特別会計受入金,財政投融資特別会計受入金,100784,65060,35724
財務省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,8,7,1
財務省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,1,1,0
財務省,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,2616534,2616534,0
財務省,5,3,27,01,雑収入,諸収入,東日本大震災復興財政投融資特別会計受入金,財政投融資特別会計受入金,63440158,55355163,8084995
財務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,941737,910210,31527
財務省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,1392131,1391813,318
財務省,5,3,07,07,雑収入,諸収入,受託調査試験及役務収入,地方消費税徴収取扱費受入,16005179,15783043,222136
財務省,5,3,08,04,雑収入,諸収入,懲罰及没収金,国税犯則者納金,4126452,605743,3520709
財務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,974455,1046400,-71945
財務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,453945,432844,21101
財務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,47673,51707,-4034
財務省,5,3,02,01,雑収入,諸収入,文官恩給費特別会計等負担金,文官恩給費特別会計等負担金,670478,814967,-144489
財務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,84126,101510,-17384
財務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,27,31,-4
財務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,37468,42940,-5472
財務省,5,3,99,17,雑収入,諸収入,雑入,経過利子受入,58585305,31132957,27452348
財務省,5,3,99,99,雑収入,諸収入,雑入,雑収,696479,729542,-33063
財務省,6,1,01,01,公債金,公債金,公債金,公債金,6094000000,6097000000,-3000000
財務省,6,1,02,01,公債金,公債金,特例公債金,特例公債金,27598200000,28272800000,-674600000
財務省,7,1,02,01,前年度剰余金受入,前年度剰余金受入,東日本大震災復興前年度剰余金受入,前年度剰余金受入,63365713,55265924,8099789
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,0,311539,-311539
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,575391,547959,27432
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,7364,9076,-1712
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,32588,28061,4527
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,17587,18344,-757
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,6333136,6690082,-356946
文部科学省,5,2,03,91,雑収入,納付金,雑納付金,独立行政法人日本学術振興会納付金,628075,0,628075
文部科学省,5,2,03,93,雑収入,納付金,雑納付金,国立研究開発法人理化学研究所納付金,599999,0,599999
文部科学省,5,2,03,94,雑収入,納付金,雑納付金,独立行政法人日本スポーツ振興センター納付金,512503,0,512503
文部科学省,5,2,03,95,雑収入,納付金,雑納付金,独立行政法人日本芸術文化振興会納付金,683835,0,683835
文部科学省,5,2,03,68,雑収入,納付金,雑納付金,国立研究開発法人科学技術振興機構納付金,0,1479085,-1479085
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,18826,11486,7340
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,949,1694,-745
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,12674626,11829532,845094
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,13760,9876,3884
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4665,6011,-1346
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,12199,11250,949
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料等収入,5110968,5101566,9402
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,1821643,2177788,-356145
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,815474,787313,28161
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,14282,60419,-46137
厚生労働省,4,2,03,09,政府資産整理収入,回収金等収入,貸付金等回収金収入,公衆衛生修学資金貸付金償還金,1128,1128,0
厚生労働省,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子父子寡婦福祉資金貸付金償還金,3122848,3061893,60955
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,329266,322609,6657
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,46088,46347,-259
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,86950,77977,8973
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,761,580,181
厚生労働省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,12,12,0
厚生労働省,5,2,03,97,雑収入,納付金,雑納付金,独立行政法人高齢・障害・求職者雇用支援機構納付金,468086,0,468086
厚生労働省,5,2,03,69,雑収入,納付金,雑納付金,独立行政法人労働政策研究・研修機構納付金,0,1685,-1685
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,37489,30779,6710
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,81273,84939,-3666
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,19326,19838,-512
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,17086,18878,-1792
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,94343,119335,-24992
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,110052,110052,0
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,82191,82191,0
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,14429,15987,-1558
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,513008406,480592065,32416341
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,88469,84209,4260
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,14731,15026,-295
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,5210,12346,-7136
厚生労働省,5,3,11,07,雑収入,諸収入,物品売払収入,あへん売払代,1296878,1555462,-258584
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,25914,33414,-7500
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,71,69,2
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,2072,2490,-418
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,31748,29740,2008
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,289667,289572,95
厚生労働省,5,3,99,99,雑収入,諸収入,雑入,雑収,938823,924685,14138
農林水産省,3,2,03,01,官業益金及官業収入,官業収入,国有林野事業収入,国有林野事業収入,29173428,28096557,1076871
農林水産省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,478762,544649,-65887
農林水産省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,252216,282275,-30059
農林水産省,4,2,03,37,政府資産整理収入,回収金等収入,貸付金等回収金収入,農地保有合理化促進対策資金貸付金償還金,3776871,4248420,-471549
農林水産省,4,2,03,38,政府資産整理収入,回収金等収入,貸付金等回収金収入,就農支援資金貸付金償還金,1337643,1399606,-61963
農林水産省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,198546,249619,-51073
農林水産省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,68478,49336,19142
農林水産省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,921429,802336,119093
農林水産省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,4060,3060,1000
農林水産省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,4826,5643,-817
農林水産省,5,2,02,01,雑収入,納付金,日本中央競馬会納付金,日本中央競馬会納付金,308240014,279770000,28470014
農林水産省,5,2,03,46,雑収入,納付金,雑納付金,独立行政法人農林水産消費安全技術センター納付金,343950,380870,-36920
農林水産省,5,2,03,81,雑収入,納付金,雑納付金,独立行政法人農畜産業振興機構納付金,1480070,2004853,-524783
農林水産省,5,2,03,82,雑収入,納付金,雑納付金,独立行政法人農業者年金基金納付金,106064,0,106064
農林水産省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,1831570,1012968,818602
農林水産省,5,3,28,01,雑収入,諸収入,東日本大震災復興食料安定供給特別会計受入金,食料安定供給特別会計受入金,2807497,2809648,-2151
農林水産省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,871408,870417,991
農林水産省,5,3,04,04,雑収入,諸収入,公共事業費負担金,治山事業費負担金,3138955,3082838,56117
農林水産省,5,3,04,01,雑収入,諸収入,公共事業費負担金,土地改良事業費負担金,47963965,47567660,396305
農林水産省,5,3,04,13,雑収入,諸収入,公共事業費負担金,地すべり対策事業費負担金,156000,186697,-30697
