主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成26年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
内閣,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,18995,19261,-266
内閣,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1036,2198,-1162
内閣,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,6122,5558,564
内閣,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,1102,938,164
内閣,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,252,252,0
内閣,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2003802,1191557,812245
内閣,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,128,1402,-1274
内閣,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1796,1709,87
内閣,5,3,99,04,雑収入,諸収入,雑入,延滞金,361,361,0
内閣,5,3,99,99,雑収入,諸収入,雑入,雑収,266,289,-23
内閣,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,0,3,-3
内閣府,3,2,01,01,官業益金及官業収入,官業収入,病院収入,宮内庁病院収入,42130,41483,647
内閣府,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,1097676,174561,923115
内閣府,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,11731,5612,6119
内閣府,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,9023,2981,6042
内閣府,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,313392,226456,86936
内閣府,4,2,03,13,政府資産整理収入,回収金等収入,貸付金等回収金収入,災害援護資金貸付金償還金,801745,805231,-3486
内閣府,4,2,03,32,政府資産整理収入,回収金等収入,貸付金等回収金収入,総合研究開発機構無利子貸付金償還金,3110000,3110000,0
内閣府,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,207724,215384,-7660
内閣府,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,91569,66874,24695
内閣府,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,555123,524484,30639
内閣府,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,1865,1825,40
内閣府,5,1,02,05,雑収入,国有財産利用収入,国有財産使用収入,公益認定等総合情報システム利用料収入,21920,19035,2885
内閣府,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,135,153,-18
内閣府,5,2,03,04,雑収入,納付金,雑納付金,公認会計士法違反者納付金,17410,18180,-770
内閣府,5,2,03,05,雑収入,納付金,雑納付金,価格協定等違反者納付金,29592930,26765072,2827858
内閣府,5,2,03,06,雑収入,納付金,雑納付金,金融商品取引法違反者納付金,727520,743200,-15680
内閣府,5,2,03,80,雑収入,納付金,雑納付金,独立行政法人北方領土問題対策協会納付金,0,793,-793
内閣府,5,2,03,79,雑収入,納付金,雑納付金,独立行政法人国民生活センター納付金,0,6753,-6753
内閣府,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,130711,123845,6866
内閣府,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,152,55,97
内閣府,5,3,08,05,雑収入,諸収入,懲罰及没収金,交通反則者納金,69838797,0,69838797
内閣府,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,125929,121603,4326
内閣府,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,204443,205260,-817
内閣府,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,3715,4393,-678
内閣府,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,238197,215636,22561
内閣府,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,9338,9236,102
内閣府,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,2,2,0
内閣府,5,3,99,04,雑収入,諸収入,雑入,延滞金,7840,5870,1970
内閣府,5,3,99,99,雑収入,諸収入,雑入,雑収,58473,55643,2830
総務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,44776,45634,-858
総務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,59835,54092,5743
総務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,36069,35033,1036
総務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,30,8,22
総務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1412466,1284169,128297
総務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,4159,4371,-212
総務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,2523893,2043323,480570
総務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,14360,13448,912
総務省,5,3,15,01,雑収入,諸収入,電波利用料収入,電波利用料収入,69500000,74130449,-4630449
総務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,5706,5653,53
総務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,6557,4216,2341
総務省,5,3,99,99,雑収入,諸収入,雑入,雑収,593102,912262,-319160
総務省,5,3,99,60,雑収入,諸収入,雑入,独立行政法人平和祈念事業特別基金資産承継収入,0,117628,-117628
総務省,5,3,98,01,雑収入,諸収入,東日本大震災復興雑入,独立行政法人平和祈念事業特別基金資産承継収入,0,9372,-9372
総務省,5,2,03,74,雑収入,納付金,雑納付金,独立行政法人統計センター納付金,0,1618106,-1618106
法務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,170589,218384,-47795
法務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,151505,152616,-1111
法務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,365070,350478,14592
法務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,241,309,-68
法務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,41370131,36104540,5265591
法務省,5,3,08,02,雑収入,諸収入,懲罰及没収金,過料,911570,917541,-5971
法務省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,1381973,1544393,-162420
法務省,5,3,08,01,雑収入,諸収入,懲罰及没収金,罰金及科料,51611991,54464236,-2852245
法務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,703843,711794,-7951
法務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,383298,388705,-5407
法務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,283719,247000,36719
法務省,5,3,10,01,雑収入,諸収入,矯正官署作業収入,刑務所作業収入,4517423,4612593,-95170
法務省,5,3,10,02,雑収入,諸収入,矯正官署作業収入,少年院職業補導収入,11206,11825,-619
法務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,38264,36624,1640
法務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,6846,11650,-4804
法務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,4158,4077,81
法務省,5,3,99,05,雑収入,諸収入,雑入,期満後収入,191392,169553,21839
法務省,5,3,99,99,雑収入,諸収入,雑入,雑収,261407,234910,26497
外務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,7182,7247,-65
外務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,57175,58128,-953
外務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,412876,429978,-17102
外務省,5,1,04,01,雑収入,国有財産利用収入,利子収入,預託金利子収入,9168,10429,-1261
外務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,0,55,-55
外務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,5002252,4992800,9452
外務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,3714,3334,380
外務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,6302895,6048067,254828
外務省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,224,1132,-908
外務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,32338,35189,-2851
外務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,2151,1761,390
外務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,546,188,358
外務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,841,109,732
外務省,5,3,99,99,雑収入,諸収入,雑入,雑収,89583,81144,8439
財務省,1,1,01,01,租税及印紙収入,租税,所得税,源泉所得税,12262000000,11462000000,800000000
財務省,1,1,01,02,租税及印紙収入,租税,所得税,申告所得税,2528000000,2436000000,92000000
財務省,1,1,02,01,租税及印紙収入,租税,法人税,法人税,10018000000,8714000000,1304000000
財務省,1,1,03,01,租税及印紙収入,租税,相続税,相続税,1545000000,1495000000,50000000
財務省,1,1,20,01,租税及印紙収入,租税,消費税,消費税,15339000000,10649000000,4690000000
財務省,1,1,04,01,租税及印紙収入,租税,酒税,酒税,1341000000,1347000000,-6000000
財務省,1,1,18,01,租税及印紙収入,租税,たばこ税,たばこ税,922000000,991000000,-69000000
財務省,1,1,06,01,租税及印紙収入,租税,揮発油税,揮発油税,2545000000,2566000000,-21000000
財務省,1,1,07,01,租税及印紙収入,租税,石油ガス税,石油ガス税,10000000,11000000,-1000000
財務省,1,1,17,01,租税及印紙収入,租税,航空機燃料税,航空機燃料税,53000000,50000000,3000000
財務省,1,1,54,02,租税及印紙収入,租税,石油石炭税,石油石炭税,613000000,650000000,-37000000
財務省,1,1,23,01,租税及印紙収入,租税,電源開発促進税,電源開発促進税,327000000,330000000,-3000000
財務省,1,1,16,01,租税及印紙収入,租税,自動車重量税,自動車重量税,387000000,386000000,1000000
財務省,1,1,14,01,租税及印紙収入,租税,関税,関税,1045000000,897000000,148000000
財務省,1,1,15,01,租税及印紙収入,租税,とん税,とん税,10000000,10000000,0
財務省,1,2,01,01,租税及印紙収入,印紙収入,印紙収入,収入印紙,763000000,805000000,-42000000
財務省,1,2,01,02,租税及印紙収入,印紙収入,印紙収入,現金収入,293000000,297000000,-4000000
財務省,4,1,01,01,政府資産整理収入,国有財産処分収入,国有財産売払収入,土地売払代,87000000,61070000,25930000
財務省,4,1,01,02,政府資産整理収入,国有財産処分収入,国有財産売払収入,立木竹売払代,22000,26000,-4000
財務省,4,1,01,03,政府資産整理収入,国有財産処分収入,国有財産売払収入,建物売払代,189000,132000,57000
財務省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,11191,5460,5731
財務省,4,1,01,04,政府資産整理収入,国有財産処分収入,国有財産売払収入,工作物売払代,224,1173,-949
財務省,4,1,01,09,政府資産整理収入,国有財産処分収入,国有財産売払収入,証券売払代,1692000,8096000,-6404000
財務省,4,1,02,01,政府資産整理収入,国有財産処分収入,特定国有財産売払収入,特定施設売払代,308700,0,308700
財務省,4,1,03,01,政府資産整理収入,国有財産処分収入,東日本大震災復興国有財産売払収入,土地売払代,3600000,23430000,-19830000
財務省,4,2,01,06,政府資産整理収入,回収金等収入,特別会計整理収入,産業投資特別会計整理収入,14976595,18088337,-3111742
財務省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,69462060,0,69462060
財務省,4,2,03,20,政府資産整理収入,回収金等収入,貸付金等回収金収入,清酒製造業近代化事業基金貸付金償還金,6500000,6500000,0
財務省,4,2,50,20,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人国際協力機構出資回収金,319631,303469,16162
財務省,4,2,50,27,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人国立印刷局出資回収金,42603,1428559,-1385956
財務省,4,2,50,23,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人農畜産業振興機構出資回収金,371650,0,371650
財務省,4,2,50,19,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人中小企業基盤整備機構出資回収金,34226,14507,19719
財務省,4,2,50,46,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人鉄道建設・運輸施設整備支援機構出資回収金,176685,396244,-219559
財務省,4,2,50,41,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人平和祈念事業特別基金出資回収金,0,100000,-100000
財務省,4,2,50,53,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人農林漁業信用基金出資回収金,0,12383000,-12383000
財務省,4,2,50,63,政府資産整理収入,回収金等収入,政府出資回収金収入,独立行政法人海上災害防止センター出資回収金,0,327000,-327000
財務省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,14958291,18900125,-3941834
財務省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1312063,1205348,106715
財務省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,16833815,15796094,1037721
財務省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,907,882,25
財務省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,113627,131348,-17721
財務省,5,1,04,02,雑収入,国有財産利用収入,利子収入,指定預金利子収入,225000,434000,-209000
財務省,5,1,03,01,雑収入,国有財産利用収入,配当金収入,日本銀行配当金収入,2750,2750,0
財務省,5,1,03,03,雑収入,国有財産利用収入,配当金収入,成田国際空港株式会社配当金収入,451916,359536,92380
財務省,5,1,03,05,雑収入,国有財産利用収入,配当金収入,日本郵政株式会社配当金収入,12879000,13410000,-531000
財務省,5,2,01,01,雑収入,納付金,日本銀行納付金,日本銀行納付金,638200000,406400000,231800000
財務省,5,2,06,01,雑収入,納付金,独立行政法人造幣局納付金,独立行政法人造幣局納付金,3338324,4229026,-890702
財務省,5,2,03,09,雑収入,納付金,雑納付金,預金保険機構納付金,11927042,17200433,-5273391
財務省,5,2,03,90,雑収入,納付金,雑納付金,独立行政法人日本万国博覧会記念機構納付金,25746,119496,-93750
財務省,5,2,03,87,雑収入,納付金,雑納付金,独立行政法人造幣局納付金,0,1288974,-1288974
財務省,5,2,03,88,雑収入,納付金,雑納付金,独立行政法人国立印刷局納付金,0,10281590,-10281590
財務省,5,2,12,05,雑収入,納付金,東日本大震災復興雑納付金,株式会社国際協力銀行納付金,167580,177475,-9895
財務省,5,2,12,04,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人日本万国博覧会記念機構納付金,14671,0,14671
財務省,5,2,12,02,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人造幣局納付金,0,53816,-53816
財務省,5,2,12,03,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人国立印刷局納付金,0,291245,-291245
財務省,5,2,07,01,雑収入,納付金,東日本大震災復興日本銀行納付金,日本銀行納付金,0,2700000,-2700000
財務省,5,3,03,09,雑収入,諸収入,特別会計受入金,外国為替資金特別会計受入金,1585166246,1928567808,-343401562
財務省,5,3,03,26,雑収入,諸収入,特別会計受入金,財政投融資特別会計受入金,69248,0,69248
財務省,5,3,03,30,雑収入,諸収入,特別会計受入金,エネルギー対策特別会計受入金,12,0,12
財務省,5,3,03,24,雑収入,諸収入,特別会計受入金,食料安定供給特別会計受入金,2,2870,-2868
財務省,5,3,03,27,雑収入,諸収入,特別会計受入金,自動車安全特別会計受入金,2616534,2616534,0
財務省,5,3,03,25,雑収入,諸収入,特別会計受入金,社会資本整備事業特別会計受入金,0,72240923,-72240923
財務省,5,3,26,01,雑収入,諸収入,東日本大震災復興外国為替資金特別会計受入金,外国為替資金特別会計受入金,28734,25861,2873
財務省,5,3,27,01,雑収入,諸収入,東日本大震災復興財政投融資特別会計受入金,財政投融資特別会計受入金,11667,4481,7186
財務省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,923424,953349,-29925
財務省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,1478774,1497546,-18772
財務省,5,3,07,07,雑収入,諸収入,受託調査試験及役務収入,地方消費税徴収取扱費受入,11660947,10227170,1433777
財務省,5,3,08,04,雑収入,諸収入,懲罰及没収金,国税犯則者納金,129584,151603,-22019
財務省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,883576,899204,-15628
財務省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,1422456,1456728,-34272
財務省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,46540,34273,12267
財務省,5,3,02,01,雑収入,諸収入,文官恩給費特別会計等負担金,文官恩給費特別会計等負担金,1412151,1663178,-251027
財務省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,80080,83573,-3493
財務省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,1108,1108,0
財務省,5,3,99,04,雑収入,諸収入,雑入,延滞金,69023,79677,-10654
財務省,5,3,99,17,雑収入,諸収入,雑入,経過利子受入,47284944,54020606,-6735662
財務省,5,3,99,61,雑収入,諸収入,雑入,独立行政法人日本万国博覧会記念機構資産承継収入,9904169,0,9904169
財務省,5,3,99,99,雑収入,諸収入,雑入,雑収,942681,981295,-38614
財務省,6,1,01,01,公債金,公債金,公債金,公債金,6002000000,5775000000,227000000
財務省,6,1,02,01,公債金,公債金,特例公債金,特例公債金,35248000000,37076000000,-1828000000
財務省,6,1,05,01,公債金,公債金,年金特例公債金,年金特例公債金,0,2611042408,-2611042408
財務省,7,1,01,01,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,前年度剰余金受入,5360149,246589,5113560
財務省,7,1,02,01,前年度剰余金受入,前年度剰余金受入,東日本大震災復興前年度剰余金受入,前年度剰余金受入,0,220000000,-220000000
文部科学省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,496163,515103,-18940
文部科学省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,9234,10218,-984
文部科学省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,39989,38147,1842
文部科学省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,18,112,-94
文部科学省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,21811,19140,2671
文部科学省,5,2,04,01,雑収入,納付金,独立行政法人日本スポーツ振興センター納付金,独立行政法人日本スポーツ振興センター納付金,10000667,7867333,2133334
文部科学省,5,2,03,91,雑収入,納付金,雑納付金,独立行政法人日本学術振興会納付金,2659000,1322616,1336384
文部科学省,5,2,03,26,雑収入,納付金,雑納付金,独立行政法人日本学生支援機構納付金,1234929,0,1234929
文部科学省,5,2,03,64,雑収入,納付金,雑納付金,独立行政法人海洋研究開発機構納付金,28522,0,28522
文部科学省,5,2,03,32,雑収入,納付金,雑納付金,独立行政法人国立高等専門学校機構納付金,429573,0,429573
文部科学省,5,2,03,38,雑収入,納付金,雑納付金,独立行政法人大学評価・学位授与機構納付金,60676,0,60676
文部科学省,5,2,03,53,雑収入,納付金,雑納付金,独立行政法人国立大学財務・経営センター納付金,127107,0,127107
文部科学省,5,2,03,93,雑収入,納付金,雑納付金,独立行政法人理化学研究所納付金,0,567170,-567170
文部科学省,5,2,03,94,雑収入,納付金,雑納付金,独立行政法人日本スポーツ振興センター納付金,0,278197,-278197
文部科学省,5,2,03,95,雑収入,納付金,雑納付金,独立行政法人日本芸術文化振興会納付金,0,389162,-389162
文部科学省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,19174,22208,-3034
文部科学省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2935,4416,-1481
文部科学省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,9816465,9051181,765284
文部科学省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,1115,1394,-279
文部科学省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,11302,10760,542
文部科学省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,6323,2377,3946
文部科学省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,2,2,0
文部科学省,5,3,99,04,雑収入,諸収入,雑入,延滞金,10342,10064,278
文部科学省,5,3,99,14,雑収入,諸収入,雑入,原子力損害賠償補償料収入,4981562,4981496,66
文部科学省,5,3,99,99,雑収入,諸収入,雑入,雑収,2610178,2709360,-99182
厚生労働省,3,2,01,04,官業益金及官業収入,官業収入,病院収入,国立障害者リハビリテーションセンター病院収入,1072802,1082554,-9752
厚生労働省,3,2,01,05,官業益金及官業収入,官業収入,病院収入,国立ハンセン病療養所病院収入,31100,235608,-204508
厚生労働省,3,2,02,01,官業益金及官業収入,官業収入,診療所収入,国立保養所診療所収入,3760,6133,-2373
厚生労働省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,1055,0,1055
厚生労働省,4,2,03,08,政府資産整理収入,回収金等収入,貸付金等回収金収入,消費生活協同組合資金貸付金償還金,1000,1000,0
厚生労働省,4,2,03,09,政府資産整理収入,回収金等収入,貸付金等回収金収入,公衆衛生修学資金貸付金償還金,600,0,600
厚生労働省,4,2,03,19,政府資産整理収入,回収金等収入,貸付金等回収金収入,母子寡婦福祉資金貸付金償還金,1616727,985534,631193
厚生労働省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,324073,327918,-3845
厚生労働省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,42052,36268,5784
厚生労働省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,85616,79883,5733
厚生労働省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,365,366,-1
厚生労働省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,120,120,0
厚生労働省,5,1,04,04,雑収入,国有財産利用収入,利子収入,消費生活協同組合資金貸付金利子収入,30,60,-30
厚生労働省,5,2,12,12,雑収入,納付金,東日本大震災復興雑納付金,独立行政法人医薬品医療機器総合機構納付金,644223,0,644223
厚生労働省,5,2,03,97,雑収入,納付金,雑納付金,独立行政法人高齢・障害・求職者雇用支援機構納付金,0,6952,-6952
厚生労働省,5,3,03,28,雑収入,諸収入,特別会計受入金,年金特別会計受入金,10771,35611,-24840
厚生労働省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,129120,125250,3870
厚生労働省,5,3,05,02,雑収入,諸収入,授業料及入学検定料,入学及検定料,23710,23710,0
厚生労働省,5,3,05,03,雑収入,諸収入,授業料及入学検定料,講習料,40566,40291,275
厚生労働省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,53888,52939,949
厚生労働省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,124028,119122,4906
厚生労働省,5,3,07,02,雑収入,諸収入,受託調査試験及役務収入,受託造修収入,62662,62662,0
厚生労働省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,14897,18885,-3988
厚生労働省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,277274291,238900460,38373831
厚生労働省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,88669,87734,935
厚生労働省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,3089,1958,1131
厚生労働省,5,3,11,03,雑収入,諸収入,物品売払収入,特殊薬品売払代,10875,11588,-713
厚生労働省,5,3,11,07,雑収入,諸収入,物品売払収入,あへん売払代,2510267,3038715,-528448
厚生労働省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,49822,45246,4576
厚生労働省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,58,48,10
厚生労働省,5,3,99,04,雑収入,諸収入,雑入,延滞金,9278,10613,-1335
厚生労働省,5,3,99,02,雑収入,諸収入,雑入,失業者退職手当特別会計等負担金,40341,287199,-246858
厚生労働省,5,3,99,09,雑収入,諸収入,雑入,労働保険審査会費特別会計負担金,280175,275848,4327
